Date,First doses,Second doses,Third primary doses,First Boosters,Second Boosters
2021-06-24,11439,13002,0,0,0
2021-06-25,10018,11722,0,0,0
2021-06-26,8352,6287,0,0,0
2021-06-27,3592,3444,0,0,0
2021-06-28,9927,6459,0,0,0
2021-06-29,10931,10049,0,0,0
2021-06-30,12938,9959,0,0,0
2021-07-01,13106,9857,0,0,0
2021-07-02,9769,10318,0,0,0
2021-07-03,7383,5334,0,0,0
2021-07-04,3491,2926,0,0,0
2021-07-05,7778,7970,1,0,0
2021-07-06,9584,11337,0,0,0
2021-07-07,11281,11876,0,0,0
2021-07-08,12711,11900,1,0,0
2021-07-09,11082,10525,0,0,0
2021-07-10,9324,6489,0,0,0
2021-07-11,4394,3243,0,0,0
2021-07-12,9539,8097,0,0,0
2021-07-13,12068,10491,1,0,0
2021-07-14,13417,11449,0,0,0
2021-07-15,12862,10915,1,0,0
2021-07-16,11939,9924,0,0,0
2021-07-17,9456,7083,0,0,0
2021-07-18,5654,3076,0,0,0
2021-07-19,13154,9190,0,0,0
2021-07-20,18757,11928,0,1,0
2021-07-21,20807,13188,0,0,0
2021-07-22,19835,12523,0,0,0
2021-07-23,19763,11318,0,0,0
2021-07-24,17114,7739,0,0,0
2021-07-25,9051,4932,0,0,0
2021-07-26,20554,9983,1,0,0
2021-07-27,27611,11382,0,0,0
2021-07-28,29426,12178,0,0,0
2021-07-29,28238,11997,0,0,0
2021-07-30,31518,10653,1,0,0
2021-07-31,29515,9085,1,0,0
2021-08-01,17980,4678,0,0,0
2021-08-02,25701,9444,3,0,0
2021-08-03,30302,12546,0,0,0
2021-08-04,32558,12940,1,0,0
2021-08-05,29268,13034,0,0,0
2021-08-06,30389,11712,1,1,0
2021-08-07,27931,8902,1,0,0
2021-08-08,15871,4636,1,0,0
2021-08-09,26897,11662,1,0,0
2021-08-10,31118,15966,1,1,0
2021-08-11,32046,16943,1,0,0
2021-08-12,32503,16558,1,0,0
2021-08-13,31405,15667,1,0,0
2021-08-14,30426,13335,1,0,0
2021-08-15,18288,7409,0,0,0
2021-08-16,30369,16065,0,1,0
2021-08-17,35857,20439,2,0,0
2021-08-18,411,102,0,0,0
2021-08-19,21590,8783,0,0,0
2021-08-20,38814,20232,0,0,0
2021-08-21,38394,15909,1,2,0
2021-08-22,28491,9102,1,1,0
2021-08-23,46789,19582,3,1,0
2021-08-24,59416,23689,2,0,0
2021-08-25,63437,26522,2,2,0
2021-08-26,67914,25536,1,0,0
2021-08-27,67405,24746,1,2,0
2021-08-28,56874,22420,0,4,0
2021-08-29,37104,11491,1,0,0
2021-08-30,54928,23786,3,0,0
2021-08-31,59339,27516,4,0,0
2021-09-01,63595,27731,2,1,0
2021-09-02,65254,25346,0,1,0
2021-09-03,61966,25925,1,0,0
2021-09-04,56146,22603,3,1,0
2021-09-05,27041,12031,0,1,0
2021-09-06,45329,21843,0,2,0
2021-09-07,50024,23486,3,0,0
2021-09-08,48861,18595,3,2,0
2021-09-09,46552,15640,2,0,0
2021-09-10,44189,21207,2,5,0
2021-09-11,39051,23343,1,1,0
2021-09-12,20674,13478,0,0,0
2021-09-13,34539,20999,3,2,0
2021-09-14,39759,22907,5,2,0
2021-09-15,40025,23248,7,2,0
2021-09-16,37290,24186,8,1,0
2021-09-17,33384,27729,10,4,0
2021-09-18,29336,24653,0,1,0
2021-09-19,14312,12608,4,0,0
2021-09-20,24799,25964,4,5,0
2021-09-21,27799,26625,5,4,0
2021-09-22,24559,25600,3,2,0
2021-09-23,21260,28584,3,0,0
2021-09-24,19164,31841,1,5,0
2021-09-25,19531,32350,1,0,0
2021-09-26,8281,16632,1,0,0
2021-09-27,12740,28315,3,2,0
2021-09-28,13621,31299,6,4,0
2021-09-29,14060,27169,2,1,0
2021-09-30,14171,32445,4,5,0
2021-10-01,12402,35529,4,2,0
2021-10-02,12935,37491,3,2,0
2021-10-03,7132,20071,2,1,0
2021-10-04,15001,41264,2,4,0
2021-10-05,17755,46438,3,3,0
2021-10-06,19092,51722,8,7,0
2021-10-07,19866,63101,5,7,0
2021-10-08,18748,67632,3,8,0
2021-10-09,18458,63845,3,4,0
2021-10-10,9102,33279,3,1,0
2021-10-11,15337,54407,3,4,0
2021-10-12,17679,55817,2,1,0
2021-10-13,15868,53542,3,5,0
2021-10-14,15211,53161,3,5,0
2021-10-15,14114,55833,4,7,0
2021-10-16,39703,91758,14,20,0
2021-10-17,6285,23507,1,2,0
2021-10-18,10065,32898,5,4,0
2021-10-19,10517,32551,4,5,0
2021-10-20,10522,32866,9,4,0
2021-10-21,10162,31490,24,12,0
2021-10-22,11516,33545,43,15,0
2021-10-23,11895,30842,24,8,0
2021-10-24,5373,13745,7,4,0
2021-10-25,3529,7206,4,4,0
2021-10-26,10909,31407,106,23,0
2021-10-27,10908,28484,142,11,0
2021-10-28,12819,32459,249,12,0
2021-10-29,11109,32088,262,12,0
2021-10-30,10799,32114,120,5,0
2021-10-31,4899,15374,17,2,0
2021-11-01,7200,20409,235,5,0
2021-11-02,7586,21497,313,11,0
2021-11-03,6754,20581,371,8,0
2021-11-04,6625,19675,434,16,0
2021-11-05,6444,21671,435,10,0
2021-11-06,7432,26619,151,7,0
2021-11-07,3287,11040,38,4,0
2021-11-08,5167,16297,350,9,0
2021-11-09,5910,16499,484,14,0
2021-11-10,6079,16088,526,10,0
2021-11-11,6390,16664,535,36,0
2021-11-12,6375,16853,444,23,0
2021-11-13,7220,20049,191,8,0
2021-11-14,4670,10020,42,10,0
2021-11-15,7790,13757,474,16,0
2021-11-16,6687,14510,507,28,0
2021-11-17,6223,14308,545,30,0
2021-11-18,6694,14165,575,23,0
2021-11-19,6805,15867,553,38,0
2021-11-20,6049,15625,167,26,0
2021-11-21,3109,6790,48,118,0
2021-11-22,4805,10558,447,188,0
2021-11-23,6568,12503,520,165,0
2021-11-24,6616,12147,581,269,0
2021-11-25,6420,11888,581,307,0
2021-11-26,5746,12300,644,4536,4
2021-11-27,6424,14550,206,4516,0
2021-11-28,3713,8089,80,2260,1
2021-11-29,6249,11954,605,23055,5
2021-11-30,7573,14453,581,19234,4
2021-12-01,7938,14358,614,17309,5
2021-12-02,8707,16767,618,13961,37
2021-12-03,7450,17449,628,13970,0
2021-12-04,5679,14067,193,7325,0
2021-12-05,2737,6762,62,2422,0
2021-12-06,4619,10713,417,9544,4
2021-12-07,4415,10205,520,9228,10
2021-12-08,3817,9431,555,9463,0
2021-12-09,3394,9253,571,8652,0
2021-12-10,2896,9286,542,8408,0
2021-12-11,2771,8524,169,4771,0
2021-12-12,1190,4263,64,2005,0
2021-12-13,2422,6899,517,8989,0
2021-12-14,2497,7901,606,9643,1
2021-12-15,2441,8218,602,9697,0
2021-12-16,2446,8349,625,10164,1
2021-12-17,2055,7634,677,11221,0
2021-12-18,1756,6665,171,6974,0
2021-12-19,785,3372,66,3020,0
2021-12-20,1862,6304,498,11881,0
2021-12-21,1752,7293,617,12296,0
2021-12-22,1576,7315,612,13684,0
2021-12-23,1404,7172,462,12425,0
2021-12-24,709,4477,161,8221,0
2021-12-25,5,52,1,51,0
2021-12-26,99,740,2,915,0
2021-12-27,199,1562,17,2360,0
2021-12-28,275,1914,29,2920,0
2021-12-29,1136,6641,215,16000,0
2021-12-30,958,4920,211,17361,0
2021-12-31,666,3539,124,13378,0
2022-01-01,55,357,7,1019,0
2022-01-02,134,625,7,2223,0
2022-01-03,363,1316,23,4502,0
2022-01-04,404,1414,20,5320,0
2022-01-05,1294,4626,186,41690,2
2022-01-06,1361,4105,218,44102,0
2022-01-07,1287,3950,211,45130,0
2022-01-08,753,2361,73,21923,0
2022-01-09,458,1386,24,10797,0
2022-01-10,1399,4002,235,48422,0
2022-01-11,1505,3835,270,46764,0
2022-01-12,1447,3852,216,42624,0
2022-01-13,1421,3599,223,42169,0
2022-01-14,1460,3348,229,41291,0
2022-01-15,928,1951,108,22363,0
2022-01-16,565,1089,41,9663,0
2022-01-17,15758,2488,161,37527,0
2022-01-18,14317,2329,187,39443,0
2022-01-19,13340,2469,218,36845,2
2022-01-20,12994,2326,201,38353,2
2022-01-21,13532,2185,186,42770,2
2022-01-22,10794,1427,74,28415,1
2022-01-23,6933,863,48,21294,0
2022-01-24,15688,1898,175,57146,1
2022-01-25,16628,2198,248,57401,1
2022-01-26,15473,2334,241,51516,0
2022-01-27,14448,2339,197,47394,0
2022-01-28,14138,2230,209,46688,5
2022-01-29,9891,1301,87,30298,2
2022-01-30,4620,711,32,13402,0
2022-01-31,6542,1150,95,22631,1
2022-02-01,9888,2262,157,38739,2
2022-02-02,6856,2042,144,36548,0
2022-02-03,5409,1838,148,46454,3
2022-02-04,5333,1788,109,67340,5
2022-02-05,5375,1107,39,49208,2
2022-02-06,1995,519,13,25002,1
2022-02-07,1683,559,11,18707,1
2022-02-08,3041,1905,101,60839,2
2022-02-09,2778,1664,98,56832,2
2022-02-10,2755,1629,97,50845,3
2022-02-11,3166,1627,95,57623,2
2022-02-12,4822,1334,34,50164,1
2022-02-13,1521,544,18,20860,2
2022-02-14,2056,1361,53,47754,1
2022-02-15,2391,1555,86,46438,1
2022-02-16,2363,1501,90,40825,1
2022-02-17,2301,1411,69,36182,4
2022-02-18,2858,1518,65,39634,3
2022-02-19,3719,1258,30,33455,2
2022-02-20,1348,651,11,15461,3
2022-02-21,1751,1105,40,27850,2
2022-02-22,1947,1378,117,25687,0
2022-02-23,1932,1312,45,24830,3
2022-02-24,2192,1294,54,25734,9
2022-02-25,2753,1465,57,31451,1
2022-02-26,3249,1233,23,28963,1
2022-02-27,1353,619,7,13740,4
2022-02-28,1844,963,35,23567,9
2022-03-01,1838,1094,60,19122,9
2022-03-02,1809,1151,28,18158,20
2022-03-03,1497,973,44,15378,11
2022-03-04,1534,975,25,16400,12
2022-03-05,2300,1128,21,14731,8
2022-03-06,750,516,1,5771,4
2022-03-07,876,906,26,10570,16
2022-03-08,877,941,39,9608,18
2022-03-09,921,953,37,9263,20
2022-03-10,907,917,27,8069,13
2022-03-11,851,1105,39,8723,18
2022-03-12,1204,1286,10,7763,7
2022-03-13,407,739,6,3231,6
2022-03-14,587,3980,21,6039,12
2022-03-15,712,4445,27,5517,23
2022-03-16,790,4630,24,6046,23
2022-03-17,664,4790,30,5385,27
2022-03-18,650,6092,25,5594,24
2022-03-19,772,7987,6,5220,10
2022-03-20,331,3325,4,2249,3
2022-03-21,382,4038,19,3792,13
2022-03-22,404,4434,24,4005,14
2022-03-23,427,4594,19,3725,28
2022-03-24,320,4300,15,3017,23
2022-03-25,336,5655,25,3389,9
2022-03-26,459,7340,2,2931,5
2022-03-27,147,2844,2,1101,3
2022-03-28,178,3107,16,2197,18
2022-03-29,207,3080,23,2351,17
2022-03-30,279,2653,24,2137,11
2022-03-31,267,2841,20,2255,10
2022-04-01,178,3012,20,2132,24
2022-04-02,301,4023,7,1972,9
2022-04-03,117,1541,2,867,4
2022-04-04,131,1394,24,1739,17
2022-04-05,182,1427,25,1622,25
2022-04-06,190,1483,16,1727,17
2022-04-07,165,1413,20,2255,32
2022-04-08,161,1756,24,2252,25
2022-04-09,236,2429,8,2089,12
2022-04-10,62,927,2,858,2
2022-04-11,115,975,19,1614,34
2022-04-12,128,926,26,1685,34
2022-04-13,106,953,29,1676,29
2022-04-14,169,1326,32,2171,18
2022-04-15,12,63,1,77,0
2022-04-16,71,627,1,827,2
2022-04-17,18,69,1,128,2
2022-04-18,9,174,0,238,0
2022-04-19,135,1222,22,1785,32
2022-04-20,147,1194,18,1603,38
2022-04-21,123,1039,16,1539,16
2022-04-22,130,1152,26,1647,34
2022-04-23,111,1052,4,1206,5
2022-04-24,55,488,2,583,0
2022-04-25,22,153,0,180,3
2022-04-26,181,1250,22,1725,28
2022-04-27,149,1250,18,1588,26
2022-04-28,178,1122,20,1564,45
2022-04-29,170,1245,23,1626,29
2022-04-30,134,1199,14,1427,10
2022-05-01,51,354,0,460,3
2022-05-02,64,366,17,1192,24
2022-05-03,89,366,15,1094,31
2022-05-04,77,357,23,1081,30
2022-05-05,61,353,22,1119,22
2022-05-06,88,502,26,1162,35
2022-05-07,134,729,6,1263,14
2022-05-08,21,119,2,342,7
2022-05-09,57,250,25,1012,23
2022-05-10,53,264,22,1054,31
2022-05-11,83,356,24,1123,40
2022-05-12,67,317,38,996,31
2022-05-13,67,339,38,1080,36
2022-05-14,130,598,11,1034,13
2022-05-15,35,223,3,436,4
2022-05-16,83,223,26,997,27
2022-05-17,86,229,25,927,35
2022-05-18,63,268,31,869,29
2022-05-19,88,238,28,856,40
2022-05-20,68,310,39,850,31
2022-05-21,100,460,11,867,9
2022-05-22,33,182,0,297,5
2022-05-23,55,240,32,809,24
2022-05-24,114,195,23,813,29
2022-05-25,77,203,28,889,41
2022-05-26,152,264,33,795,16
2022-05-27,91,301,25,1006,12
2022-05-28,186,694,4,1240,10
2022-05-29,25,137,0,337,2
2022-05-30,55,230,23,889,9
2022-05-31,85,209,34,845,13
2022-06-01,96,239,50,834,32
2022-06-02,90,291,33,882,19
2022-06-03,110,506,34,989,26
2022-06-04,77,461,2,755,7
2022-06-05,14,133,1,319,0
2022-06-06,17,70,2,165,1
2022-06-07,88,325,33,955,17
2022-06-08,81,253,32,929,23
2022-06-09,73,292,48,834,45
2022-06-10,79,388,38,928,35
2022-06-11,143,658,12,1002,12
2022-06-12,42,237,1,358,7
2022-06-13,62,330,22,856,37
2022-06-14,110,327,29,918,48
2022-06-15,76,344,80,837,51
2022-06-16,63,311,37,829,49
2022-06-17,68,479,41,845,75
2022-06-18,147,734,7,956,17
2022-06-19,25,282,0,320,2
2022-06-20,60,286,27,819,63
2022-06-21,71,329,36,765,76
2022-06-22,75,313,51,835,211
2022-06-23,91,468,28,922,304
2022-06-24,27,157,0,301,8
2022-06-25,120,652,6,891,26
2022-06-26,34,193,3,294,18
2022-06-27,73,426,23,842,537
2022-06-28,70,320,44,1023,5973
2022-06-29,68,363,23,916,6279
2022-06-30,81,394,45,962,5871
2022-07-01,86,404,39,940,6887
2022-07-02,127,615,6,770,2754
2022-07-03,50,268,4,374,953
2022-07-04,67,292,20,917,7677
2022-07-05,55,336,26,899,8438
2022-07-06,75,338,90,957,11590
2022-07-07,70,310,41,892,11310
2022-07-08,78,343,52,1044,11863
2022-07-09,81,609,16,874,5937
2022-07-10,31,275,1,411,2344
2022-07-11,106,666,44,1047,16619
2022-07-12,113,493,63,967,13246
2022-07-13,113,529,78,1065,15876
2022-07-14,121,552,75,1049,16430
2022-07-15,105,618,53,1193,16902
2022-07-16,117,528,10,895,5990
2022-07-17,45,171,0,414,1823
2022-07-18,102,508,28,992,13679
2022-07-19,106,543,62,1005,13325
2022-07-20,112,535,26,1052,13319
2022-07-21,131,526,38,950,12183
2022-07-22,138,723,47,982,13473
2022-07-23,99,536,5,831,5510
2022-07-24,40,208,1,302,1803
2022-07-25,57,158,13,717,10873
2022-07-26,43,187,19,777,11484
2022-07-27,49,217,35,794,11560
2022-07-28,61,215,17,719,11770
2022-07-29,95,245,17,742,11839
2022-07-30,121,395,3,821,5035
2022-07-31,31,136,2,255,1385
2022-08-01,54,131,11,580,9816
2022-08-02,42,151,25,589,10818
2022-08-03,58,154,9,620,10306
2022-08-04,71,154,10,630,10243
2022-08-05,51,144,25,556,10009
2022-08-06,73,309,5,596,4422
2022-08-07,39,113,1,340,1488
2022-08-08,37,117,7,484,8188
2022-08-09,42,116,14,557,8517
2022-08-10,59,133,25,530,8518
2022-08-11,54,137,5,484,7984
2022-08-12,49,168,12,516,8243
2022-08-13,71,231,21,483,3764
2022-08-14,20,75,0,215,1075
2022-08-15,35,93,2,503,6651
2022-08-16,38,91,18,516,7921
2022-08-17,47,120,14,507,8045
2022-08-18,69,102,9,521,7254
2022-08-19,49,143,11,450,7216
2022-08-20,61,231,1,465,3179
2022-08-21,28,90,0,204,992
2022-08-22,51,88,3,438,5517
2022-08-23,49,113,9,438,6598
2022-08-24,51,100,8,482,6405
2022-08-25,42,109,8,445,5853
2022-08-26,64,151,17,478,5920
2022-08-27,77,235,0,412,2585
2022-08-28,42,75,0,197,909
2022-08-29,41,105,4,405,4279
2022-08-30,33,108,3,427,4928
2022-08-31,46,108,12,439,4684
2022-09-01,51,92,3,499,4354
2022-09-02,41,130,5,428,4721
2022-09-03,68,123,2,312,1771
2022-09-04,11,56,0,136,591
2022-09-05,31,86,0,334,2826
2022-09-06,39,86,6,375,3612
2022-09-07,30,95,5,365,3601
2022-09-08,41,81,3,394,3701
2022-09-09,39,126,9,371,3477
2022-09-10,60,147,1,333,1902
2022-09-11,27,79,0,146,592
2022-09-12,32,105,1,319,2938
2022-09-13,26,58,4,322,3558
2022-09-14,24,70,8,365,3378
2022-09-15,35,118,1,351,3185
2022-09-16,43,89,3,278,3071
2022-09-17,54,128,0,297,1427
2022-09-18,12,32,0,98,471
2022-09-19,23,56,3,256,2306
2022-09-20,30,73,5,234,2294
2022-09-21,26,67,5,275,2704
2022-09-22,16,56,4,235,2513
2022-09-23,34,60,16,248,2293
2022-09-24,27,106,4,210,1193
2022-09-25,16,51,0,106,357
2022-09-26,4,10,0,32,137
2022-09-27,23,57,2,215,2064
