DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Asian,12-17,Female,4484,4417,134,<5,4302
Auckland,Asian,12-17,Male,4759,4674,145,<5,4464
Auckland,Asian,12-17,Unknown/Other,19,18,<5,<5,7
Auckland,Asian,18-24,Female,7600,7557,"7,379","4,848",6671
Auckland,Asian,18-24,Male,7862,7794,"7,530","4,269",6297
Auckland,Asian,18-24,Unknown/Other,95,92,92,40,16
Auckland,Asian,25-29,Female,7822,7791,"7,637","5,131",8392
Auckland,Asian,25-29,Male,8940,8864,"8,696","4,954",7740
Auckland,Asian,25-29,Unknown/Other,128,126,124,67,25
Auckland,Asian,30-34,Female,9089,9036,"8,817","6,007",9316
Auckland,Asian,30-34,Male,9176,9088,"8,879","5,699",8382
Auckland,Asian,30-34,Unknown/Other,98,97,94,46,19
Auckland,Asian,35-39,Female,7778,7724,"7,537","5,313",8154
Auckland,Asian,35-39,Male,7885,7821,"7,683","5,167",7336
Auckland,Asian,35-39,Unknown/Other,66,66,64,38,14
Auckland,Asian,40-44,Female,5930,5894,"5,781","4,251",5623
Auckland,Asian,40-44,Male,5910,5846,"5,751","4,057",5231
Auckland,Asian,40-44,Unknown/Other,41,39,39,22,15
Auckland,Asian,45-49,Female,4728,4700,"4,582","3,452",4861
Auckland,Asian,45-49,Male,4352,4304,"4,223","3,141",3985
Auckland,Asian,5-11,Female,4769,351,NA,NA,6528
Auckland,Asian,5-11,Male,4788,331,NA,NA,6688
Auckland,Asian,50-54,Female,4421,4398,"4,303","3,326",4411
Auckland,Asian,50-54,Male,3555,3528,"3,467","2,658",3467
Auckland,Asian,55-59,Female,4046,4018,"3,934","3,054",4228
Auckland,Asian,55-59,Male,3416,3387,"3,325","2,583",3468
Auckland,Asian,60-64,Female,3274,3253,"3,188","2,576",3608
Auckland,Asian,60-64,Male,2730,2718,"2,664","2,221",2922
Auckland,Asian,60-64,Unknown/Other,5,5,5,<5,5
Auckland,Asian,65-69,Female,2851,2841,"2,780","2,269",2935
Auckland,Asian,65-69,Male,2378,2362,"2,324","1,929",2584
Auckland,Asian,70-74,Female,1859,1850,"1,811","1,541",1918
Auckland,Asian,70-74,Male,1757,1749,"1,705","1,483",1743
Auckland,Asian,75-79,Female,1143,1139,"1,106",943,1240
Auckland,Asian,75-79,Male,998,982,949,828,1080
Auckland,Asian,80-84,Female,885,873,836,710,943
Auckland,Asian,80-84,Male,726,722,700,601,819
Auckland,Asian,85-89,Female,448,436,407,342,441
Auckland,Asian,85-89,Male,454,448,420,364,420
Auckland,Asian,90+,Female,209,206,181,160,179
Auckland,Asian,90+,Male,129,128,113,97,126
Auckland,European or Other,12-17,Female,6993,6924,162,<5,7315
Auckland,European or Other,12-17,Male,7208,7105,180,12,7448
Auckland,European or Other,12-17,Unknown/Other,7,7,<5,<5,8
Auckland,European or Other,18-24,Female,10565,10510,"10,260","7,374",11536
Auckland,European or Other,18-24,Male,9924,9846,"9,515","5,898",10369
Auckland,European or Other,18-24,Unknown/Other,44,43,43,29,38
Auckland,European or Other,25-29,Female,10397,10332,"10,113","7,290",11855
Auckland,European or Other,25-29,Male,10433,10349,"10,031","6,247",10769
Auckland,European or Other,25-29,Unknown/Other,48,48,48,30,23
Auckland,European or Other,30-34,Female,9633,9583,"9,321","6,862",10714
Auckland,European or Other,30-34,Male,10435,10340,"10,022","6,585",10361
Auckland,European or Other,30-34,Unknown/Other,39,39,38,25,22
Auckland,European or Other,35-39,Female,7667,7614,"7,397","5,694",8521
Auckland,European or Other,35-39,Male,8327,8265,"8,028","5,706",8574
Auckland,European or Other,35-39,Unknown/Other,17,16,16,11,15
Auckland,European or Other,40-44,Female,7130,7080,"6,919","5,619",8032
Auckland,European or Other,40-44,Male,7480,7429,"7,261","5,537",8027
Auckland,European or Other,45-49,Female,7872,7836,"7,691","6,504",8961
Auckland,European or Other,45-49,Male,8033,7975,"7,779","6,237",8951
Auckland,European or Other,5-11,Female,5383,648,NA,NA,7739
Auckland,European or Other,5-11,Male,5730,673,NA,NA,8273
Auckland,European or Other,50-54,Female,8161,8129,"7,970","6,904",8362
Auckland,European or Other,50-54,Male,8569,8521,"8,362","7,006",8858
Auckland,European or Other,50-54,Unknown/Other,8,8,8,7,5
Auckland,European or Other,55-59,Female,7454,7414,"7,253","6,420",8093
Auckland,European or Other,55-59,Male,8116,8062,"7,886","6,741",8644
Auckland,European or Other,60-64,Female,6777,6746,"6,611","5,972",6988
Auckland,European or Other,60-64,Male,7270,7225,"7,074","6,269",7440
Auckland,European or Other,65-69,Female,5734,5714,"5,606","5,136",5985
Auckland,European or Other,65-69,Male,5939,5912,"5,778","5,235",6084
Auckland,European or Other,70-74,Female,5151,5126,"5,004","4,638",5399
Auckland,European or Other,70-74,Male,5061,5035,"4,916","4,590",5182
Auckland,European or Other,75-79,Female,3997,3977,"3,887","3,645",3829
Auckland,European or Other,75-79,Male,3544,3520,"3,423","3,225",3442
Auckland,European or Other,80-84,Female,3026,3004,"2,910","2,762",2825
Auckland,European or Other,80-84,Male,2477,2462,"2,362","2,234",2219
Auckland,European or Other,85-89,Female,1927,1906,"1,759","1,701",1874
Auckland,European or Other,85-89,Male,1281,1270,"1,171","1,115",1257
Auckland,European or Other,90+,Female,1748,1719,"1,511","1,471",1629
Auckland,European or Other,90+,Male,871,858,753,736,782
Auckland,Maori,12-17,Female,1650,1570,59,<5,1659
Auckland,Maori,12-17,Male,1641,1566,42,<5,1747
Auckland,Maori,18-24,Female,2307,2247,"1,983",925,2396
Auckland,Maori,18-24,Male,2125,2049,"1,779",665,2260
Auckland,Maori,25-29,Female,1513,1477,"1,312",694,1774
Auckland,Maori,25-29,Male,1617,1561,"1,353",625,1611
Auckland,Maori,30-34,Female,1305,1274,"1,133",625,1398
Auckland,Maori,30-34,Male,1260,1226,"1,103",492,1265
Auckland,Maori,35-39,Female,1001,971,898,534,1101
Auckland,Maori,35-39,Male,947,919,804,421,1003
Auckland,Maori,40-44,Female,903,881,803,519,1032
Auckland,Maori,40-44,Male,934,904,821,489,997
Auckland,Maori,45-49,Female,997,986,921,670,1169
Auckland,Maori,45-49,Male,987,961,891,587,1053
Auckland,Maori,5-11,Female,920,72,NA,NA,2068
Auckland,Maori,5-11,Male,1017,77,NA,NA,2253
Auckland,Maori,50-54,Female,1012,1001,953,708,1055
Auckland,Maori,50-54,Male,891,871,815,583,911
Auckland,Maori,55-59,Female,902,896,852,699,988
Auckland,Maori,55-59,Male,897,883,839,670,915
Auckland,Maori,60-64,Female,761,754,725,619,744
Auckland,Maori,60-64,Male,678,674,646,545,607
Auckland,Maori,65-69,Female,512,510,491,429,520
Auckland,Maori,65-69,Male,399,397,378,342,421
Auckland,Maori,70-74,Female,312,311,303,275,304
Auckland,Maori,70-74,Male,283,280,273,249,261
Auckland,Maori,75-79,Female,160,158,155,138,158
Auckland,Maori,75-79,Male,152,149,139,125,138
Auckland,Maori,80-84,Female,119,119,113,104,122
Auckland,Maori,80-84,Male,80,80,73,70,74
Auckland,Maori,85-89,Female,56,55,50,43,53
Auckland,Maori,85-89,Male,29,28,26,23,27
Auckland,Maori,90+,Female,30,29,27,23,22
Auckland,Pacific Peoples,12-17,Female,2734,2642,107,<5,2957
Auckland,Pacific Peoples,12-17,Male,2768,2656,97,<5,3058
Auckland,Pacific Peoples,18-24,Female,3525,3464,"3,156","1,361",3766
Auckland,Pacific Peoples,18-24,Male,3356,3256,"2,807","1,001",3536
Auckland,Pacific Peoples,18-24,Unknown/Other,18,18,15,5,6
Auckland,Pacific Peoples,25-29,Female,2429,2375,"2,147",954,2713
Auckland,Pacific Peoples,25-29,Male,2397,2314,"2,032",746,2582
Auckland,Pacific Peoples,30-34,Female,2024,1980,"1,801",918,2120
Auckland,Pacific Peoples,30-34,Male,2027,1964,"1,759",759,1958
Auckland,Pacific Peoples,35-39,Female,1617,1584,"1,480",878,1819
Auckland,Pacific Peoples,35-39,Male,1637,1592,"1,449",734,1791
Auckland,Pacific Peoples,40-44,Female,1605,1582,"1,506",983,1764
Auckland,Pacific Peoples,40-44,Male,1612,1575,"1,483",865,1630
Auckland,Pacific Peoples,45-49,Female,1602,1590,"1,508","1,035",1728
Auckland,Pacific Peoples,45-49,Male,1563,1537,"1,446",948,1671
Auckland,Pacific Peoples,5-11,Female,1540,107,NA,NA,3532
Auckland,Pacific Peoples,5-11,Male,1710,113,NA,NA,3720
Auckland,Pacific Peoples,50-54,Female,1639,1625,"1,572","1,150",1810
Auckland,Pacific Peoples,50-54,Male,1598,1578,"1,507","1,103",1678
