DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Asian,12-17,Female,4498,4440,157,5,4302
Auckland,Asian,12-17,Male,4775,4697,171,<5,4464
Auckland,Asian,12-17,Unknown/Other,19,18,<5,<5,7
Auckland,Asian,18-24,Female,7605,7566,"7,475","5,008",6671
Auckland,Asian,18-24,Male,7855,7793,"7,648","4,438",6297
Auckland,Asian,18-24,Unknown/Other,92,89,89,40,16
Auckland,Asian,25-29,Female,7812,7784,"7,697","5,332",8392
Auckland,Asian,25-29,Male,8935,8864,"8,767","5,192",7740
Auckland,Asian,25-29,Unknown/Other,128,126,124,72,25
Auckland,Asian,30-34,Female,9086,9031,"8,910","6,257",9316
Auckland,Asian,30-34,Male,9128,9045,"8,925","5,918",8382
Auckland,Asian,30-34,Unknown/Other,91,90,87,42,19
Auckland,Asian,35-39,Female,7780,7727,"7,611","5,517",8154
Auckland,Asian,35-39,Male,7874,7812,"7,738","5,353",7336
Auckland,Asian,35-39,Unknown/Other,65,65,63,37,14
Auckland,Asian,40-44,Female,5943,5907,"5,831","4,393",5623
Auckland,Asian,40-44,Male,5933,5871,"5,809","4,210",5231
Auckland,Asian,40-44,Unknown/Other,40,38,38,24,15
Auckland,Asian,45-49,Female,4732,4705,"4,644","3,554",4861
Auckland,Asian,45-49,Male,4350,4305,"4,258","3,222",3985
Auckland,Asian,5-11,Female,4805,1942,NA,NA,6528
Auckland,Asian,5-11,Male,4814,1903,NA,NA,6688
Auckland,Asian,50-54,Female,4434,4409,"4,357","3,408",4411
Auckland,Asian,50-54,Male,3558,3533,"3,491","2,732",3467
Auckland,Asian,55-59,Female,4040,4019,"3,960","3,139",4228
Auckland,Asian,55-59,Male,3409,3380,"3,342","2,664",3468
Auckland,Asian,60-64,Female,3279,3260,"3,226","2,653",3608
Auckland,Asian,60-64,Male,2729,2718,"2,687","2,271",2922
Auckland,Asian,60-64,Unknown/Other,5,5,5,<5,5
Auckland,Asian,65-69,Female,2856,2847,"2,804","2,321",2935
Auckland,Asian,65-69,Male,2382,2368,"2,342","1,969",2584
Auckland,Asian,70-74,Female,1862,1852,"1,824","1,584",1918
Auckland,Asian,70-74,Male,1753,1746,"1,720","1,514",1743
Auckland,Asian,75-79,Female,1135,1130,"1,115",972,1240
Auckland,Asian,75-79,Male,977,968,956,847,1080
Auckland,Asian,80-84,Female,879,870,853,744,943
Auckland,Asian,80-84,Male,717,714,709,627,819
Auckland,Asian,85-89,Female,430,422,414,352,441
Auckland,Asian,85-89,Male,430,427,417,369,420
Auckland,Asian,90+,Female,193,193,185,170,179
Auckland,Asian,90+,Male,122,121,118,101,126
Auckland,European or Other,12-17,Female,7023,6969,211,8,7315
Auckland,European or Other,12-17,Male,7243,7153,221,13,7448
Auckland,European or Other,12-17,Unknown/Other,9,9,<5,<5,8
Auckland,European or Other,18-24,Female,10594,10548,"10,414","7,504",11536
Auckland,European or Other,18-24,Male,9923,9849,"9,695","6,040",10369
Auckland,European or Other,18-24,Unknown/Other,42,41,41,29,38
Auckland,European or Other,25-29,Female,10416,10353,"10,246","7,458",11855
Auckland,European or Other,25-29,Male,10440,10366,"10,185","6,431",10769
Auckland,European or Other,25-29,Unknown/Other,48,48,48,30,23
Auckland,European or Other,30-34,Female,9626,9574,"9,428","6,995",10714
Auckland,European or Other,30-34,Male,10418,10326,"10,156","6,696",10361
Auckland,European or Other,30-34,Unknown/Other,37,37,36,24,22
Auckland,European or Other,35-39,Female,7651,7596,"7,478","5,791",8521
Auckland,European or Other,35-39,Male,8326,8261,"8,128","5,819",8574
Auckland,European or Other,35-39,Unknown/Other,17,16,16,11,15
Auckland,European or Other,40-44,Female,7130,7086,"6,996","5,706",8032
