SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
Unknown,Unknown,Unknown,Maori,12+,"8,274",Masked,"7,760","7,007","3,288",>95%,94%,47%
Unknown,Unknown,Unknown,Maori,5-11,"1,520",444,160,NA,NA,29%,11%,NA
Unknown,Unknown,Unknown,Pacific Peoples,12+,"2,272",Masked,Masked,"3,263","1,651",>95%,>95%,51%
Unknown,Unknown,Unknown,Pacific Peoples,5-11,346,133,44,NA,NA,38%,13%,NA
100100,North Cape,Northland,Maori,12+,865,766,749,676,418,89%,87%,62%
100100,North Cape,Northland,Maori,5-11,159,42,13,NA,NA,26%,8%,NA
100200,Rangaunu Harbour,Northland,Maori,12+,"1,027",882,848,770,393,86%,83%,51%
100200,Rangaunu Harbour,Northland,Maori,5-11,191,35,13,NA,NA,18%,7%,NA
100400,Karikari Peninsula,Northland,Maori,12+,531,449,434,404,210,85%,82%,52%
100400,Karikari Peninsula,Northland,Maori,5-11,87,20,Masked,NA,NA,23%,6%,NA
100500,Tangonge,Northland,Maori,12+,558,487,477,426,231,87%,85%,54%
100500,Tangonge,Northland,Maori,5-11,93,19,Masked,NA,NA,20%,<5%,NA
100600,Ahipara,Northland,Maori,12+,583,491,473,438,258,84%,81%,59%
100600,Ahipara,Northland,Maori,5-11,106,35,9,NA,NA,33%,8%,NA
100700,Kaitaia East,Northland,Maori,12+,"1,315","1,163","1,097",975,447,88%,83%,46%
100700,Kaitaia East,Northland,Maori,5-11,289,86,21,NA,NA,30%,7%,NA
100700,Kaitaia East,Northland,Pacific Peoples,12+,56,Masked,Masked,54,27,>95%,>95%,50%
100800,Kaitaia West,Northland,Maori,12+,"1,844","1,607","1,518","1,336",616,87%,82%,46%
100800,Kaitaia West,Northland,Maori,5-11,397,80,28,NA,NA,20%,7%,NA
100800,Kaitaia West,Northland,Pacific Peoples,12+,101,92,89,80,40,91%,88%,50%
100900,Rangitihi,Northland,Maori,12+,393,336,323,289,143,85%,82%,49%
100900,Rangitihi,Northland,Maori,5-11,58,8,Masked,NA,NA,14%,5%,NA
101000,Oruru-Parapara,Northland,Maori,12+,311,253,240,219,108,81%,77%,49%
101000,Oruru-Parapara,Northland,Maori,5-11,64,14,Masked,NA,NA,22%,8%,NA
101100,Taumarumaru,Northland,Maori,12+,573,507,481,433,240,88%,84%,55%
101100,Taumarumaru,Northland,Maori,5-11,142,31,9,NA,NA,22%,6%,NA
101200,Herekino-Takahue,Northland,Maori,12+,434,355,336,303,154,82%,77%,51%
101200,Herekino-Takahue,Northland,Maori,5-11,84,25,Masked,NA,NA,30%,<5%,NA
101300,Peria,Northland,Maori,12+,331,256,244,221,103,77%,74%,47%
101300,Peria,Northland,Maori,5-11,85,16,6,NA,NA,19%,7%,NA
101400,Taemaro-Oruaiti,Northland,Maori,12+,305,243,228,202,103,80%,75%,51%
101400,Taemaro-Oruaiti,Northland,Maori,5-11,73,21,Masked,NA,NA,29%,5%,NA
101500,Whakapaku,Northland,Maori,12+,261,211,198,180,99,81%,76%,55%
101500,Whakapaku,Northland,Maori,5-11,59,19,Masked,NA,NA,32%,5%,NA
101600,Hokianga North,Northland,Maori,12+,675,569,553,504,333,84%,82%,66%
101600,Hokianga North,Northland,Maori,5-11,131,34,6,NA,NA,26%,<5%,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,367,293,287,261,163,80%,78%,62%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,46,11,Masked,NA,NA,24%,<5%,NA
101800,Whakarara,Northland,Maori,12+,552,483,466,429,274,88%,84%,64%
101800,Whakarara,Northland,Maori,5-11,76,32,17,NA,NA,42%,22%,NA
101900,Kaeo,Northland,Maori,12+,459,372,351,324,187,81%,76%,58%
101900,Kaeo,Northland,Maori,5-11,107,35,15,NA,NA,33%,14%,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,647,468,437,403,217,72%,68%,54%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,124,13,Masked,NA,NA,10%,<5%,NA
102100,Hokianga South,Northland,Maori,12+,709,541,513,471,278,76%,72%,59%
102100,Hokianga South,Northland,Maori,5-11,113,26,6,NA,NA,23%,5%,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,249,210,201,175,88,84%,81%,50%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,54,18,Masked,NA,NA,33%,<5%,NA
102300,Okaihau,Northland,Maori,12+,313,270,258,234,110,86%,82%,47%
102300,Okaihau,Northland,Maori,5-11,56,12,Masked,NA,NA,21%,<5%,NA
102400,Rangitane-Purerua,Northland,Maori,12+,352,312,295,261,146,89%,84%,56%
102400,Rangitane-Purerua,Northland,Maori,5-11,65,12,Masked,NA,NA,18%,8%,NA
102500,Waipapa,Northland,Maori,12+,130,113,108,97,49,87%,83%,51%
102600,Puketotara,Northland,Maori,12+,230,203,197,170,96,88%,86%,56%
102600,Puketotara,Northland,Maori,5-11,54,24,Masked,NA,NA,44%,6%,NA
102700,Waima Forest,Northland,Maori,12+,783,601,574,525,262,77%,73%,50%
102700,Waima Forest,Northland,Maori,5-11,128,20,6,NA,NA,16%,<5%,NA
102800,Riverview,Northland,Maori,12+,217,Masked,206,180,101,>95%,95%,56%
102800,Riverview,Northland,Maori,5-11,58,22,Masked,NA,NA,38%,7%,NA
102900,Waipoua Forest,Northland,Maori,12+,637,520,500,471,296,82%,78%,63%
102900,Waipoua Forest,Northland,Maori,5-11,85,16,Masked,NA,NA,19%,6%,NA
103000,Kerikeri Central,Northland,Maori,12+,456,408,392,350,165,89%,86%,47%
103000,Kerikeri Central,Northland,Maori,5-11,106,27,9,NA,NA,25%,8%,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,55,Masked,Masked,96,28,>95%,>95%,29%
103100,Kerikeri South,Northland,Maori,12+,231,203,194,181,99,88%,84%,55%
103100,Kerikeri South,Northland,Maori,5-11,48,19,Masked,NA,NA,40%,10%,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,407,348,331,302,173,86%,81%,57%
