DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Asian,12-17,Female,4526,4462,"1,712",313,4302
Auckland,Asian,12-17,Male,4782,4704,"1,811",274,4464
Auckland,Asian,12-17,Unknown/Other,18,17,16,<5,7
Auckland,Asian,18-24,Female,7717,7677,"7,670","5,343",6671
Auckland,Asian,18-24,Male,7973,7899,"7,884","4,738",6297
Auckland,Asian,18-24,Unknown/Other,91,88,88,44,16
Auckland,Asian,25-29,Female,7781,7755,"7,744","5,534",8392
Auckland,Asian,25-29,Male,8944,8867,"8,853","5,454",7740
Auckland,Asian,25-29,Unknown/Other,116,114,114,68,25
Auckland,Asian,30-34,Female,9073,9025,"9,006","6,553",9316
Auckland,Asian,30-34,Male,9088,8999,"8,985","6,166",8382
Auckland,Asian,30-34,Unknown/Other,87,87,86,43,19
Auckland,Asian,35-39,Female,7781,7729,"7,710","5,755",8154
Auckland,Asian,35-39,Male,7889,7813,"7,799","5,570",7336
Auckland,Asian,35-39,Unknown/Other,64,64,64,41,14
Auckland,Asian,40-44,Female,5945,5910,"5,906","4,536",5623
Auckland,Asian,40-44,Male,5947,5877,"5,862","4,387",5231
Auckland,Asian,40-44,Unknown/Other,39,37,37,25,15
Auckland,Asian,45-49,Female,4723,4694,"4,691","3,674",4861
Auckland,Asian,45-49,Male,4358,4309,"4,303","3,359",3985
Auckland,Asian,5-11,Female,4893,2902,NA,NA,6528
Auckland,Asian,5-11,Male,4886,2860,NA,NA,6688
Auckland,Asian,50-54,Female,4448,4427,"4,413","3,545",4411
Auckland,Asian,50-54,Male,3576,3548,"3,538","2,828",3467
Auckland,Asian,55-59,Female,4017,3995,"3,990","3,232",4228
Auckland,Asian,55-59,Male,3413,3381,"3,378","2,761",3468
Auckland,Asian,60-64,Female,3301,3288,"3,280","2,744",3608
Auckland,Asian,60-64,Male,2735,2723,"2,715","2,333",2922
Auckland,Asian,60-64,Unknown/Other,5,5,5,<5,5
Auckland,Asian,65-69,Female,2862,2853,"2,851","2,381",2935
Auckland,Asian,65-69,Male,2393,2382,"2,377","2,017",2584
Auckland,Asian,70-74,Female,1856,1848,"1,846","1,612",1918
Auckland,Asian,70-74,Male,1750,1744,"1,741","1,546",1743
Auckland,Asian,75-79,Female,1129,1127,"1,119",991,1240
Auckland,Asian,75-79,Male,979,971,968,862,1080
Auckland,Asian,80-84,Female,874,865,862,763,943
Auckland,Asian,80-84,Male,718,715,710,641,819
Auckland,Asian,85-89,Female,428,419,417,360,441
Auckland,Asian,85-89,Male,423,419,419,374,420
Auckland,Asian,90+,Female,183,183,182,164,179
Auckland,Asian,90+,Male,120,119,119,103,126
Auckland,European or Other,12-17,Female,7052,7008,"2,691",500,7315
Auckland,European or Other,12-17,Male,7255,7179,"2,791",489,7448
Auckland,European or Other,12-17,Unknown/Other,9,9,<5,<5,8
Auckland,European or Other,18-24,Female,10936,10891,"10,878","7,960",11536
Auckland,European or Other,18-24,Male,10128,10051,"10,039","6,322",10369
Auckland,European or Other,18-24,Unknown/Other,47,46,46,33,38
Auckland,European or Other,25-29,Female,10363,10308,"10,293","7,618",11855
Auckland,European or Other,25-29,Male,10452,10378,"10,368","6,687",10769
Auckland,European or Other,25-29,Unknown/Other,51,51,51,34,23
Auckland,European or Other,30-34,Female,9587,9540,"9,528","7,163",10714
Auckland,European or Other,30-34,Male,10367,10278,"10,246","6,878",10361
Auckland,European or Other,30-34,Unknown/Other,34,34,34,25,22
Auckland,European or Other,35-39,Female,7599,7545,"7,532","5,882",8521
Auckland,European or Other,35-39,Male,8286,8225,"8,210","5,928",8574
Auckland,European or Other,35-39,Unknown/Other,15,14,14,10,15
Auckland,European or Other,40-44,Female,7097,7055,"7,045","5,797",8032
Auckland,European or Other,40-44,Male,7450,7400,"7,379","5,720",8027
Auckland,European or Other,45-49,Female,7861,7827,"7,818","6,675",8961
Auckland,European or Other,45-49,Male,8007,7950,"7,943","6,466",8951
Auckland,European or Other,5-11,Female,5383,3376,NA,NA,7739
Auckland,European or Other,5-11,Male,5737,3558,NA,NA,8273
Auckland,European or Other,50-54,Female,8148,8116,"8,103","7,107",8362
Auckland,European or Other,50-54,Male,8562,8516,"8,498","7,236",8858
Auckland,European or Other,50-54,Unknown/Other,9,9,9,8,5
Auckland,European or Other,55-59,Female,7389,7353,"7,333","6,547",8093
Auckland,European or Other,55-59,Male,8078,8032,"8,018","6,934",8644
Auckland,European or Other,60-64,Female,6729,6700,"6,686","6,076",6988
Auckland,European or Other,60-64,Male,7207,7172,"7,150","6,381",7440
Auckland,European or Other,65-69,Female,5684,5665,"5,633","5,209",5985
Auckland,European or Other,65-69,Male,5856,5840,"5,813","5,323",6084
Auckland,European or Other,70-74,Female,5094,5076,"5,042","4,702",5399
Auckland,European or Other,70-74,Male,4971,4958,"4,931","4,642",5182
Auckland,European or Other,75-79,Female,3943,3931,"3,909","3,704",3829
Auckland,European or Other,75-79,Male,3447,3440,"3,416","3,248",3442
Auckland,European or Other,80-84,Female,2929,2923,"2,901","2,776",2825
Auckland,European or Other,80-84,Male,2371,2366,"2,348","2,253",2219
Auckland,European or Other,85-89,Female,1764,1756,"1,746","1,689",1874
Auckland,European or Other,85-89,Male,1137,1134,"1,123","1,093",1257
Auckland,European or Other,90+,Female,1452,1450,"1,448","1,388",1629
