DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Asian,12-17,Female,4526,4461,"1,697",305,4302
Auckland,Asian,12-17,Male,4781,4702,"1,786",267,4464
Auckland,Asian,12-17,Unknown/Other,18,17,16,<5,7
Auckland,Asian,18-24,Female,7721,7681,"7,674","5,336",6671
Auckland,Asian,18-24,Male,7975,7902,"7,884","4,720",6297
Auckland,Asian,18-24,Unknown/Other,92,89,89,45,16
Auckland,Asian,25-29,Female,7777,7751,"7,737","5,519",8392
Auckland,Asian,25-29,Male,8945,8870,"8,854","5,442",7740
Auckland,Asian,25-29,Unknown/Other,116,114,114,68,25
Auckland,Asian,30-34,Female,9075,9024,"9,006","6,536",9316
Auckland,Asian,30-34,Male,9081,8994,"8,976","6,146",8382
Auckland,Asian,30-34,Unknown/Other,87,87,86,43,19
Auckland,Asian,35-39,Female,7770,7718,"7,698","5,730",8154
Auckland,Asian,35-39,Male,7902,7828,"7,810","5,564",7336
Auckland,Asian,35-39,Unknown/Other,65,65,65,41,14
Auckland,Asian,40-44,Female,5951,5916,"5,910","4,532",5623
Auckland,Asian,40-44,Male,5940,5874,"5,857","4,369",5231
Auckland,Asian,40-44,Unknown/Other,39,37,37,26,15
Auckland,Asian,45-49,Female,4732,4702,"4,699","3,675",4861
Auckland,Asian,45-49,Male,4354,4307,"4,298","3,350",3985
Auckland,Asian,5-11,Female,4894,2858,NA,NA,6528
Auckland,Asian,5-11,Male,4881,2811,NA,NA,6688
Auckland,Asian,50-54,Female,4447,4426,"4,412","3,537",4411
Auckland,Asian,50-54,Male,3577,3549,"3,539","2,818",3467
Auckland,Asian,55-59,Female,4020,3998,"3,990","3,232",4228
Auckland,Asian,55-59,Male,3409,3377,"3,373","2,751",3468
Auckland,Asian,60-64,Female,3296,3283,"3,276","2,737",3608
Auckland,Asian,60-64,Male,2731,2720,"2,712","2,326",2922
Auckland,Asian,60-64,Unknown/Other,5,5,5,<5,5
Auckland,Asian,65-69,Female,2857,2850,"2,846","2,376",2935
Auckland,Asian,65-69,Male,2395,2384,"2,377","2,015",2584
Auckland,Asian,70-74,Female,1855,1847,"1,843","1,610",1918
Auckland,Asian,70-74,Male,1751,1745,"1,741","1,547",1743
Auckland,Asian,75-79,Female,1128,1126,"1,118",989,1240
Auckland,Asian,75-79,Male,978,970,967,861,1080
Auckland,Asian,80-84,Female,876,867,864,764,943
Auckland,Asian,80-84,Male,717,714,709,640,819
Auckland,Asian,85-89,Female,429,419,418,361,441
Auckland,Asian,85-89,Male,423,420,420,375,420
Auckland,Asian,90+,Female,183,183,182,164,179
Auckland,Asian,90+,Male,120,119,119,103,126
Auckland,European or Other,12-17,Female,7057,7011,"2,648",485,7315
Auckland,European or Other,12-17,Male,7256,7179,"2,740",465,7448
Auckland,European or Other,12-17,Unknown/Other,9,9,<5,<5,8
Auckland,European or Other,18-24,Female,10908,10864,"10,848","7,918",11536
Auckland,European or Other,18-24,Male,10124,10047,"10,033","6,311",10369
Auckland,European or Other,18-24,Unknown/Other,46,45,45,32,38
Auckland,European or Other,25-29,Female,10346,10291,"10,273","7,594",11855
Auckland,European or Other,25-29,Male,10444,10370,"10,355","6,679",10769
Auckland,European or Other,25-29,Unknown/Other,51,51,51,34,23
Auckland,European or Other,30-34,Female,9591,9546,"9,533","7,162",10714
Auckland,European or Other,30-34,Male,10370,10283,"10,249","6,868",10361
Auckland,European or Other,30-34,Unknown/Other,36,36,36,26,22
Auckland,European or Other,35-39,Female,7606,7550,"7,537","5,879",8521
Auckland,European or Other,35-39,Male,8289,8229,"8,210","5,929",8574
Auckland,European or Other,35-39,Unknown/Other,15,14,14,10,15
Auckland,European or Other,40-44,Female,7100,7057,"7,048","5,794",8032
Auckland,European or Other,40-44,Male,7442,7391,"7,370","5,703",8027
Auckland,European or Other,45-49,Female,7863,7828,"7,817","6,667",8961
Auckland,European or Other,45-49,Male,8012,7957,"7,949","6,462",8951
Auckland,European or Other,5-11,Female,5389,3292,NA,NA,7739
Auckland,European or Other,5-11,Male,5741,3487,NA,NA,8273
