Date,Cumulative vaccinations planned,Cumulative vaccinations administered,Cumulative stock received,Original cumulative vaccinations model
2021-02-21,0,164,65520,NA
2021-02-28,4491,6706,141570,NA
2021-03-07,14420,15615,207090,NA
2021-03-14,21715,23156,271440,NA
2021-03-21,35595,36598,325260,NA
2021-03-28,56290,56319,396630,NA
2021-04-04,84595,84882,450450,NA
2021-04-11,117992,121416,528840,NA
2021-04-18,164107,171093,607230,NA
2021-04-25,216158,226616,685620,NA
2021-05-02,273749,284746,685620,NA
2021-05-09,338813,366361,746460,NA
2021-05-16,414824,451052,807300,NA
2021-05-23,493606,535148,868140,NA
2021-05-30,581932,637126,928980,NA
2021-06-06,680290,750857,1055790,NA
2021-06-13,793013,853641,1103760,NA
2021-06-20,909422,981892,1252900,NA
2021-06-27,1033848,1114962,1302040,NA
2021-07-04,1161952,1237327,1351180,1161952
2021-07-11,1289999,1366790,1502110,1369338
2021-07-18,1425371,1502794,1682290,1576724
2021-07-25,1633071,1692015,2032290,1750577
2021-08-01,1887555,1946625,2411370,2063064
2021-08-08,2164231,2211749,2769390,2375551
2021-08-15,2451622,2511835,3157830,2654505
2021-08-22,2754616,2796236,3602430,2932955
2021-08-29,3056599,3349108,3985020,3226921
2021-09-05,NA,3902137,4630860,3520887
2021-09-12,NA,4334231,5228730,3814853
2021-09-19,NA,4719076,5729490,4348809
2021-09-26,NA,5051921,6150690,4882765
2021-10-03,NA,5351135,6577740,5416721
2021-10-10,NA,5835931,6800430,5950677
2021-10-17,NA,6347399,7101120,6484633
2021-10-24,NA,6625064,7801560,7018589
2021-10-31,NA,6869331,9396270,7552545
2021-11-07,NA,NA,NA,7707286
2021-11-14,NA,NA,NA,7862027
2021-11-21,NA,NA,NA,8016768
2021-11-28,NA,NA,NA,8016768
2021-12-05,NA,NA,NA,8016768
