SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
Unknown,Unknown,Unknown,Maori,12+,"10,701","8,896","8,394","7,601","3,562","1,445",391,83%,78%,47%,27%
Unknown,Unknown,Unknown,Maori,5-11,"1,871",558,230,NA,NA,NA,NA,30%,12%,NA,NA
Unknown,Unknown,Unknown,Pacific Peoples,12+,"3,648",Masked,Masked,"3,474","1,954",425,96,>95%,>95%,56%,23%
Unknown,Unknown,Unknown,Pacific Peoples,5-11,369,166,62,NA,NA,NA,NA,45%,17%,NA,NA
100100,North Cape,Northland,Maori,12+,914,784,768,699,428,259,78,86%,84%,61%,30%
100100,North Cape,Northland,Maori,5-11,145,44,16,NA,NA,NA,NA,30%,11%,NA,NA
100200,Rangaunu Harbour,Northland,Maori,12+,"1,053",889,855,791,404,226,34,84%,81%,51%,15%
100200,Rangaunu Harbour,Northland,Maori,5-11,191,34,14,NA,NA,NA,NA,18%,7%,NA,NA
100400,Karikari Peninsula,Northland,Maori,12+,545,452,438,413,219,145,31,83%,80%,53%,21%
100400,Karikari Peninsula,Northland,Maori,5-11,88,20,Masked,NA,NA,NA,NA,23%,6%,NA,NA
100500,Tangonge,Northland,Maori,12+,596,502,489,443,255,135,21,84%,82%,58%,16%
100500,Tangonge,Northland,Maori,5-11,101,20,Masked,NA,NA,NA,NA,20%,<5%,NA,NA
100600,Ahipara,Northland,Maori,12+,603,490,475,443,265,158,20,81%,79%,60%,13%
100600,Ahipara,Northland,Maori,5-11,102,35,9,NA,NA,NA,NA,34%,9%,NA,NA
100700,Kaitaia East,Northland,Maori,12+,"1,328","1,135","1,069",964,453,196,43,85%,80%,47%,22%
100700,Kaitaia East,Northland,Maori,5-11,296,82,23,NA,NA,NA,NA,28%,8%,NA,NA
100700,Kaitaia East,Northland,Pacific Peoples,12+,59,53,52,49,24,6,NA,90%,88%,49%,0%
100800,Kaitaia West,Northland,Maori,12+,"1,926","1,584","1,494","1,340",629,303,52,82%,78%,47%,17%
100800,Kaitaia West,Northland,Maori,5-11,373,81,28,NA,NA,NA,NA,22%,8%,NA,NA
100800,Kaitaia West,Northland,Pacific Peoples,12+,106,97,94,86,46,20,Masked,92%,89%,53%,20%
100900,Rangitihi,Northland,Maori,12+,406,336,323,290,144,68,8,83%,80%,50%,12%
100900,Rangitihi,Northland,Maori,5-11,55,8,Masked,NA,NA,NA,NA,15%,5%,NA,NA
101000,Oruru-Parapara,Northland,Maori,12+,320,245,232,214,107,62,12,77%,72%,50%,19%
101000,Oruru-Parapara,Northland,Maori,5-11,64,14,6,NA,NA,NA,NA,22%,9%,NA,NA
101100,Taumarumaru,Northland,Maori,12+,589,495,469,434,244,146,34,84%,80%,56%,23%
101100,Taumarumaru,Northland,Maori,5-11,136,34,13,NA,NA,NA,NA,25%,10%,NA,NA
101100,Taumarumaru,Northland,Pacific Peoples,12+,41,36,35,31,15,13,Masked,88%,85%,48%,38%
101200,Herekino-Takahue,Northland,Maori,12+,450,353,331,304,154,95,18,78%,74%,51%,19%
101200,Herekino-Takahue,Northland,Maori,5-11,81,25,Masked,NA,NA,NA,NA,31%,<5%,NA,NA
101300,Peria,Northland,Maori,12+,354,258,248,230,108,54,8,73%,70%,47%,15%
101300,Peria,Northland,Maori,5-11,89,16,6,NA,NA,NA,NA,18%,7%,NA,NA
101400,Taemaro-Oruaiti,Northland,Maori,12+,329,246,232,209,110,71,18,75%,71%,53%,25%
101400,Taemaro-Oruaiti,Northland,Maori,5-11,69,19,Masked,NA,NA,NA,NA,28%,<5%,NA,NA
101500,Whakapaku,Northland,Maori,12+,266,205,194,180,102,66,23,77%,73%,57%,35%
101500,Whakapaku,Northland,Maori,5-11,61,18,Masked,NA,NA,NA,NA,30%,7%,NA,NA
101600,Hokianga North,Northland,Maori,12+,687,565,548,498,329,191,20,82%,80%,66%,10%
101600,Hokianga North,Northland,Maori,5-11,122,35,10,NA,NA,NA,NA,29%,8%,NA,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,377,288,283,263,163,109,28,76%,75%,62%,26%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,50,13,Masked,NA,NA,NA,NA,26%,6%,NA,NA
101800,Whakarara,Northland,Maori,12+,569,478,461,429,278,155,52,84%,81%,65%,34%
101800,Whakarara,Northland,Maori,5-11,68,33,19,NA,NA,NA,NA,49%,28%,NA,NA
101900,Kaeo,Northland,Maori,12+,476,372,353,333,187,103,29,78%,74%,56%,28%
101900,Kaeo,Northland,Maori,5-11,112,37,17,NA,NA,NA,NA,33%,15%,NA,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,659,454,427,401,215,148,29,69%,65%,54%,20%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,123,14,9,NA,NA,NA,NA,11%,7%,NA,NA
102100,Hokianga South,Northland,Maori,12+,735,545,516,478,292,176,59,74%,70%,61%,34%
102100,Hokianga South,Northland,Maori,5-11,105,28,13,NA,NA,NA,NA,27%,12%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,268,213,204,180,92,56,9,79%,76%,51%,16%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,64,19,Masked,NA,NA,NA,NA,30%,<5%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Pacific Peoples,12+,57,53,51,50,32,6,Masked,93%,89%,64%,50%
102300,Okaihau,Northland,Maori,12+,322,265,252,230,110,65,15,82%,78%,48%,23%
