Date,First doses,Second doses,Third primary doses,First Boosters,Second Boosters
2021-06-24,11439,13002,0,0,0
2021-06-25,10018,11722,0,0,0
2021-06-26,8352,6287,0,0,0
2021-06-27,3592,3444,0,0,0
2021-06-28,9927,6459,0,0,0
2021-06-29,10931,10049,0,0,0
2021-06-30,12938,9959,0,0,0
2021-07-01,13106,9857,0,0,0
2021-07-02,9769,10318,0,0,0
2021-07-03,7383,5334,0,0,0
2021-07-04,3491,2926,0,0,0
2021-07-05,7778,7970,1,0,0
2021-07-06,9584,11337,0,0,0
2021-07-07,11281,11876,0,0,0
2021-07-08,12712,11901,1,0,0
2021-07-09,11082,10525,0,0,0
2021-07-10,9324,6489,0,0,0
2021-07-11,4394,3243,0,0,0
2021-07-12,9539,8098,0,0,0
2021-07-13,12068,10491,1,0,0
2021-07-14,13414,11452,0,0,0
2021-07-15,12862,10915,1,0,0
2021-07-16,11939,9924,0,0,0
2021-07-17,9456,7083,0,0,0
2021-07-18,5654,3076,0,0,0
2021-07-19,13154,9190,0,0,0
2021-07-20,18757,11928,0,1,0
2021-07-21,20806,13188,0,0,0
2021-07-22,19835,12523,0,0,0
2021-07-23,19763,11318,0,0,0
2021-07-24,17114,7739,0,0,0
2021-07-25,9051,4932,0,1,0
2021-07-26,20555,9983,1,0,0
2021-07-27,27611,11382,0,0,0
2021-07-28,29426,12178,0,0,0
2021-07-29,28236,11997,0,0,0
2021-07-30,31518,10653,1,0,0
2021-07-31,29515,9085,1,0,0
2021-08-01,17980,4678,0,0,0
2021-08-02,25702,9444,3,0,0
2021-08-03,30303,12546,0,0,0
2021-08-04,32558,12939,1,0,0
2021-08-05,29268,13033,0,0,0
2021-08-06,30390,11711,1,1,0
2021-08-07,27931,8902,1,0,0
2021-08-08,15871,4636,1,0,0
2021-08-09,26898,11662,1,0,0
2021-08-10,31118,15966,1,1,0
2021-08-11,32047,16943,1,0,0
2021-08-12,32503,16558,1,0,0
2021-08-13,31405,15667,1,0,0
2021-08-14,30425,13335,1,0,0
2021-08-15,18288,7409,0,0,0
2021-08-16,30369,16065,0,1,0
2021-08-17,35857,20439,2,0,0
2021-08-18,411,102,0,0,0
2021-08-19,21590,8783,0,0,0
2021-08-20,38815,20231,0,0,0
2021-08-21,38395,15909,1,2,0
2021-08-22,28492,9102,1,1,0
2021-08-23,46789,19583,3,1,0
2021-08-24,59416,23689,2,0,0
2021-08-25,63439,26520,2,2,0
2021-08-26,67916,25537,1,0,0
2021-08-27,67405,24746,1,2,0
2021-08-28,56874,22419,0,4,0
2021-08-29,37106,11490,1,0,0
2021-08-30,54928,23786,3,0,0
2021-08-31,59339,27515,4,0,0
2021-09-01,63598,27730,2,1,0
2021-09-02,65254,25346,0,1,0
2021-09-03,61966,25926,1,0,0
2021-09-04,56146,22603,3,1,0
2021-09-05,27041,12031,0,1,0
2021-09-06,45328,21843,0,2,0
2021-09-07,50024,23486,3,0,0
2021-09-08,48861,18595,3,2,0
2021-09-09,46552,15640,2,0,0
2021-09-10,44189,21207,2,5,0
2021-09-11,39051,23343,1,1,0
2021-09-12,20674,13478,0,0,0
2021-09-13,34540,20998,3,2,0
2021-09-14,39759,22907,5,2,0
2021-09-15,40025,23248,7,2,0
2021-09-16,37291,24186,8,1,0
2021-09-17,33385,27727,10,4,0
2021-09-18,29336,24653,0,1,0
2021-09-19,14312,12608,4,0,0
2021-09-20,24800,25964,4,5,0
2021-09-21,27799,26625,5,4,0
2021-09-22,24560,25599,3,2,0
2021-09-23,21260,28584,3,0,0
2021-09-24,19164,31841,1,5,0
2021-09-25,19531,32350,1,0,0
2021-09-26,8281,16632,1,0,0
2021-09-27,12740,28315,3,2,0
2021-09-28,13621,31299,6,4,0
2021-09-29,14060,27169,2,1,0
2021-09-30,14171,32445,4,5,0
2021-10-01,12404,35529,4,1,0
2021-10-02,12935,37491,3,2,0
2021-10-03,7132,20071,2,0,0
2021-10-04,15001,41264,2,4,0
2021-10-05,17755,46438,3,3,0
2021-10-06,19092,51722,8,7,0
2021-10-07,19867,63101,4,7,0
2021-10-08,18749,67632,3,7,0
2021-10-09,18457,63845,3,4,0
2021-10-10,9102,33279,3,1,0
2021-10-11,15336,54407,4,4,0
2021-10-12,17679,55817,2,1,0
2021-10-13,15868,53540,4,5,0
2021-10-14,15211,53161,3,5,0
2021-10-15,14114,55832,4,7,0
2021-10-16,39704,91757,13,20,0
2021-10-17,6285,23507,1,2,0
2021-10-18,10065,32897,5,4,0
2021-10-19,10517,32550,4,5,0
2021-10-20,10522,32866,9,4,0
2021-10-21,10162,31490,24,12,0
2021-10-22,11516,33545,43,15,0
2021-10-23,11895,30841,24,8,0
2021-10-24,5373,13745,6,5,0
2021-10-25,3529,7206,4,4,0
2021-10-26,10910,31407,105,23,0
2021-10-27,10910,28484,142,9,0
2021-10-28,12822,32459,246,12,0
2021-10-29,11111,32088,260,12,0
2021-10-30,10799,32114,120,5,0
2021-10-31,4899,15375,17,2,0
2021-11-01,7201,20409,235,5,0
2021-11-02,7587,21496,311,11,0
2021-11-03,6756,20581,369,8,0
2021-11-04,6625,19675,434,15,0
2021-11-05,6445,21671,435,9,0
2021-11-06,7434,26619,150,6,0
2021-11-07,3287,11040,38,4,0
2021-11-08,5167,16297,350,9,0
2021-11-09,5911,16499,483,14,0
2021-11-10,6079,16088,526,10,0
2021-11-11,6392,16664,535,35,0
2021-11-12,6379,16853,441,22,0
2021-11-13,7221,20048,191,8,0
2021-11-14,4670,10020,42,10,0
2021-11-15,7791,13757,473,16,0
2021-11-16,6687,14510,507,28,0
2021-11-17,6224,14308,544,29,0
2021-11-18,6696,14165,573,23,0
2021-11-19,6808,15867,552,37,0
2021-11-20,6049,15625,167,26,0
2021-11-21,3109,6790,48,118,0
2021-11-22,4807,10558,447,186,0
2021-11-23,6570,12503,518,165,0
2021-11-24,6616,12147,580,270,0
2021-11-25,6423,11888,581,304,0
2021-11-26,5746,12300,643,4536,4
2021-11-27,6425,14550,207,4514,0
2021-11-28,3713,8090,80,2260,0
2021-11-29,6250,11954,614,23044,5
2021-11-30,7573,14453,581,19231,4
2021-12-01,7938,14358,614,17306,5
2021-12-02,8708,16767,617,13960,37
2021-12-03,7450,17450,629,13968,0
2021-12-04,5679,14067,193,7325,0
2021-12-05,2737,6762,62,2422,0
2021-12-06,4619,10713,417,9544,4
2021-12-07,4415,10205,519,9226,10
2021-12-08,3817,9431,557,9463,0
2021-12-09,3395,9253,571,8651,0
2021-12-10,2896,9286,543,8407,0
2021-12-11,2771,8524,169,4771,0
2021-12-12,1190,4263,65,2004,0
2021-12-13,2422,6899,517,8989,0
2021-12-14,2497,7901,606,9643,1
2021-12-15,2442,8217,602,9697,0
2021-12-16,2447,8348,624,10163,1
2021-12-17,2055,7634,679,11219,0
2021-12-18,1756,6665,172,6973,0
2021-12-19,785,3372,66,3020,0
2021-12-20,1862,6304,498,11881,0
2021-12-21,1752,7293,617,12296,0
2021-12-22,1576,7315,613,13682,0
2021-12-23,1404,7172,462,12425,0
2021-12-24,709,4477,161,8220,0
2021-12-25,5,52,1,51,0
2021-12-26,99,740,2,915,0
2021-12-27,199,1562,17,2360,0
2021-12-28,275,1915,29,2919,0
2021-12-29,1136,6641,215,16000,0
2021-12-30,958,4920,211,17359,0
2021-12-31,666,3539,124,13377,0
2022-01-01,55,357,7,1019,0
2022-01-02,134,625,7,2223,0
2022-01-03,363,1316,23,4502,0
2022-01-04,404,1414,20,5320,0
2022-01-05,1294,4626,186,41687,2
2022-01-06,1361,4104,218,44102,0
2022-01-07,1287,3950,211,45129,0
2022-01-08,752,2361,73,21923,0
2022-01-09,458,1386,24,10796,0
2022-01-10,1399,4002,235,48421,0
2022-01-11,1505,3835,271,46761,0
2022-01-12,1447,3852,216,42622,0
2022-01-13,1421,3599,223,42168,0
2022-01-14,1460,3348,229,41290,0
2022-01-15,929,1951,108,22362,0
2022-01-16,565,1089,41,9663,0
2022-01-17,15758,2488,159,37529,0
2022-01-18,14317,2329,187,39442,0
2022-01-19,13340,2470,218,36844,2
2022-01-20,12990,2327,201,38351,2
2022-01-21,13532,2185,186,42768,2
2022-01-22,10792,1427,74,28413,1
2022-01-23,6933,863,48,21294,0
2022-01-24,15689,1897,175,57143,1
2022-01-25,16628,2199,248,57397,1
2022-01-26,15472,2334,241,51516,0
2022-01-27,14448,2339,197,47393,0
2022-01-28,14139,2229,209,46686,5
2022-01-29,9891,1301,87,30298,2
2022-01-30,4618,711,32,13402,0
2022-01-31,6542,1150,95,22630,1
2022-02-01,9888,2262,157,38738,3
2022-02-02,6857,2041,144,36548,0
2022-02-03,5408,1838,148,46450,3
2022-02-04,5333,1788,109,67336,4
2022-02-05,5375,1107,39,49207,2
2022-02-06,1995,519,13,25001,1
2022-02-07,1683,559,11,18706,1
2022-02-08,3042,1905,101,60837,2
2022-02-09,2779,1663,98,56832,2
2022-02-10,2755,1629,97,50845,3
2022-02-11,3165,1627,95,57621,2
2022-02-12,4823,1334,34,50162,1
2022-02-13,1521,544,18,20860,2
2022-02-14,2055,1361,53,47754,1
2022-02-15,2391,1558,86,46432,1
2022-02-16,2364,1500,90,40824,1
2022-02-17,2301,1411,69,36181,4
2022-02-18,2858,1518,65,39635,2
2022-02-19,3720,1258,31,33453,2
2022-02-20,1349,651,11,15458,3
2022-02-21,1751,1105,40,27849,3
2022-02-22,1947,1378,117,25686,0
2022-02-23,1932,1313,45,24829,3
2022-02-24,2192,1295,54,25731,9
2022-02-25,2754,1466,57,31448,1
2022-02-26,3249,1233,23,28962,1
2022-02-27,1353,619,7,13740,4
2022-02-28,1844,963,35,23567,9
2022-03-01,1838,1095,60,19120,9
2022-03-02,1809,1152,28,18157,20
2022-03-03,1497,974,44,15375,11
2022-03-04,1534,975,25,16400,12
2022-03-05,2301,1130,21,14728,7
2022-03-06,750,516,1,5771,4
2022-03-07,877,906,26,10569,16
2022-03-08,877,941,39,9608,18
2022-03-09,921,953,37,9262,20
2022-03-10,907,917,27,8069,13
2022-03-11,851,1105,39,8723,18
2022-03-12,1204,1286,10,7763,7
2022-03-13,408,739,6,3230,6
2022-03-14,587,3980,21,6039,12
2022-03-15,712,4445,27,5517,23
2022-03-16,790,4631,24,6045,23
2022-03-17,664,4790,30,5383,28
2022-03-18,650,6092,25,5594,24
2022-03-19,772,7987,6,5220,10
2022-03-20,331,3325,4,2249,3
2022-03-21,382,4039,19,3792,13
2022-03-22,404,4434,24,4005,14
2022-03-23,427,4594,18,3725,28
2022-03-24,320,4300,15,3017,23
2022-03-25,336,5655,25,3389,9
2022-03-26,459,7340,2,2931,5
2022-03-27,147,2844,2,1101,3
2022-03-28,178,3107,16,2197,18
2022-03-29,207,3081,23,2350,17
2022-03-30,279,2653,24,2137,11
2022-03-31,267,2841,20,2254,10
2022-04-01,178,3012,20,2132,24
2022-04-02,301,4023,7,1972,9
2022-04-03,117,1541,2,867,4
2022-04-04,131,1394,24,1739,17
2022-04-05,182,1427,25,1622,25
2022-04-06,190,1483,16,1727,17
2022-04-07,165,1413,20,2255,32
2022-04-08,161,1757,24,2251,25
2022-04-09,236,2429,8,2089,12
2022-04-10,62,927,2,858,2
2022-04-11,115,976,19,1614,33
2022-04-12,128,926,26,1685,34
2022-04-13,106,953,29,1676,29
2022-04-14,169,1327,31,2170,18
2022-04-15,12,63,1,77,0
2022-04-16,71,627,1,827,2
2022-04-17,18,69,1,128,2
2022-04-18,9,174,0,238,0
2022-04-19,135,1222,22,1785,32
2022-04-20,147,1194,18,1603,37
2022-04-21,123,1039,16,1539,16
2022-04-22,130,1152,26,1647,34
2022-04-23,111,1052,4,1206,5
2022-04-24,55,488,2,583,0
2022-04-25,22,153,0,180,3
2022-04-26,181,1250,22,1725,28
2022-04-27,149,1250,18,1588,26
2022-04-28,178,1122,20,1564,45
2022-04-29,170,1245,23,1626,29
2022-04-30,134,1199,14,1427,10
2022-05-01,51,354,0,460,3
2022-05-02,64,366,17,1192,24
2022-05-03,89,366,15,1094,31
2022-05-04,77,357,23,1081,30
2022-05-05,61,353,22,1119,22
2022-05-06,88,502,27,1161,35
2022-05-07,134,729,6,1263,14
2022-05-08,21,119,2,342,7
2022-05-09,57,250,25,1012,23
2022-05-10,53,262,23,1052,31
2022-05-11,83,356,24,1123,40
2022-05-12,67,317,38,996,31
2022-05-13,67,339,38,1080,36
2022-05-14,130,598,11,1034,13
2022-05-15,35,223,3,436,4
2022-05-16,83,223,26,984,27
2022-05-17,86,229,25,912,35
2022-05-18,63,268,31,869,29
2022-05-19,88,238,28,856,40
2022-05-20,68,311,40,849,31
2022-05-21,100,460,11,867,9
2022-05-22,33,182,0,296,5
2022-05-23,55,240,33,808,24
2022-05-24,114,195,23,813,29
2022-05-25,77,203,28,889,41
2022-05-26,152,264,33,795,16
2022-05-27,91,301,25,1006,12
2022-05-28,186,694,4,1240,10
2022-05-29,25,137,0,337,2
2022-05-30,55,230,23,889,9
2022-05-31,85,209,35,844,13
2022-06-01,96,239,51,833,32
2022-06-02,89,291,34,881,19
2022-06-03,110,506,34,989,26
2022-06-04,77,461,2,755,7
2022-06-05,14,133,1,319,0
2022-06-06,17,70,2,165,1
2022-06-07,88,325,33,955,17
2022-06-08,81,254,32,928,23
2022-06-09,73,292,48,834,45
2022-06-10,79,388,38,928,35
2022-06-11,143,657,12,1004,10
2022-06-12,42,237,1,358,7
2022-06-13,62,330,22,856,37
2022-06-14,110,327,29,918,48
2022-06-15,76,344,80,837,51
2022-06-16,63,311,38,829,48
2022-06-17,68,479,41,845,75
2022-06-18,147,734,7,956,17
2022-06-19,25,282,0,319,2
2022-06-20,60,286,27,819,63
2022-06-21,71,328,36,765,76
2022-06-22,75,313,51,835,210
2022-06-23,91,466,28,923,303
2022-06-24,27,157,0,301,8
2022-06-25,120,652,6,891,26
2022-06-26,34,193,3,294,18
2022-06-27,73,426,23,842,537
2022-06-28,70,320,45,1023,5972
2022-06-29,68,363,23,916,6279
2022-06-30,82,393,45,961,5871
2022-07-01,86,404,40,940,6886
2022-07-02,127,615,6,770,2752
2022-07-03,50,268,4,374,952
2022-07-04,67,292,20,917,7677
2022-07-05,55,336,26,898,8440
2022-07-06,75,338,89,957,11588
2022-07-07,70,310,40,893,11309
2022-07-08,78,343,53,1043,11863
2022-07-09,81,609,16,874,5937
2022-07-10,31,275,1,411,2344
2022-07-11,106,666,44,1048,16617
2022-07-12,113,493,63,970,13242
2022-07-13,113,529,78,1066,15871
2022-07-14,121,552,75,1047,16429
2022-07-15,105,618,52,1193,16902
2022-07-16,116,529,10,896,5987
2022-07-17,45,171,0,414,1823
2022-07-18,102,508,28,992,13679
2022-07-19,106,543,62,1005,13325
2022-07-20,112,536,26,1052,13311
2022-07-21,131,526,38,949,12176
2022-07-22,138,723,48,982,13472
2022-07-23,99,536,5,831,5510
2022-07-24,40,208,1,302,1803
2022-07-25,57,158,13,717,10875
2022-07-26,43,187,19,776,11483
2022-07-27,49,217,35,795,11553
2022-07-28,61,215,18,719,11767
2022-07-29,95,246,17,742,11835
2022-07-30,121,395,3,821,5037
2022-07-31,31,136,2,255,1385
2022-08-01,54,131,11,580,9814
2022-08-02,42,151,25,588,10818
2022-08-03,58,154,9,619,10307
2022-08-04,71,154,10,631,10240
2022-08-05,51,145,25,556,10007
2022-08-06,73,309,5,596,4422
2022-08-07,38,111,1,340,1485
2022-08-08,37,117,7,483,8186
2022-08-09,42,116,14,557,8517
2022-08-10,58,133,24,531,8517
2022-08-11,54,138,5,483,7982
2022-08-12,48,170,12,516,8241
2022-08-13,71,231,21,484,3763
2022-08-14,20,75,0,215,1074
2022-08-15,35,93,2,502,6651
2022-08-16,38,91,18,515,7921
2022-08-17,47,118,13,502,8020
2022-08-18,69,102,9,520,7251
2022-08-19,48,143,11,447,7213
2022-08-20,61,231,1,464,3179
2022-08-21,28,90,0,202,992
2022-08-22,51,88,3,438,5517
2022-08-23,49,114,9,438,6595
2022-08-24,51,101,8,479,6402
2022-08-25,43,109,7,442,5834
2022-08-26,64,151,14,477,5905
2022-08-27,77,235,0,410,2585
2022-08-28,42,75,0,197,909
2022-08-29,41,105,5,402,4276
2022-08-30,33,104,3,414,4914
