DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,European or Other,75-79,Male,3455,3447,"3,432","3,249",3442
Auckland,European or Other,80-84,Female,2940,2933,"2,920","2,777",2825
Auckland,European or Other,80-84,Male,2379,2374,"2,365","2,254",2219
Auckland,European or Other,85-89,Female,1779,1771,"1,762","1,697",1874
Auckland,European or Other,85-89,Male,1159,1158,"1,150","1,112",1257
Auckland,European or Other,90+,Female,1478,1476,"1,474","1,408",1629
Auckland,European or Other,90+,Male,728,727,725,702,782
Auckland,Maori,12-17,Female,1676,1604,505,41,1659
Auckland,Maori,12-17,Male,1657,1591,479,37,1747
Auckland,Maori,18-24,Female,2351,2298,"2,257","1,007",2396
Auckland,Maori,18-24,Male,2168,2093,"2,055",743,2260
Auckland,Maori,25-29,Female,1518,1487,"1,465",753,1774
Auckland,Maori,25-29,Male,1622,1571,"1,539",675,1611
Auckland,Maori,30-34,Female,1310,1273,"1,252",673,1398
Auckland,Maori,30-34,Male,1268,1237,"1,211",541,1265
Auckland,Maori,35-39,Female,1000,971,953,561,1101
Auckland,Maori,35-39,Male,954,927,900,465,1003
Auckland,Maori,40-44,Female,895,879,863,551,1032
Auckland,Maori,40-44,Male,937,909,894,522,997
Auckland,Maori,45-49,Female,996,988,975,700,1169
Auckland,Maori,45-49,Male,985,961,946,633,1053
Auckland,Maori,5-11,Female,940,406,NA,NA,2068
Auckland,Maori,5-11,Male,1046,440,NA,NA,2253
Auckland,Maori,50-54,Female,1034,1025,"1,015",767,1055
Auckland,Maori,50-54,Male,908,888,873,628,911
Auckland,Maori,55-59,Female,909,902,891,736,988
Auckland,Maori,55-59,Male,894,881,872,705,915
Auckland,Maori,60-64,Female,755,747,746,636,744
Auckland,Maori,60-64,Male,673,669,664,577,607
Auckland,Maori,65-69,Female,522,520,518,465,520
Auckland,Maori,65-69,Male,400,400,397,356,421
Auckland,Maori,70-74,Female,309,308,308,282,304
Auckland,Maori,70-74,Male,281,281,280,258,261
Auckland,Maori,75-79,Female,158,156,156,144,158
Auckland,Maori,75-79,Male,144,144,144,129,138
Auckland,Maori,80-84,Female,114,114,113,109,122
Auckland,Maori,80-84,Male,75,75,74,70,74
Auckland,Maori,85-89,Female,48,48,47,44,53
Auckland,Maori,85-89,Male,25,25,25,23,27
Auckland,Maori,90+,Female,27,27,27,24,22
Auckland,Pacific Peoples,12-17,Female,2755,2672,887,36,2957
Auckland,Pacific Peoples,12-17,Male,2785,2691,889,36,3058
Auckland,Pacific Peoples,18-24,Female,3551,3500,"3,453","1,482",3766
Auckland,Pacific Peoples,18-24,Male,3372,3276,"3,204","1,106",3536
Auckland,Pacific Peoples,18-24,Unknown/Other,18,18,18,6,6
Auckland,Pacific Peoples,25-29,Female,2418,2364,"2,330","1,032",2713
Auckland,Pacific Peoples,25-29,Male,2400,2327,"2,275",817,2582
Auckland,Pacific Peoples,30-34,Female,2038,1999,"1,976","1,002",2120
Auckland,Pacific Peoples,30-34,Male,2051,1991,"1,948",834,1958
Auckland,Pacific Peoples,35-39,Female,1620,1592,"1,574",942,1819
Auckland,Pacific Peoples,35-39,Male,1627,1592,"1,570",778,1791
Auckland,Pacific Peoples,40-44,Female,1603,1580,"1,566","1,022",1764
Auckland,Pacific Peoples,40-44,Male,1608,1576,"1,557",931,1630
Auckland,Pacific Peoples,45-49,Female,1610,1602,"1,589","1,102",1728
Auckland,Pacific Peoples,45-49,Male,1544,1521,"1,508",995,1671
Auckland,Pacific Peoples,5-11,Female,1583,530,NA,NA,3532
Auckland,Pacific Peoples,5-11,Male,1760,556,NA,NA,3720
Auckland,Pacific Peoples,50-54,Female,1669,1657,"1,648","1,217",1810
Auckland,Pacific Peoples,50-54,Male,1593,1575,"1,563","1,164",1678
Auckland,Pacific Peoples,55-59,Female,1556,1549,"1,540","1,198",1566
Auckland,Pacific Peoples,55-59,Male,1408,1394,"1,389","1,099",1431
Auckland,Pacific Peoples,60-64,Female,1257,1252,"1,245","1,026",1274
Auckland,Pacific Peoples,60-64,Male,1147,1144,"1,138",928,1187
Auckland,Pacific Peoples,65-69,Female,934,928,921,780,974
Auckland,Pacific Peoples,65-69,Male,896,889,883,781,915
Auckland,Pacific Peoples,70-74,Female,674,673,672,560,666
Auckland,Pacific Peoples,70-74,Male,557,553,552,490,559
Auckland,Pacific Peoples,75-79,Female,450,448,447,370,482
Auckland,Pacific Peoples,75-79,Male,301,299,299,254,336
Auckland,Pacific Peoples,80-84,Female,305,299,297,241,326
Auckland,Pacific Peoples,80-84,Male,171,169,169,148,185
Auckland,Pacific Peoples,85-89,Female,148,143,143,116,185
Auckland,Pacific Peoples,85-89,Male,75,75,75,62,79
Auckland,Pacific Peoples,90+,Female,71,69,69,58,81
Auckland,Pacific Peoples,90+,Male,23,23,23,18,24
Auckland,Unknown,12-17,Female,208,203,61,9,29
Auckland,Unknown,12-17,Male,216,198,56,<5,21
Auckland,Unknown,18-24,Female,394,389,379,190,33
Auckland,Unknown,18-24,Male,440,424,421,185,30
Auckland,Unknown,25-29,Female,690,670,666,388,50
Auckland,Unknown,25-29,Male,650,630,623,327,46
Auckland,Unknown,30-34,Female,641,625,618,365,48
Auckland,Unknown,30-34,Male,855,825,814,427,58
Auckland,Unknown,35-39,Female,418,408,403,232,50
Auckland,Unknown,35-39,Male,669,641,630,374,98
Auckland,Unknown,40-44,Female,277,270,269,147,50
Auckland,Unknown,40-44,Male,500,484,476,271,81
Auckland,Unknown,45-49,Female,221,217,216,111,42
Auckland,Unknown,45-49,Male,410,392,383,227,103
Auckland,Unknown,5-11,Female,202,108,NA,NA,14
Auckland,Unknown,5-11,Male,182,88,NA,NA,21
Auckland,Unknown,50-54,Female,178,173,173,82,40
Auckland,Unknown,50-54,Male,339,316,310,174,91
Auckland,Unknown,55-59,Female,189,183,183,100,40
Auckland,Unknown,55-59,Male,303,282,273,168,87
Auckland,Unknown,60-64,Female,163,159,156,97,39
Auckland,Unknown,60-64,Male,214,209,205,118,82
Auckland,Unknown,65-69,Female,110,107,107,69,43
Auckland,Unknown,65-69,Male,175,172,171,104,77
Auckland,Unknown,70-74,Female,63,62,61,39,44
Auckland,Unknown,70-74,Male,75,73,72,41,47
Auckland,Unknown,75-79,Female,36,32,32,21,26
Auckland,Unknown,75-79,Male,26,25,25,18,18
Auckland,Unknown,80-84,Female,12,11,11,9,22
Auckland,Unknown,80-84,Male,9,9,9,8,10
Auckland,Unknown,85-89,Female,5,5,5,<5,12
Bay of Plenty,Asian,12-17,Female,610,597,180,10,545
Bay of Plenty,Asian,12-17,Male,708,692,210,10,601
Bay of Plenty,Asian,18-24,Female,588,587,584,334,477
Bay of Plenty,Asian,18-24,Male,1252,1235,"1,220",399,671
Bay of Plenty,Asian,25-29,Female,1031,1026,"1,023",549,948
Bay of Plenty,Asian,25-29,Male,1718,1690,"1,682",580,1083
Bay of Plenty,Asian,30-34,Female,1380,1372,"1,362",837,1117
Bay of Plenty,Asian,30-34,Male,1470,1443,"1,433",707,1026
Bay of Plenty,Asian,35-39,Female,1054,1045,"1,041",667,919
Bay of Plenty,Asian,35-39,Male,1039,1023,"1,014",604,739
Bay of Plenty,Asian,40-44,Female,781,774,770,474,678
Bay of Plenty,Asian,40-44,Male,750,745,737,451,604
Bay of Plenty,Asian,45-49,Female,655,650,645,441,556
Bay of Plenty,Asian,45-49,Male,574,570,564,389,407
Bay of Plenty,Asian,5-11,Female,548,197,NA,NA,860
Bay of Plenty,Asian,5-11,Male,629,221,NA,NA,1040
Bay of Plenty,Asian,50-54,Female,423,421,421,312,399
Bay of Plenty,Asian,50-54,Male,393,389,387,281,318
Bay of Plenty,Asian,55-59,Female,364,360,357,269,328
Bay of Plenty,Asian,55-59,Male,263,262,260,195,240
Bay of Plenty,Asian,60-64,Female,314,314,311,226,313
Bay of Plenty,Asian,60-64,Male,191,190,190,144,206
Bay of Plenty,Asian,65-69,Female,242,240,237,184,249
Bay of Plenty,Asian,65-69,Male,184,181,181,145,192
Bay of Plenty,Asian,70-74,Female,171,171,170,134,157
Bay of Plenty,Asian,70-74,Male,133,130,129,112,132
Bay of Plenty,Asian,75-79,Female,74,74,73,56,73
Bay of Plenty,Asian,75-79,Male,73,73,72,55,63
Bay of Plenty,Asian,80-84,Female,46,46,45,35,45
Bay of Plenty,Asian,80-84,Male,40,40,39,33,42
Bay of Plenty,Asian,85-89,Female,12,12,12,6,9
Bay of Plenty,Asian,85-89,Male,15,15,15,13,14
Bay of Plenty,European or Other,12-17,Female,4991,4856,"1,466",87,5558
Bay of Plenty,European or Other,12-17,Male,5368,5219,"1,534",76,5808
Bay of Plenty,European or Other,18-24,Female,4610,4557,"4,517","2,206",5030
Bay of Plenty,European or Other,18-24,Male,5005,4910,"4,854","1,654",5353
Bay of Plenty,European or Other,25-29,Female,3973,3905,"3,873","1,830",4548
Bay of Plenty,European or Other,25-29,Male,3818,3728,"3,676","1,373",4018
Bay of Plenty,European or Other,25-29,Unknown/Other,11,11,11,5,8
Bay of Plenty,European or Other,30-34,Female,4884,4801,"4,767","2,592",5173
Bay of Plenty,European or Other,30-34,Male,4379,4283,"4,249","1,856",4364
Bay of Plenty,European or Other,35-39,Female,4684,4595,"4,574","2,691",4998
Bay of Plenty,European or Other,35-39,Male,4220,4130,"4,097","2,074",4396
Bay of Plenty,European or Other,40-44,Female,4394,4340,"4,320","2,775",4905
Bay of Plenty,European or Other,40-44,Male,4117,4033,"4,005","2,295",4551
Bay of Plenty,European or Other,45-49,Female,5060,5005,"4,985","3,460",6005
Bay of Plenty,European or Other,45-49,Male,4809,4754,"4,725","2,978",5473
Bay of Plenty,European or Other,5-11,Female,3190,1130,NA,NA,6453
Bay of Plenty,European or Other,5-11,Male,3259,1157,NA,NA,6627
Bay of Plenty,European or Other,50-54,Female,5707,5662,"5,637","4,257",6249
Bay of Plenty,European or Other,50-54,Male,5241,5192,"5,162","3,611",5645
Bay of Plenty,European or Other,55-59,Female,5862,5826,"5,799","4,689",6542
Bay of Plenty,European or Other,55-59,Male,5523,5481,"5,450","4,160",6142
Bay of Plenty,European or Other,60-64,Female,6167,6121,"6,101","5,173",6497
Bay of Plenty,European or Other,60-64,Male,5673,5644,"5,616","4,648",6024
Bay of Plenty,European or Other,65-69,Female,6051,6017,"5,988","5,356",6364
Bay of Plenty,European or Other,65-69,Male,5595,5567,"5,552","4,910",5918
Bay of Plenty,European or Other,70-74,Female,5826,5811,"5,792","5,319",6119
Bay of Plenty,European or Other,70-74,Male,5448,5433,"5,420","4,979",5809
Bay of Plenty,European or Other,75-79,Female,4651,4636,"4,623","4,293",4782
Bay of Plenty,European or Other,75-79,Male,4216,4205,"4,194","3,931",4228
Bay of Plenty,European or Other,80-84,Female,3502,3498,"3,491","3,276",3210
Bay of Plenty,European or Other,80-84,Male,2978,2972,"2,968","2,815",2866
Bay of Plenty,European or Other,85-89,Female,1862,1853,"1,847","1,733",1980
Bay of Plenty,European or Other,85-89,Male,1455,1452,"1,448","1,361",1477
Bay of Plenty,European or Other,90+,Female,1180,1177,"1,172","1,114",1302
Bay of Plenty,European or Other,90+,Male,703,700,698,662,724
Bay of Plenty,Maori,12-17,Female,3138,2924,658,15,3622
Bay of Plenty,Maori,12-17,Male,3249,3003,680,16,3776
Bay of Plenty,Maori,18-24,Female,2879,2743,"2,649",708,3533
Bay of Plenty,Maori,18-24,Male,2942,2746,"2,631",566,3413
Bay of Plenty,Maori,25-29,Female,1912,1813,"1,753",545,2388
Bay of Plenty,Maori,25-29,Male,1781,1646,"1,574",337,2195
Bay of Plenty,Maori,30-34,Female,1761,1690,"1,638",595,2116
Bay of Plenty,Maori,30-34,Male,1642,1535,"1,467",437,1894
Bay of Plenty,Maori,35-39,Female,1610,1544,"1,506",644,1916
Bay of Plenty,Maori,35-39,Male,1423,1341,"1,290",433,1674
Bay of Plenty,Maori,40-44,Female,1629,1582,"1,550",765,1834
Bay of Plenty,Maori,40-44,Male,1414,1356,"1,319",567,1639
Bay of Plenty,Maori,45-49,Female,1639,1603,"1,586",910,1896
Bay of Plenty,Maori,45-49,Male,1443,1401,"1,365",722,1638
Bay of Plenty,Maori,5-11,Female,1234,335,NA,NA,4612
Bay of Plenty,Maori,5-11,Male,1339,337,NA,NA,5049
Bay of Plenty,Maori,50-54,Female,1606,1576,"1,552","1,020",1746
Bay of Plenty,Maori,50-54,Male,1408,1365,"1,345",807,1564
Bay of Plenty,Maori,55-59,Female,1618,1590,"1,565","1,130",1790
Bay of Plenty,Maori,55-59,Male,1334,1310,"1,288",917,1525
Bay of Plenty,Maori,60-64,Female,1435,1419,"1,404","1,115",1514
Bay of Plenty,Maori,60-64,Male,1202,1181,"1,175",951,1172
Bay of Plenty,Maori,65-69,Female,1129,1117,"1,112",932,1077
Bay of Plenty,Maori,65-69,Male,891,883,878,770,947
Bay of Plenty,Maori,70-74,Female,751,746,743,649,730
Bay of Plenty,Maori,70-74,Male,684,676,673,601,633
Bay of Plenty,Maori,75-79,Female,427,422,419,369,435
Bay of Plenty,Maori,75-79,Male,368,365,363,326,342
Bay of Plenty,Maori,80-84,Female,277,272,271,237,278
Bay of Plenty,Maori,80-84,Male,180,179,179,166,180
Bay of Plenty,Maori,85-89,Female,118,117,117,100,126
Bay of Plenty,Maori,85-89,Male,76,75,75,70,72
Bay of Plenty,Maori,90+,Female,48,47,46,42,50
Bay of Plenty,Maori,90+,Male,15,15,15,15,18
Bay of Plenty,Pacific Peoples,12-17,Female,232,221,55,<5,231
Bay of Plenty,Pacific Peoples,12-17,Male,273,262,76,<5,295
Bay of Plenty,Pacific Peoples,18-24,Female,265,261,256,87,254
Bay of Plenty,Pacific Peoples,18-24,Male,450,441,431,147,260
Bay of Plenty,Pacific Peoples,25-29,Female,211,207,202,94,173
Bay of Plenty,Pacific Peoples,25-29,Male,470,464,462,215,211
Bay of Plenty,Pacific Peoples,30-34,Female,198,194,187,88,188
Bay of Plenty,Pacific Peoples,30-34,Male,445,434,432,182,214
Bay of Plenty,Pacific Peoples,35-39,Female,156,152,151,75,147
Bay of Plenty,Pacific Peoples,35-39,Male,438,435,431,198,211
Bay of Plenty,Pacific Peoples,40-44,Female,165,163,159,94,169
Bay of Plenty,Pacific Peoples,40-44,Male,343,338,333,161,186
Bay of Plenty,Pacific Peoples,45-49,Female,150,148,148,87,134
Bay of Plenty,Pacific Peoples,45-49,Male,217,215,213,128,130
Bay of Plenty,Pacific Peoples,5-11,Female,159,32,NA,NA,364
Bay of Plenty,Pacific Peoples,5-11,Male,134,32,NA,NA,332
Bay of Plenty,Pacific Peoples,50-54,Female,129,128,126,83,126
Bay of Plenty,Pacific Peoples,50-54,Male,184,181,180,104,136
Bay of Plenty,Pacific Peoples,55-59,Female,108,107,107,78,102
Bay of Plenty,Pacific Peoples,55-59,Male,86,86,86,53,80
Bay of Plenty,Pacific Peoples,60-64,Female,69,68,67,52,67
Bay of Plenty,Pacific Peoples,60-64,Male,81,79,78,64,79
Bay of Plenty,Pacific Peoples,65-69,Female,50,50,50,41,51
Bay of Plenty,Pacific Peoples,65-69,Male,60,58,57,50,61
Bay of Plenty,Pacific Peoples,70-74,Female,50,49,49,45,52
Bay of Plenty,Pacific Peoples,70-74,Male,32,32,32,28,29
Bay of Plenty,Pacific Peoples,75-79,Female,35,35,35,29,35
Bay of Plenty,Pacific Peoples,75-79,Male,22,22,22,18,23
Bay of Plenty,Pacific Peoples,80-84,Female,11,11,11,9,12
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,10,7,12
Bay of Plenty,Unknown,12-17,Female,12,12,<5,<5,5
Bay of Plenty,Unknown,18-24,Female,19,16,16,5,5
Bay of Plenty,Unknown,18-24,Male,20,20,20,7,8
Bay of Plenty,Unknown,25-29,Female,47,47,47,14,9
Bay of Plenty,Unknown,25-29,Male,70,68,67,20,13
Bay of Plenty,Unknown,30-34,Female,34,34,34,18,8
Bay of Plenty,Unknown,30-34,Male,64,58,58,26,12
Bay of Plenty,Unknown,35-39,Female,26,24,24,17,7
Bay of Plenty,Unknown,35-39,Male,57,56,55,25,9
Bay of Plenty,Unknown,40-44,Female,21,19,19,10,8
Bay of Plenty,Unknown,40-44,Male,57,56,56,33,18
Bay of Plenty,Unknown,45-49,Female,12,11,10,7,6
Bay of Plenty,Unknown,45-49,Male,43,42,42,26,21
Bay of Plenty,Unknown,50-54,Female,15,15,15,5,7
Bay of Plenty,Unknown,50-54,Male,33,33,33,22,19
Bay of Plenty,Unknown,55-59,Female,9,9,9,7,6
Bay of Plenty,Unknown,55-59,Male,50,50,50,25,19
Bay of Plenty,Unknown,60-64,Female,20,19,19,7,10
Bay of Plenty,Unknown,60-64,Male,33,32,31,19,15
Bay of Plenty,Unknown,65-69,Female,6,6,6,<5,10
Bay of Plenty,Unknown,65-69,Male,19,19,18,12,9
Bay of Plenty,Unknown,70-74,Male,18,18,18,13,19
Bay of Plenty,Unknown,75-79,Female,7,7,7,5,5
Bay of Plenty,Unknown,75-79,Male,8,8,8,7,9
Canterbury,Asian,12-17,Female,2347,2322,710,71,2178
Canterbury,Asian,12-17,Male,2637,2611,788,74,2286
Canterbury,Asian,18-24,Female,2746,2737,"2,728","1,921",2347
Canterbury,Asian,18-24,Male,3523,3506,"3,487","1,999",2462
Canterbury,Asian,18-24,Unknown/Other,38,37,37,19,11
Canterbury,Asian,25-29,Female,3380,3367,"3,352","2,288",3186
Canterbury,Asian,25-29,Male,4060,4038,"4,020","2,231",3111
Canterbury,Asian,25-29,Unknown/Other,64,64,64,37,8
Canterbury,Asian,30-34,Female,4684,4659,"4,629","3,350",4229
Canterbury,Asian,30-34,Male,4484,4463,"4,451","2,857",3730
Canterbury,Asian,30-34,Unknown/Other,27,27,27,15,6
Canterbury,Asian,35-39,Female,4294,4268,"4,247","3,227",4047
Canterbury,Asian,35-39,Male,4220,4208,"4,191","3,028",3696
Canterbury,Asian,35-39,Unknown/Other,21,21,21,15,7
Canterbury,Asian,40-44,Female,3247,3234,"3,220","2,453",2851
Canterbury,Asian,40-44,Male,3235,3225,"3,219","2,427",2646
Canterbury,Asian,40-44,Unknown/Other,8,8,8,7,6
Canterbury,Asian,45-49,Female,2304,2297,"2,291","1,840",2126
Canterbury,Asian,45-49,Male,2196,2184,"2,173","1,661",1857
Canterbury,Asian,5-11,Female,2898,1441,NA,NA,3601
Canterbury,Asian,5-11,Male,2824,1421,NA,NA,3595
Canterbury,Asian,50-54,Female,1795,1787,"1,777","1,440",1537
Canterbury,Asian,50-54,Male,1576,1570,"1,563","1,241",1309
Canterbury,Asian,55-59,Female,1275,1267,"1,262","1,048",1275
Canterbury,Asian,55-59,Male,1008,1004,"1,001",842,972
Canterbury,Asian,60-64,Female,1206,1202,"1,196","1,000",1294
Canterbury,Asian,60-64,Male,836,833,829,703,852
Canterbury,Asian,65-69,Female,1058,1051,"1,047",864,996
Canterbury,Asian,65-69,Male,759,757,748,645,834
Canterbury,Asian,70-74,Female,561,556,555,478,516
Canterbury,Asian,70-74,Male,540,538,534,462,476
Canterbury,Asian,75-79,Female,267,266,263,220,287
Canterbury,Asian,75-79,Male,232,229,227,200,241
Canterbury,Asian,80-84,Female,183,181,179,161,184
Canterbury,Asian,80-84,Male,143,143,143,129,154
Canterbury,Asian,85-89,Female,96,96,94,87,79
Canterbury,Asian,85-89,Male,67,65,65,57,64
Canterbury,Asian,90+,Female,37,37,37,33,35
Canterbury,Asian,90+,Male,25,25,25,18,28
Canterbury,European or Other,12-17,Female,13954,13740,"4,314",482,14303
Canterbury,European or Other,12-17,Male,14667,14415,"4,364",445,14863
Canterbury,European or Other,12-17,Unknown/Other,9,8,<5,<5,7
Canterbury,European or Other,18-24,Female,18117,18005,"17,909","11,760",18420
Canterbury,European or Other,18-24,Male,19093,18921,"18,762","9,922",19271
Canterbury,European or Other,18-24,Unknown/Other,18,18,18,11,13
Canterbury,European or Other,25-29,Female,13027,12913,"12,815","8,275",14413
Canterbury,European or Other,25-29,Male,13306,13103,"12,979","6,852",14024
Canterbury,European or Other,25-29,Unknown/Other,20,19,19,11,20
Canterbury,European or Other,30-34,Female,13810,13664,"13,562","9,051",14097
Canterbury,European or Other,30-34,Male,13981,13774,"13,632","7,628",13919
Canterbury,European or Other,30-34,Unknown/Other,22,22,22,16,7
Canterbury,European or Other,35-39,Female,12154,12061,"12,000","8,668",12782
Canterbury,European or Other,35-39,Male,12212,12038,"11,927","7,530",12323
Canterbury,European or Other,35-39,Unknown/Other,8,8,8,6,5
Canterbury,European or Other,40-44,Female,12211,12110,"12,053","9,319",12889
Canterbury,European or Other,40-44,Male,11513,11375,"11,291","7,833",12314
Canterbury,European or Other,40-44,Unknown/Other,8,8,7,7,7
Canterbury,European or Other,45-49,Female,13889,13791,"13,746","11,205",15519
Canterbury,European or Other,45-49,Male,13035,12933,"12,852","9,664",14433
Canterbury,European or Other,5-11,Female,9817,5104,NA,NA,15936
Canterbury,European or Other,5-11,Male,10321,5234,NA,NA,16684
Canterbury,European or Other,50-54,Female,15342,15267,"15,202","12,783",15684
Canterbury,European or Other,50-54,Male,14927,14828,"14,762","11,738",15302
Canterbury,European or Other,55-59,Female,15181,15103,"15,058","13,232",15922
Canterbury,European or Other,55-59,Male,14668,14592,"14,528","12,198",15603
Canterbury,European or Other,60-64,Female,14549,14488,"14,450","13,062",14458
Canterbury,European or Other,60-64,Male,14297,14231,"14,182","12,603",14215
Canterbury,European or Other,65-69,Female,12567,12529,"12,489","11,578",12622
Canterbury,European or Other,65-69,Male,12057,12023,"11,983","11,061",12116
Canterbury,European or Other,70-74,Female,11589,11560,"11,530","10,968",11648
Canterbury,European or Other,70-74,Male,10752,10725,"10,689","10,089",10748
Canterbury,European or Other,75-79,Female,8557,8542,"8,516","8,128",8212
Canterbury,European or Other,75-79,Male,7607,7597,"7,575","7,252",7310
Canterbury,European or Other,80-84,Female,6345,6330,"6,318","6,062",5990
Canterbury,European or Other,80-84,Male,5023,5016,"5,008","4,803",4678
Canterbury,European or Other,85-89,Female,3675,3667,"3,655","3,514",3860
Canterbury,European or Other,85-89,Male,2525,2520,"2,516","2,424",2644
Canterbury,European or Other,90+,Female,2522,2509,"2,497","2,413",2642
Canterbury,European or Other,90+,Male,1330,1323,"1,321","1,277",1332
Canterbury,Maori,12-17,Female,2698,2591,664,55,2695
Canterbury,Maori,12-17,Male,2772,2676,657,50,2831
Canterbury,Maori,18-24,Female,3037,2972,"2,908","1,386",3214
Canterbury,Maori,18-24,Male,3026,2951,"2,851","1,081",3147
Canterbury,Maori,25-29,Female,1899,1849,"1,802",900,2108
Canterbury,Maori,25-29,Male,1882,1816,"1,762",661,2139
Canterbury,Maori,30-34,Female,1762,1711,"1,663",861,1858
Canterbury,Maori,30-34,Male,1717,1666,"1,610",677,1768
