SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
Unknown,Unknown,Unknown,Maori,12+,"8,067",Masked,"7,590","6,869","3,221",>95%,94%,47%
Unknown,Unknown,Unknown,Maori,5-11,"1,499",434,165,NA,NA,29%,11%,NA
Unknown,Unknown,Unknown,Pacific Peoples,12+,"2,231",Masked,Masked,"3,235","1,660",>95%,>95%,51%
Unknown,Unknown,Unknown,Pacific Peoples,5-11,343,128,44,NA,NA,37%,13%,NA
100100,North Cape,Northland,Maori,12+,862,766,750,679,419,89%,87%,62%
100100,North Cape,Northland,Maori,5-11,159,42,13,NA,NA,26%,8%,NA
100200,Rangaunu Harbour,Northland,Maori,12+,"1,023",877,844,769,393,86%,83%,51%
100200,Rangaunu Harbour,Northland,Maori,5-11,188,34,13,NA,NA,18%,7%,NA
100400,Karikari Peninsula,Northland,Maori,12+,536,455,440,410,212,85%,82%,52%
100400,Karikari Peninsula,Northland,Maori,5-11,87,20,Masked,NA,NA,23%,6%,NA
100500,Tangonge,Northland,Maori,12+,563,491,480,431,236,87%,85%,55%
100500,Tangonge,Northland,Maori,5-11,96,19,Masked,NA,NA,20%,<5%,NA
100600,Ahipara,Northland,Maori,12+,583,491,475,441,263,84%,81%,60%
100600,Ahipara,Northland,Maori,5-11,105,35,9,NA,NA,33%,9%,NA
100700,Kaitaia East,Northland,Maori,12+,"1,307","1,159","1,093",971,450,89%,84%,46%
100700,Kaitaia East,Northland,Maori,5-11,287,83,20,NA,NA,29%,7%,NA
100700,Kaitaia East,Northland,Pacific Peoples,12+,54,Masked,Masked,51,25,>95%,>95%,49%
100800,Kaitaia West,Northland,Maori,12+,"1,836","1,603","1,512","1,337",618,87%,82%,46%
100800,Kaitaia West,Northland,Maori,5-11,400,82,27,NA,NA,20%,7%,NA
100800,Kaitaia West,Northland,Pacific Peoples,12+,101,92,89,81,40,91%,88%,49%
100900,Rangitihi,Northland,Maori,12+,396,339,326,291,144,86%,82%,49%
100900,Rangitihi,Northland,Maori,5-11,58,8,Masked,NA,NA,14%,5%,NA
101000,Oruru-Parapara,Northland,Maori,12+,309,252,239,217,107,82%,77%,49%
101000,Oruru-Parapara,Northland,Maori,5-11,64,14,Masked,NA,NA,22%,8%,NA
101100,Taumarumaru,Northland,Maori,12+,571,505,479,433,240,88%,84%,55%
101100,Taumarumaru,Northland,Maori,5-11,142,32,9,NA,NA,23%,6%,NA
101200,Herekino-Takahue,Northland,Maori,12+,434,357,337,303,154,82%,78%,51%
101200,Herekino-Takahue,Northland,Maori,5-11,87,25,Masked,NA,NA,29%,<5%,NA
101300,Peria,Northland,Maori,12+,332,256,244,221,103,77%,73%,47%
101300,Peria,Northland,Maori,5-11,84,15,6,NA,NA,18%,7%,NA
101400,Taemaro-Oruaiti,Northland,Maori,12+,306,242,228,202,103,79%,75%,51%
101400,Taemaro-Oruaiti,Northland,Maori,5-11,73,21,Masked,NA,NA,29%,5%,NA
101500,Whakapaku,Northland,Maori,12+,259,210,197,181,101,81%,76%,56%
101500,Whakapaku,Northland,Maori,5-11,58,18,Masked,NA,NA,31%,5%,NA
101600,Hokianga North,Northland,Maori,12+,670,566,549,499,332,84%,82%,67%
101600,Hokianga North,Northland,Maori,5-11,130,34,6,NA,NA,26%,<5%,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,364,293,287,263,163,80%,79%,62%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,46,11,Masked,NA,NA,24%,<5%,NA
101800,Whakarara,Northland,Maori,12+,550,480,463,426,275,87%,84%,65%
101800,Whakarara,Northland,Maori,5-11,76,32,17,NA,NA,42%,22%,NA
101900,Kaeo,Northland,Maori,12+,461,376,355,327,191,82%,77%,58%
101900,Kaeo,Northland,Maori,5-11,107,35,15,NA,NA,33%,14%,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,647,468,438,403,217,72%,68%,54%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,126,12,Masked,NA,NA,10%,<5%,NA
102100,Hokianga South,Northland,Maori,12+,713,545,513,472,280,76%,72%,59%
102100,Hokianga South,Northland,Maori,5-11,113,26,6,NA,NA,23%,5%,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,249,210,201,177,88,84%,81%,50%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,56,18,Masked,NA,NA,32%,<5%,NA
102300,Okaihau,Northland,Maori,12+,315,271,257,235,110,86%,82%,47%
102300,Okaihau,Northland,Maori,5-11,56,12,Masked,NA,NA,21%,<5%,NA
102400,Rangitane-Purerua,Northland,Maori,12+,353,315,297,266,146,89%,84%,55%
102400,Rangitane-Purerua,Northland,Maori,5-11,64,12,Masked,NA,NA,19%,8%,NA
102500,Waipapa,Northland,Maori,12+,133,115,109,99,49,86%,82%,49%
102600,Puketotara,Northland,Maori,12+,230,203,197,170,95,88%,86%,56%
102600,Puketotara,Northland,Maori,5-11,53,23,Masked,NA,NA,43%,<5%,NA
102700,Waima Forest,Northland,Maori,12+,784,602,575,528,267,77%,73%,51%
102700,Waima Forest,Northland,Maori,5-11,129,20,6,NA,NA,16%,<5%,NA
102800,Riverview,Northland,Maori,12+,217,Masked,Masked,182,101,>95%,>95%,55%
102800,Riverview,Northland,Maori,5-11,57,22,Masked,NA,NA,39%,7%,NA
102900,Waipoua Forest,Northland,Maori,12+,639,521,501,477,297,82%,78%,62%
102900,Waipoua Forest,Northland,Maori,5-11,85,16,Masked,NA,NA,19%,6%,NA
103000,Kerikeri Central,Northland,Maori,12+,457,409,392,352,168,89%,86%,48%
103000,Kerikeri Central,Northland,Maori,5-11,105,28,9,NA,NA,27%,9%,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,53,Masked,Masked,94,27,>95%,>95%,29%
103100,Kerikeri South,Northland,Maori,12+,232,204,195,182,101,88%,84%,55%
103100,Kerikeri South,Northland,Maori,5-11,48,19,Masked,NA,NA,40%,10%,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,408,348,331,302,172,85%,81%,57%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,70,13,6,NA,NA,19%,9%,NA
103300,Puketona-Waitangi,Northland,Maori,12+,278,245,242,229,134,88%,87%,59%
103300,Puketona-Waitangi,Northland,Maori,5-11,44,22,Masked,NA,NA,50%,7%,NA
103400,Ngapuhi,Northland,Maori,12+,942,767,730,663,327,81%,77%,49%
103400,Ngapuhi,Northland,Maori,5-11,174,31,7,NA,NA,18%,<5%,NA
103500,Kaikohe,Northland,Maori,12+,"2,731","2,201","2,081","1,893",922,81%,76%,49%
103500,Kaikohe,Northland,Maori,5-11,607,146,43,NA,NA,24%,7%,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,104,95,93,86,38,91%,89%,44%
103600,Pakaraka,Northland,Maori,12+,150,137,132,122,65,91%,88%,53%
103700,Haruru,Northland,Maori,12+,213,194,191,171,87,91%,90%,51%
103700,Haruru,Northland,Maori,5-11,66,28,6,NA,NA,42%,9%,NA
103800,Russell,Northland,Maori,12+,137,129,128,118,82,94%,93%,69%
103900,Paihia,Northland,Maori,12+,501,419,403,369,185,84%,80%,50%
103900,Paihia,Northland,Maori,5-11,79,19,6,NA,NA,24%,8%,NA
104000,Mataraua Forest,Northland,Maori,12+,330,264,245,215,121,80%,74%,56%
104000,Mataraua Forest,Northland,Maori,5-11,63,11,6,NA,NA,17%,10%,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,817,652,625,564,275,80%,76%,49%
104100,Matawaia-Taumarere,Northland,Maori,5-11,164,41,7,NA,NA,25%,<5%,NA
104200,Russell Peninsula,Northland,Maori,12+,75,59,59,55,40,79%,79%,73%
104300,Opua (Far North District),Northland,Maori,12+,170,131,125,117,65,77%,74%,56%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,390,339,324,304,188,87%,83%,62%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,63,11,Masked,NA,NA,17%,<5%,NA
104500,Moerewa,Northland,Maori,12+,"1,172",999,955,858,434,85%,81%,51%
104500,Moerewa,Northland,Maori,5-11,255,33,9,NA,NA,13%,<5%,NA
104600,Kawakawa,Northland,Maori,12+,797,712,674,605,307,89%,85%,51%
104600,Kawakawa,Northland,Maori,5-11,166,33,8,NA,NA,20%,<5%,NA
104700,Maromaku,Northland,Maori,12+,247,194,183,164,86,79%,74%,52%
104700,Maromaku,Northland,Maori,5-11,61,22,Masked,NA,NA,36%,7%,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,598,540,517,460,238,90%,86%,52%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,126,27,Masked,NA,NA,21%,<5%,NA
104900,Whangaruru,Northland,Maori,12+,666,580,562,513,279,87%,84%,54%
104900,Whangaruru,Northland,Maori,5-11,122,46,8,NA,NA,38%,7%,NA
105100,Matarau,Northland,Maori,12+,362,320,312,274,148,88%,86%,54%
105100,Matarau,Northland,Maori,5-11,89,27,10,NA,NA,30%,11%,NA
105200,Hikurangi,Northland,Maori,12+,460,415,397,350,172,90%,86%,49%
105200,Hikurangi,Northland,Maori,5-11,137,43,14,NA,NA,31%,10%,NA
105300,Kauri,Northland,Maori,12+,234,206,203,188,109,88%,87%,58%
105300,Kauri,Northland,Maori,5-11,59,17,Masked,NA,NA,29%,8%,NA
105400,Maungatapere,Northland,Maori,12+,427,395,380,343,203,93%,89%,59%
105400,Maungatapere,Northland,Maori,5-11,101,36,14,NA,NA,36%,14%,NA
105500,Kamo West,Northland,Maori,12+,400,366,361,314,186,92%,90%,59%
105500,Kamo West,Northland,Maori,5-11,97,38,16,NA,NA,39%,16%,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,218,197,190,172,101,90%,87%,59%
105700,Kiripaka,Northland,Maori,12+,182,160,154,142,72,88%,85%,51%
105800,Kamo East,Northland,Maori,12+,924,840,806,717,319,91%,87%,44%
105800,Kamo East,Northland,Maori,5-11,252,70,18,NA,NA,28%,7%,NA
105800,Kamo East,Northland,Pacific Peoples,12+,99,85,84,75,43,86%,85%,57%
105900,Granfield Reserve,Northland,Maori,12+,464,437,418,378,206,94%,90%,54%
105900,Granfield Reserve,Northland,Maori,5-11,84,27,8,NA,NA,32%,10%,NA
106000,Kamo Central,Northland,Maori,12+,420,387,375,336,176,92%,89%,52%
106000,Kamo Central,Northland,Maori,5-11,89,35,13,NA,NA,39%,15%,NA
106100,Whau Valley,Northland,Maori,12+,598,534,519,473,252,89%,87%,53%
106100,Whau Valley,Northland,Maori,5-11,125,42,10,NA,NA,34%,8%,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,41,Masked,Masked,39,26,>95%,>95%,67%
106200,Tikipunga North,Northland,Maori,12+,945,852,816,727,358,90%,86%,49%
106200,Tikipunga North,Northland,Maori,5-11,268,72,15,NA,NA,27%,6%,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,78,70,68,64,33,90%,87%,52%
106300,Pukenui,Northland,Maori,12+,174,160,157,137,88,92%,90%,64%
106300,Pukenui,Northland,Maori,5-11,51,28,6,NA,NA,55%,12%,NA
106400,Otangarei,Northland,Maori,12+,"1,266","1,060",973,882,388,84%,77%,44%
106400,Otangarei,Northland,Maori,5-11,274,44,8,NA,NA,16%,<5%,NA
106400,Otangarei,Northland,Pacific Peoples,12+,52,39,38,35,17,75%,73%,49%
106500,Tikipunga South,Northland,Maori,12+,"1,176","1,085","1,044",931,471,92%,89%,51%
