sa2_code,sa2,dhb,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
150100,Otahuhu Central,Auckland,262,251,296,885,848
150200,Mangere Central,Counties Manukau,424,402,469,904,857
150300,Otahuhu North,Auckland,330,310,397,831,781
150400,Howick West,Counties Manukau,148,146,masked,>950,>950
150500,Pakuranga Heights North West,Counties Manukau,188,185,219,858,845
150600,Mellons Bay,Counties Manukau,95,93,masked,>950,>950
150700,Pakuranga Heights East,Counties Manukau,221,214,241,917,888
150800,Sutton Park,Counties Manukau,377,361,426,885,847
150900,Otahuhu East,Auckland,249,240,273,912,879
151000,Mangere South,Counties Manukau,314,300,343,915,875
151100,Onetangi,Auckland,89,88,100,890,880
151200,Harania South,Counties Manukau,383,369,447,857,826
151300,Highland Park (Auckland),Counties Manukau,134,130,144,931,903
151400,Otahuhu South West,Auckland,451,433,523,862,828
151500,Pakuranga Heights South West,Counties Manukau,231,222,245,943,906
151600,Mangere Mascot,Counties Manukau,396,372,441,898,844
151700,Waiheke East,Auckland,57,55,68,838,809
151800,Massey Road West,Counties Manukau,397,382,433,917,882
151900,Otahuhu South,Auckland,388,374,428,907,874
152000,Howick Central,Counties Manukau,143,137,152,941,901
152100,Massey Road North,Counties Manukau,362,349,415,872,841
152200,Botany Downs West,Counties Manukau,86,81,91,945,890
152300,East Tamaki,Counties Manukau,masked,masked,masked,masked,masked
152400,Howick East,Counties Manukau,143,141,167,856,844
152500,Burswood,Counties Manukau,53,52,58,914,897
152600,Massey Road South,Counties Manukau,188,180,223,843,807
152700,Middlemore,Counties Manukau,masked,masked,masked,masked,masked
152800,Mangere South East,Counties Manukau,337,325,371,908,876
152900,Botany Downs East,Counties Manukau,63,63,masked,>950,>950
153000,Grange,Counties Manukau,226,217,249,908,871
153100,Golflands,Counties Manukau,75,73,79,949,924
153200,Aorere North,Counties Manukau,166,160,187,888,856
153300,Mangere East,Counties Manukau,345,323,masked,>950,>950
153400,Cockle Bay,Counties Manukau,140,140,masked,>950,>950
153500,Otara West,Counties Manukau,527,479,617,854,776
153600,Aorere Central,Counties Manukau,235,230,251,936,916
153700,Northpark North,Counties Manukau,58,57,63,921,905
153800,Somerville,Counties Manukau,95,91,masked,>950,>950
153900,Northpark South,Counties Manukau,masked,masked,masked,masked,masked
154000,Papatoetoe North,Counties Manukau,373,363,433,861,838
154100,Dingwall,Counties Manukau,251,245,276,909,888
154200,Aorere South,Counties Manukau,504,484,558,903,867
154300,Shelly Park,Counties Manukau,86,85,masked,>950,>950
154400,Otara Central,Counties Manukau,387,365,452,856,808
154500,Huntington Park,Counties Manukau,71,67,masked,>950,>950
154600,Botany Central,Counties Manukau,masked,masked,masked,masked,masked
154700,Botany North,Counties Manukau,69,68,masked,>950,>950
154800,Papatoetoe West,Counties Manukau,444,427,469,947,910
154900,Papatoetoe Central,Counties Manukau,403,396,434,929,912
155000,Sunkist Bay,Counties Manukau,188,186,masked,>950,>950
155100,Otara East,Counties Manukau,544,512,603,902,849
155200,Redcastle,Counties Manukau,106,101,115,922,878
155300,Botany East,Counties Manukau,53,53,masked,>950,>950
155400,Botany South,Counties Manukau,93,92,102,912,902
155500,Manukau Central,Counties Manukau,185,176,209,885,842
155600,Papatoetoe East,Counties Manukau,392,375,430,912,872
155700,Otara South,Counties Manukau,458,420,525,872,800
155800,Ferguson,Counties Manukau,615,579,748,822,774
155900,Papatoetoe South West,Counties Manukau,376,364,416,904,875
156000,Botany Junction,Counties Manukau,masked,masked,masked,masked,masked
156100,Dannemora North,Counties Manukau,59,59,69,855,855
156200,Papatoetoe South,Counties Manukau,335,316,375,893,843
156300,East Tamaki Heights,Counties Manukau,43,42,53,811,792
156400,Te Puru,Counties Manukau,176,174,masked,>950,>950
156500,Puhinui North,Counties Manukau,265,256,290,914,883
156600,Dannemora South,Counties Manukau,61,59,masked,>950,>950
156700,Puhinui South,Counties Manukau,215,207,241,892,859
156800,Rongomai West,Counties Manukau,350,330,410,854,805
156900,Baverstock,Counties Manukau,139,135,166,837,813
157000,Puhinui East,Counties Manukau,166,164,193,860,850
157100,Turanga,Counties Manukau,166,165,masked,>950,>950
157200,Rongomai East,Counties Manukau,194,176,224,866,786
157300,Ormiston North,Counties Manukau,63,62,67,940,925
157400,Maraetai,Counties Manukau,121,115,masked,>950,>950
157500,Chapel Downs,Counties Manukau,210,198,260,808,762
157600,Wiri West,Counties Manukau,303,283,352,861,804
157700,Clover Park North,Counties Manukau,576,548,658,875,833
157800,Mission Heights North,Counties Manukau,100,99,111,901,892
157900,Clover Park South,Counties Manukau,390,374,443,880,844
158000,Donegal Park,Counties Manukau,126,120,141,894,851
158100,Ormiston South,Counties Manukau,160,154,179,894,860
158200,Mission Heights South,Counties Manukau,85,84,92,924,913
158300,Hilltop (Auckland),Counties Manukau,222,213,249,892,855
158400,Wiri East,Counties Manukau,709,663,839,845,790
158500,Goodwood Heights,Counties Manukau,341,327,387,881,845
158600,Ormiston East,Counties Manukau,85,82,97,876,845
158700,Clendon Park North,Counties Manukau,696,661,783,889,844
158800,Burbank,Counties Manukau,835,783,942,886,831
158900,Tuscany Heights,Counties Manukau,67,67,masked,>950,>950
159000,Totara Heights,Counties Manukau,262,255,298,879,856
159100,Homai East,Counties Manukau,409,385,478,856,805
159200,Homai West,Counties Manukau,927,862,1067,869,808
159300,The Gardens (Auckland),Counties Manukau,250,245,masked,>950,>950
159400,Clarks Beach,Counties Manukau,144,138,masked,>950,>950
159500,Clendon Park West,Counties Manukau,549,519,613,896,847
159600,Hillpark North,Counties Manukau,230,225,252,913,893
159700,Clendon Park East,Counties Manukau,336,315,372,903,847
159800,Karaka Creek,Counties Manukau,68,64,masked,>950,>950
159900,Rowandale West,Counties Manukau,712,673,800,890,841
160000,Rowandale East,Counties Manukau,756,711,836,904,850
160100,Manurewa Central,Counties Manukau,474,449,522,908,860
160200,Weymouth North,Counties Manukau,948,902,1027,923,878
160300,Hillpark South,Counties Manukau,354,342,382,927,895
160400,Alfriston,Counties Manukau,268,260,326,822,798
160500,Weymouth East,Counties Manukau,611,586,699,874,838
160600,Leabank,Counties Manukau,829,773,934,888,828
160700,Weymouth South,Counties Manukau,694,656,788,881,832
160800,Manurewa East,Counties Manukau,535,500,618,866,809
160900,Manurewa South,Counties Manukau,759,726,843,900,861
161000,Randwick Park East,Counties Manukau,293,281,322,910,873
161100,Wattle Downs West,Counties Manukau,400,385,422,948,912
161200,Wattle Downs North,Counties Manukau,582,546,674,864,810
161300,Randwick Park West,Counties Manukau,739,690,845,875,817
161400,Kingseat-Karaka,Counties Manukau,272,260,300,907,867
161500,Wattle Downs East,Counties Manukau,314,308,masked,>950,>950
161600,Takanini North,Counties Manukau,409,384,460,889,835
161700,Takanini Industrial,Counties Manukau,masked,masked,masked,masked,masked
161800,Conifer Grove West,Counties Manukau,249,245,masked,>950,>950
161900,Conifer Grove East,Counties Manukau,384,368,435,883,846
162000,Takanini West,Counties Manukau,474,445,518,915,859
162100,Takanini South,Counties Manukau,438,428,masked,>950,>950
162200,Takanini Central,Counties Manukau,88,86,masked,>950,>950
162300,Ardmore,Counties Manukau,155,147,175,886,840
162400,Glenbrook,Counties Manukau,163,159,186,876,855
162500,Hingaia,Counties Manukau,129,127,masked,>950,>950
162600,Takanini South East,Counties Manukau,401,383,455,881,842
162700,Kawakawa Bay-Orere,Counties Manukau,196,189,masked,>950,>950
162800,Papakura West,Counties Manukau,279,270,317,880,852
162900,Clevedon,Counties Manukau,66,65,masked,>950,>950
163000,Papakura North,Counties Manukau,817,767,914,894,839
163100,Pahurehure,Counties Manukau,376,370,400,940,925
163200,Papakura Central,Counties Manukau,649,622,707,918,880
163300,Papakura North East,Counties Manukau,592,565,masked,>950,>950
163400,Karaka Lakes,Counties Manukau,140,137,masked,>950,>950
163500,Papakura Kelvin,Counties Manukau,1350,1273,1488,907,856
163600,Papakura Massey Park,Counties Manukau,640,603,692,925,871
163700,Rosehill,Counties Manukau,816,787,903,904,872
163800,Patumahoe,Counties Manukau,139,136,masked,>950,>950
163900,Papakura East,Counties Manukau,530,506,580,914,872
164000,Opaheke,Counties Manukau,414,404,438,945,922
164100,Papakura Industrial,Counties Manukau,47,45,53,887,849
164200,Red Hill,Counties Manukau,639,597,691,925,864
164300,Drury,Counties Manukau,196,190,213,920,892
164400,Tamakae,Counties Manukau,278,270,296,939,912
164500,Hamilton Estate,Counties Manukau,397,383,masked,>950,>950
164600,Drury Rural,Counties Manukau,294,284,314,936,904
164700,Waiuku Central,Counties Manukau,149,138,161,925,857
164800,Waiuku East,Counties Manukau,225,217,masked,>950,>950
164900,Kendallvale,Counties Manukau,79,77,masked,>950,>950
165000,Puni,Counties Manukau,140,135,151,927,894
165100,Ramarama,Counties Manukau,145,140,masked,>950,>950
165200,Hunua,Counties Manukau,93,93,105,886,886
165300,Pukekohe North West,Counties Manukau,883,830,934,945,889
165400,Anselmi Ridge,Counties Manukau,118,116,masked,>950,>950
165500,Pukekohe West,Counties Manukau,1052,1017,1121,938,907
165600,Cape Hill,Counties Manukau,102,101,masked,>950,>950
165700,Rosa Birch Park,Counties Manukau,203,199,masked,>950,>950
165800,Rooseville Park,Counties Manukau,291,283,309,942,916
165900,Cloverlea (Auckland),Counties Manukau,141,138,154,916,896
166000,Pukekohe Central,Counties Manukau,61,59,masked,>950,>950
166100,Pukekohe Hospital,Counties Manukau,126,121,masked,>950,>950
166200,Buckland,Counties Manukau,114,108,masked,>950,>950
166300,Bombay Hills,Counties Manukau,117,113,128,914,883
166400,Ararimu,Counties Manukau,118,114,masked,>950,>950
166500,Colville,Waikato,380,357,465,817,768
166700,Coromandel,Waikato,277,270,331,837,816
166900,Mercury Bay North,Waikato,84,79,114,737,693
167000,Whitianga North,Waikato,99,94,124,798,758
167100,Whitianga South,Waikato,307,291,373,823,780
167200,Thames Coast,Waikato,238,228,263,905,867
167300,Cooks Beach-Ferry Landing,Waikato,masked,masked,masked,masked,masked
167400,Mercury Bay South,Waikato,60,56,79,759,709
167500,Kauaeranga,Waikato,49,45,59,831,763
167600,Thames North,Waikato,225,213,250,900,852
167700,Thames Central,Waikato,157,145,175,897,829
167800,Thames South,Waikato,457,417,573,798,728
167900,Hikuai,Waikato,masked,masked,masked,masked,masked
168000,Totora-Kopu,Waikato,103,98,114,904,860
168100,Tairua,Waikato,84,78,101,832,772
168200,Pauanui,Waikato,masked,masked,masked,masked,masked
168300,Matatoki-Puriri,Waikato,104,100,123,846,813
168400,Whangamata Rural,Waikato,61,60,66,924,909
168500,Whangamata,Waikato,361,345,392,921,880
168600,Miranda-Pukorokoro,Counties Manukau,175,169,196,893,862
168700,Hauraki Plains North,Waikato,119,112,129,922,868
168800,Hauraki Plains East,Waikato,142,135,masked,>950,>950
168900,Ngatea,Waikato,147,144,masked,>950,>950
169000,Hauraki Plains South,Waikato,210,195,247,850,789
169100,Paeroa Rural,Waikato,250,237,298,839,795
169200,Paeroa,Waikato,933,888,1035,901,858
169300,Waihi Rural,Waikato,175,171,219,799,781
169400,Waihi North,Waikato,257,241,311,826,775
169500,Waihi East,Waikato,171,159,205,834,776
169600,Waihi South,Waikato,286,272,362,790,751
169700,Aka Aka,Counties Manukau,226,220,239,946,921
169800,Mangatangi,Counties Manukau,139,135,157,885,860
169900,Tuakau Rural,Counties Manukau,105,104,114,921,912
170000,Tuakau North,Counties Manukau,610,580,644,947,901
170100,Onewhero,Counties Manukau,223,212,249,896,851
170200,Pokeno Rural,Counties Manukau,177,176,masked,>950,>950
170300,Tuakau South,Counties Manukau,487,466,masked,>950,>950
170400,Port Waikato-Waikaretu,Counties Manukau,199,189,223,892,848
170500,Pokeno,Counties Manukau,357,350,masked,>950,>950
170600,Pukekawa,Counties Manukau,146,145,155,942,935
170700,Maramarua,Waikato,278,264,301,924,877
170800,Rangiriri,Waikato,218,213,234,932,910
170900,Te Akau,Counties Manukau,masked,masked,masked,masked,masked
170900,Te Akau,Waikato,202,196,228,886,860
171100,Te Kauwhata,Waikato,265,249,masked,>950,>950
171200,Huntly Rural,Waikato,375,359,442,848,812
171300,Waerenga,Waikato,71,69,82,866,841
171400,Huntly West,Waikato,1509,1412,1737,869,813
171500,Huntly East,Waikato,1276,1223,1412,904,866
171600,Raglan,Waikato,486,472,606,802,779
171700,Whitikahu,Waikato,136,134,146,932,918
171800,Te Uku,Waikato,304,294,358,849,821
171900,Taupiri-Lake Kainui,Waikato,497,477,541,919,882
172000,Ngaruawahia North,Waikato,879,835,962,914,868
172100,Ngaruawahia Central,Waikato,1037,979,1182,877,828
172200,Ngaruawahia South,Waikato,655,625,717,914,872
172300,Kainui-Gordonton,Waikato,140,135,157,892,860
172400,Te Kowhai,Waikato,176,171,masked,>950,>950
172500,Whatawhata West,Waikato,masked,masked,masked,masked,masked
172600,Horotiu,Waikato,139,132,147,946,898
172700,Horsham Downs,Waikato,masked,masked,masked,masked,masked
172800,Whatawhata East,Waikato,400,389,446,897,872
172900,Rotokauri ,Waikato,60,60,65,923,923
173000,Hamilton Park,Waikato,91,88,masked,>950,>950
173100,Eureka-Tauwhare,Waikato,115,108,masked,>950,>950
173200,Tamahere North,Waikato,216,215,masked,>950,>950
173300,Pukemoremore,Waikato,329,321,masked,>950,>950
173400,Tamahere South,Waikato,98,96,108,907,889
173500,Tahuna-Mangateparu,Waikato,96,93,109,881,853
173600,Mangaiti,Waikato,108,95,129,837,736
173700,Tatuanui,Waikato,122,118,masked,>950,>950
173800,Tahuroa,Waikato,150,140,162,926,864
173900,Morrinsville East,Waikato,363,353,382,950,924
174000,Morrinsville West,Waikato,463,443,516,897,859
174100,Te Aroha East,Waikato,329,303,403,816,752
174200,Te Aroha West,Waikato,158,152,170,929,894
174300,Waihou-Manawaru,Waikato,71,69,94,755,734
174400,Waitoa-Ngarua,Waikato,103,99,116,888,853
174500,Richmond Downs-Wardville,Waikato,127,122,137,927,891
174600,Waharoa-Peria,Waikato,346,322,387,894,832
174700,Okauia,Waikato,70,68,87,805,782
174800,Hinuera,Waikato,62,58,masked,>950,>950
174900,Matamata North,Waikato,298,279,334,892,835
175000,Matamata South,Waikato,490,474,518,946,915
175100,Te Poi,Waikato,98,94,114,860,825
175200,Te Rapa North,Waikato,masked,masked,masked,masked,masked
175300,Flagstaff North,Waikato,190,183,205,927,893
175400,Rotokauri-Waiwhakareke,Waikato,104,101,masked,>950,>950
175500,Flagstaff South,Waikato,154,150,masked,>950,>950
175600,Rototuna North,Waikato,105,101,117,897,863
175700,Pukete West,Waikato,310,298,346,896,861
175800,Flagstaff East,Waikato,279,271,305,915,889
175900,Rototuna Central,Waikato,299,288,335,893,860
176000,Pukete East,Waikato,225,216,243,926,889
176100,Te Manatu,Waikato,314,303,masked,>950,>950
176200,Rototuna South,Waikato,270,263,masked,>950,>950
176300,Te Rapa South,Waikato,masked,masked,masked,masked,masked
176400,Saint Andrews West,Waikato,577,539,649,889,831
176500,Saint Andrews East,Waikato,244,238,277,881,859
176600,Queenwood (Hamilton City),Waikato,205,202,masked,>950,>950
176700,St James,Waikato,92,88,108,852,815
176800,Crawshaw,Waikato,950,891,1069,889,833
176900,Huntington,Waikato,144,140,masked,>950,>950
177000,Western Heights (Hamilton City),Waikato,372,362,398,935,910
177100,Nawton West,Waikato,702,674,masked,>950,>950
177200,Nawton East,Waikato,1103,1044,1193,925,875
177300,Chartwell,Waikato,536,512,597,898,858
177400,Forest Lake (Hamilton City),Waikato,385,376,432,891,870
177500,Chedworth,Waikato,144,134,163,883,822
177600,Beerescourt,Waikato,257,248,278,924,892
177700,Miropiko,Waikato,315,309,masked,>950,>950
177800,Porritt,Waikato,492,466,572,860,815
177900,Dinsdale North,Waikato,888,860,964,921,892
178000,Maeroa,Waikato,701,671,779,900,861
178100,Dinsdale South,Waikato,704,672,750,939,896
178200,Fairfield (Hamilton City),Waikato,1111,1035,1262,880,820
178300,Whitiora,Waikato,421,394,474,888,831
178400,Enderley North,Waikato,750,696,877,855,794
178500,Fairview Downs,Waikato,642,610,677,948,901
178600,Temple View,Waikato,575,564,612,940,922
178700,Swarbrick,Waikato,566,542,645,878,840
178800,Kahikatea,Waikato,792,745,874,906,852
178900,Frankton Junction ,Waikato,128,119,144,889,826
179000,Kirikiriroa,Waikato,108,102,131,824,779
179100,Enderley South,Waikato,819,772,897,913,861
179200,Ruakura,Waikato,201,201,masked,>950,>950
179300,Claudelands,Waikato,442,433,masked,>950,>950
179400,Hamilton Central,Waikato,117,110,136,860,809
179500,Hamilton Lake,Waikato,406,392,452,898,867
179600,Peachgrove,Waikato,439,424,masked,>950,>950
179700,Hamilton East Village,Waikato,446,428,498,896,859
179800,Hamilton West,Waikato,212,201,233,910,863
179900,Greensboro,Waikato,650,635,724,898,877
180000,Hamilton East Cook,Waikato,429,405,masked,>950,>950
180100,Melville North,Waikato,494,471,552,895,853
180200,Hamilton East,Waikato,495,470,540,917,870
180300,Melville South,Waikato,514,491,556,924,883
180400,Deanwell,Waikato,408,385,450,907,856
180500,Bader,Waikato,760,703,888,856,792
180600,Hillcrest West (Hamilton City),Waikato,279,270,299,933,903
180700,Hillcrest East (Hamilton City),Waikato,398,384,430,926,893
180800,Silverdale (Hamilton City),Waikato,280,270,309,906,874
180900,Glenview,Waikato,366,349,402,910,868
181000,Resthill,Waikato,345,332,368,938,902
181100,Fitzroy ,Waikato,370,358,406,911,882
181200,Riverlea,Waikato,196,191,216,907,884
181300,Peacockes,Waikato,masked,masked,masked,masked,masked
181400,Te Pahu,Waikato,66,65,77,857,844
181500,Ngahinapouri,Waikato,103,99,masked,>950,>950
181600,Lake Cameron,Waikato,85,80,95,895,842
181700,Lake Ngaroto,Waikato,57,57,masked,>950,>950
181800,Kaipaki,Waikato,76,72,83,916,867
181900,Pirongia,Waikato,75,72,88,852,818
182000,Hautapu Rural,Waikato,masked,masked,masked,masked,masked
182100,Pokuru,Waikato,101,96,111,910,865
182200,Te Rahu,Waikato,62,62,masked,>950,>950
182300,Fencourt,Waikato,masked,masked,masked,masked,masked
182400,Hautapu,Waikato,masked,masked,masked,masked,masked
182500,Karapiro,Waikato,112,108,masked,>950,>950
182600,Cambridge North,Waikato,97,96,masked,>950,>950
182700,Cambridge West,Waikato,133,126,144,924,875
182800,Cambridge East,Waikato,202,195,masked,>950,>950
182900,Cambridge Park-River Garden,Waikato,62,60,masked,>950,>950
183000,Oaklands-St Kilda,Waikato,61,57,masked,>950,>950
183100,Pukerimu,Waikato,masked,masked,masked,masked,masked
183200,Cambridge Central,Waikato,42,41,masked,>950,>950
183300,Te Awamutu North,Waikato,140,138,masked,>950,>950
183400,Te Awamutu West,Waikato,216,209,242,893,864
183500,Leamington West,Waikato,116,111,132,879,841
183600,Goodfellow Park,Waikato,242,230,281,861,819
183700,Leamington South,Waikato,123,121,133,925,910
183800,Leamington Central,Waikato,231,216,284,813,761
183900,Leamington East,Waikato,118,108,130,908,831
184000,Te Awamutu Stadium,Waikato,208,207,220,945,941
184100,Te Awamutu Central,Waikato,60,58,81,741,716
184200,Pekerau,Waikato,399,389,421,948,924
184300,Fraser Street,Waikato,178,173,masked,>950,>950
184400,Sherwin Park,Waikato,333,311,364,915,854
184500,St Leger,Waikato,51,49,masked,>950,>950
184600,Rotoorangi,Waikato,115,110,124,927,887
184700,Tokanui,Waikato,144,138,171,842,807
184800,Kihikihi Central,Waikato,519,501,590,880,849
184900,Maungatautari,Waikato,73,70,masked,>950,>950
185000,Rotongata,Waikato,78,75,104,750,721
185200,Pirongia Forest,Waikato,272,260,321,847,810
185300,Honikiwi,Waikato,215,208,233,923,893
185400,Te Kawa,Waikato,117,112,masked,>950,>950
185500,Otorohanga,Waikato,891,858,982,907,874
185600,Maihiihi,Waikato,191,179,229,834,782
185700,Puniu,Waikato,84,77,106,792,726
185800,Tirau,Waikato,249,233,290,859,803
185900,Putararu Rural,Waikato,273,260,307,889,847
186000,Putararu,Waikato,964,912,1095,880,833
186100,Kinleith,Waikato,167,159,190,879,837
186200,Paraonui,Waikato,415,399,441,941,905
186300,Parkdale,Waikato,228,214,265,860,808
186400,Matarawa,Waikato,666,633,728,915,870
186500,Stanley Park,Waikato,665,619,775,858,799
186600,Strathmore (South Waikato District),Waikato,787,748,893,881,838
186700,Tokoroa Central,Waikato,337,318,372,906,855
186800,Moananui,Waikato,877,844,957,916,882
187000,Herangi,Waikato,242,230,266,910,865
187100,Hangatiki,Waikato,310,295,349,888,845
187200,Aria,Waikato,317,301,380,834,792
187300,Te Kuiti West,Waikato,827,780,941,879,829
187400,Te Kuiti East,Waikato,814,766,933,872,821
187500,Waipa Valley,Waikato,227,223,273,832,817
187600,Tiroa,Waikato,masked,masked,masked,masked,masked
187700,Marotiri,Lakes,529,487,598,885,814
187800,Ohakuri,Lakes,228,219,266,857,823
187900,Lake Taupo Bays,Lakes,412,381,480,858,794
188000,Mapara,Lakes,117,113,masked,>950,>950
188200,Wairakei-Broadlands,Lakes,230,214,278,827,770
188300,Acacia Bay,Lakes,105,102,117,897,872
188400,Brentwood (Taupo District),Lakes,212,208,227,934,916
188500,Nukuhau-Rangatira Park,Lakes,355,341,392,906,870
188600,Taupo Central West,Lakes,68,66,73,932,904
188700,Tauhara,Lakes,491,464,554,886,838
188800,Taupo Central East,Lakes,557,527,649,858,812
188900,Mountview,Lakes,614,590,673,912,877
189000,Bird Area,Lakes,243,232,257,946,903
189100,Hilltop (Taupo District),Lakes,404,390,438,922,890
189200,Waipahihi,Lakes,212,201,232,914,866
189300,Richmond Heights,Lakes,378,357,420,900,850
189400,Wharewaka,Lakes,87,82,masked,>950,>950
189600,Waitahanui,Lakes,258,234,311,830,752
189700,Turangi,Lakes,1459,1353,1705,856,794
189800,Rangataiki,Lakes,masked,masked,masked,masked,masked
189900,Taharua,Lakes,masked,masked,masked,masked,masked
190100,Waiau,Bay of Plenty,65,62,81,802,765
190200,Waihi Beach-Bowentown,Bay of Plenty,189,182,215,879,847
190300,Tahawai,Bay of Plenty,112,107,160,700,669
190400,Athenree,Bay of Plenty,65,61,79,823,772
190500,Aongatete,Bay of Plenty,245,230,276,888,833
190600,Katikati,Bay of Plenty,362,337,432,838,780
190800,Matakana Island,Bay of Plenty,116,111,136,853,816
190900,Pahoia,Bay of Plenty,197,189,223,883,848
191000,Omokoroa,Bay of Plenty,195,187,masked,>950,>950
191100,Omokoroa Rural,Bay of Plenty,101,99,masked,>950,>950
191200,Te Puna,Bay of Plenty,477,456,562,849,811
191300,Minden,Bay of Plenty,168,166,188,894,883
191400,Kaimai,Bay of Plenty,165,154,197,838,782
191500,Kopurererua,Bay of Plenty,84,82,101,832,812
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,200,193,250,800,772
191700,Waiorohi,Bay of Plenty,249,234,292,853,801
191800,Otawa,Bay of Plenty,155,145,183,847,792
191900,Te Puke West,Bay of Plenty,715,677,872,820,776
192000,Rangiuru,Bay of Plenty,548,521,668,820,780
192100,Te Puke East,Bay of Plenty,783,742,930,842,798
192300,Maketu,Bay of Plenty,567,540,685,828,788
192400,Pukehina Beach,Bay of Plenty,123,115,142,866,810
192500,Pongakawa,Bay of Plenty,440,401,536,821,748
192600,Matua North,Bay of Plenty,131,130,masked,>950,>950
192800,Mount Maunganui North,Bay of Plenty,279,269,310,900,868
192900,Matua South,Bay of Plenty,164,158,184,891,859
193000,Bethlehem North,Bay of Plenty,360,340,407,885,835
193100,Bellevue,Bay of Plenty,470,446,501,938,890
193200,Otumoetai North,Bay of Plenty,285,274,328,869,835
193300,Otumoetai South,Bay of Plenty,276,272,masked,>950,>950
193400,Brookfield West,Bay of Plenty,357,339,410,871,827
193500,Bethlehem Central,Bay of Plenty,149,148,165,903,897
193600,Brookfield East,Bay of Plenty,338,325,393,860,827
193700,Mount Maunganui South,Bay of Plenty,196,189,masked,>950,>950
193800,Tauranga Central,Bay of Plenty,224,213,261,858,816
193900,Mount Maunganui Central,Bay of Plenty,50,46,59,847,780
194000,Judea,Bay of Plenty,369,350,438,842,799
194100,Te Reti,Bay of Plenty,292,282,341,856,827
194200,Bethlehem South,Bay of Plenty,70,68,masked,>950,>950
194300,Omanu Beach,Bay of Plenty,203,195,230,883,848
194400,Tauranga Hospital,Bay of Plenty,347,316,425,816,744
194500,Tauriko,Bay of Plenty,masked,masked,masked,masked,masked
194600,Gate Pa,Bay of Plenty,734,687,872,842,788
194700,Greerton South,Bay of Plenty,100,91,108,926,843
194800,Tauranga South,Bay of Plenty,583,560,686,850,816
194900,Arataki North,Bay of Plenty,386,374,masked,>950,>950
195000,Matapihi,Bay of Plenty,437,419,485,901,864
195100,Pyes Pa West,Bay of Plenty,332,325,355,935,915
195200,Greerton North,Bay of Plenty,473,450,551,858,817
195300,Yatton Park,Bay of Plenty,647,592,759,852,780
195400,Pyes Pa North,Bay of Plenty,367,350,397,924,882
195500,Arataki South,Bay of Plenty,446,431,485,920,889
195600,Pyes Pa South,Bay of Plenty,90,89,masked,>950,>950
195700,Poike,Bay of Plenty,177,165,212,835,778
195800,Te Maunga North,Bay of Plenty,466,434,552,844,786
195900,Maungatapu,Bay of Plenty,489,477,529,924,902
196000,Hairini,Bay of Plenty,572,542,639,895,848
196100,Pyes Pa East,Bay of Plenty,115,109,142,810,768
196200,Te Maunga South,Bay of Plenty,373,359,406,919,884
196300,Kaitemako (Tauranga City),Bay of Plenty,219,208,251,873,829
196400,Ohauiti,Bay of Plenty,220,216,243,905,889
196500,Baypark-Kairua,Bay of Plenty,244,234,300,813,780
196600,Welcome Bay West,Bay of Plenty,415,392,506,820,775
196700,Welcome Bay East,Bay of Plenty,423,395,489,865,808
196800,Pacific View,Bay of Plenty,234,228,254,921,898
196900,Welcome Bay South,Bay of Plenty,356,330,402,886,821
197000,Palm Beach North,Bay of Plenty,520,503,585,889,860
197100,Palm Beach South-Gravatt,Bay of Plenty,295,285,317,931,899
197200,Papamoa Beach North,Bay of Plenty,366,349,434,843,804
197300,Doncaster,Bay of Plenty,372,345,410,907,841
197400,Papamoa Beach South,Bay of Plenty,300,290,342,877,848
197500,Motiti,Bay of Plenty,318,307,349,911,880
197600,Wairakei ,Bay of Plenty,708,673,760,932,886
197700,Tui Ridge,Lakes,187,184,masked,>950,>950
197800,Arahiwi,Lakes,masked,masked,masked,masked,masked
197900,Ngongotaha Valley,Lakes,309,297,341,906,871
198000,Hamurana,Lakes,125,122,135,926,904
198100,Ngongotaha East,Lakes,666,633,745,894,850
198200,Ngongotaha West,Lakes,331,312,385,860,810
198400,Ngongotaha South,Lakes,387,368,428,904,860
198500,Selwyn Heights,Lakes,424,404,486,872,831
198600,Pleasant Heights,Lakes,851,802,949,897,845
198700,Rotoiti-Rotoehu,Lakes,754,722,876,861,824
198800,Kawaha,Lakes,430,411,473,909,869
198900,Fairy Springs,Lakes,579,558,650,891,858
199000,Western Heights (Rotorua District),Lakes,951,886,1152,826,769
199100,Pukehangi North,Lakes,983,916,1155,851,793
199200,Pukehangi South,Lakes,450,435,486,926,895
199300,Mangakakahi Central,Lakes,masked,masked,masked,masked,masked
199400,Koutu,Lakes,1042,991,1173,888,845
199500,Mangakakahi West,Lakes,713,674,795,897,848
199600,Sunnybrook,Lakes,421,406,460,915,883
199700,Fordlands,Lakes,1121,1024,1259,890,813
199800,Kuirau,Lakes,436,413,500,872,826
199900,Utuhina,Lakes,401,388,masked,>950,>950
200000,Pomare,Lakes,298,286,masked,>950,>950
200100,Rotorua Central,Lakes,152,143,181,840,790
200200,Hillcrest (Rotorua District),Lakes,476,457,538,885,849
200300,Victoria,Lakes,536,506,619,866,817
200400,Waiohewa,Lakes,233,228,255,914,894
200500,Glenholme North,Lakes,735,687,889,827,773
200600,Springfield South,Lakes,265,259,290,914,893
200700,Springfield North,Lakes,262,256,278,942,921
