sa2_code,sa2_name,dhb,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
Unknown,NA,NA,8892,8242,11202,794,736
100100,North Cape,Northland,826,782,1058,781,739
100200,Rangaunu Harbour,Northland,888,854,1051,845,813
100300,Inlets Far North District,Northland,Masked,Masked,Masked,Masked,Masked
100400,Karikari Peninsula,Northland,477,448,636,750,704
100500,Tangonge,Northland,523,493,694,754,710
100600,Ahipara,Northland,525,483,703,747,687
100700,Kaitaia East,Northland,1130,1065,1323,854,805
100800,Kaitaia West,Northland,1584,1494,1921,825,778
100900,Rangitihi,Northland,347,330,466,745,708
101000,Oruru-Parapara,Northland,246,233,320,769,728
101100,Taumarumaru,Northland,524,480,720,728,667
101200,Herekino-Takahue,Northland,380,338,532,714,635
101300,Peria,Northland,260,250,356,730,702
101400,Taemaro-Oruaiti,Northland,262,234,394,665,594
101500,Whakapaku,Northland,225,200,330,682,606
101600,Hokianga North,Northland,566,549,691,819,795
101700,Kohukohu-Broadwood,Northland,289,284,380,761,747
101800,Whakarara,Northland,488,471,578,844,815
101900,Kaeo,Northland,414,372,593,698,627
102000,Omahuta Forest-Horeke,Northland,457,428,659,693,649
102100,Hokianga South,Northland,544,515,734,741,702
102200,Lake Manuwai-Kapiro,Northland,215,206,269,799,766
102300,?kaihau,Northland,268,255,328,817,777
102400,Rangitane-Purerua,Northland,327,301,434,753,694
102500,Waipapa,Northland,117,107,161,727,665
102600,Puketotara,Northland,226,200,298,758,671
102700,Waim? Forest,Northland,618,576,932,663,618
102800,Riverview,Northland,220,214,247,891,866
102900,Waipoua Forest,Northland,522,494,749,697,660
103000,Kerikeri Central,Northland,404,389,471,858,826
103100,Kerikeri South,Northland,203,193,255,796,757
103200,?haeawai-Waimate North,Northland,349,332,419,833,792
103300,Puketona-Waitangi,Northland,242,238,284,852,838
103400,Ngapuhi,Northland,822,757,1175,700,644
103500,Kaikohe,Northland,2190,2067,2804,781,737
103600,Pakaraka,Northland,143,133,193,741,689
103700,Haruru,Northland,223,198,285,782,695
103800,Russell,Northland,134,127,156,859,814
103900,Paihia,Northland,431,403,584,738,690
104000,Mataraua Forest,Northland,256,239,347,738,689
104100,Matawaia-Taumarere,Northland,691,630,1015,681,621
104200,Russell Peninsula,Northland,64,64,84,762,762
104300,Opua (Far North District),Northland,141,133,205,688,649
104400,Russell Forest-Rawhiti,Northland,351,337,413,850,816
104500,Moerewa,Northland,978,936,1202,814,779
104600,Kawakawa,Northland,702,666,823,853,809
104700,Maromaku,Northland,202,192,270,748,711
104800,Mangakahia-H?kerenui,Northland,532,511,629,846,812
104900,Whangaruru,Northland,612,562,839,729,670
105100,Matarau,Northland,355,331,486,730,681
105200,Hikurangi,Northland,414,395,495,836,798
105300,Kauri,Northland,209,205,247,846,830
105400,Maungatapere,Northland,395,381,458,862,832
105500,Kamo West,Northland,407,376,512,795,734
105600,Matapouri-Tutukaka,Northland,214,198,272,787,728
105700,Kiripaka,Northland,181,165,232,780,711
105800,Kamo East,Northland,920,833,1246,738,669
105900,Granfield Reserve,Northland,432,412,491,880,839
106000,Kamo Central,Northland,377,364,429,879,848
106100,Whau Valley,Northland,528,512,616,857,831
106200,Tikipunga North,Northland,855,820,1040,822,788
106300,Pukenui,Northland,188,165,238,790,693
106400,Otangarei,Northland,1052,968,1328,792,729
106500,Tikipunga South,Northland,1179,1061,1549,761,685
106600,Kensington (Whangarei District),Northland,631,610,762,828,801
106700,Abbey Caves-Glenbervie,Northland,127,121,151,841,801
106800,Mairtown,Northland,471,463,551,855,840
106900,Maunu-Horahora,Northland,512,472,639,801,739
107000,Woodhill-Vinetown,Northland,619,574,833,743,689
107100,Whang?rei Central,Northland,231,223,269,859,829
107200,Riverside,Northland,363,355,432,840,822
107300,Raumanga,Northland,1314,1168,1835,716,637
107400,Tarewa,Northland,811,736,1162,698,633
107500,Morningside (Whangarei District),Northland,684,653,803,852,813
107600,Ngunguru,Northland,140,139,166,843,837
107700,Otaika-Portland,Northland,247,235,304,812,773
107800,Oakleigh-Mangapai,Northland,237,229,322,736,711
