sa2_code,sa2_name,dhb,booster_count,eligible_booster_pop,booster_uptake
Unknown,Unknown,Unknown,3812,7478,510
100100,North Cape,Northland,413,651,634
100200,Rangaunu Harbour,Northland,378,705,536
100300,Inlets Far North District,Northland,Masked,Masked,Masked
100400,Karikari Peninsula,Northland,203,352,577
100500,Tangonge,Northland,225,394,571
100600,Ahipara,Northland,251,417,602
100700,Kaitaia East,Northland,429,879,488
100800,Kaitaia West,Northland,592,1207,490
100900,Rangitihi,Northland,132,262,504
101000,Oruru-Parapara,Northland,99,200,495
101100,Taumarumaru,Northland,234,405,578
101200,Herekino-Takahue,Northland,150,276,543
101300,Peria,Northland,102,203,502
101400,Taemaro-Oruaiti,Northland,103,177,582
101500,Whakapaku,Northland,97,166,584
101600,Hokianga North,Northland,315,459,686
101700,Kohukohu-Broadwood,Northland,166,245,678
101800,Whakarara,Northland,256,393,651
101900,Kaeo,Northland,182,285,639
102000,Omahuta Forest-Horeke,Northland,209,366,571
102100,Hokianga South,Northland,261,421,620
102200,Lake Manuwai-Kapiro,Northland,87,155,561
102300,?kaihau,Northland,110,219,502
102400,Rangitane-Purerua,Northland,139,246,565
102500,Waipapa,Northland,45,89,506
102600,Puketotara,Northland,93,161,578
102700,Waim? Forest,Northland,252,472,534
102800,Riverview,Northland,97,166,584
102900,Waipoua Forest,Northland,285,438,651
103000,Kerikeri Central,Northland,152,316,481
103100,Kerikeri South,Northland,97,166,584
103200,?haeawai-Waimate North,Northland,170,285,596
103300,Puketona-Waitangi,Northland,129,209,617
103400,Ngapuhi,Northland,314,599,524
103500,Kaikohe,Northland,885,1700,521
103600,Pakaraka,Northland,62,109,569
103700,Haruru,Northland,83,157,529
103800,Russell,Northland,80,115,696
103900,Paihia,Northland,177,335,528
104000,Mataraua Forest,Northland,114,195,585
104100,Matawaia-Taumarere,Northland,270,492,549
104200,Russell Peninsula,Northland,40,54,741
104300,Opua (Far North District),Northland,66,116,569
104400,Russell Forest-Rawhiti,Northland,182,283,643
104500,Moerewa,Northland,419,795,527
104600,Kawakawa,Northland,297,561,529
104700,Maromaku,Northland,86,152,566
104800,Mangakahia-H?kerenui,Northland,232,410,566
104900,Whangaruru,Northland,264,466,567
105100,Matarau,Northland,142,261,544
105200,Hikurangi,Northland,165,324,509
105300,Kauri,Northland,110,178,618
105400,Maungatapere,Northland,201,321,626
105500,Kamo West,Northland,170,275,618
105600,Matapouri-Tutukaka,Northland,101,167,605
105700,Kiripaka,Northland,71,130,546
105800,Kamo East,Northland,295,637,463
105900,Granfield Reserve,Northland,193,343,563
106000,Kamo Central,Northland,171,308,555
106100,Whau Valley,Northland,252,462,545
106200,Tikipunga North,Northland,337,678,497
106300,Pukenui,Northland,86,124,694
106400,Otangarei,Northland,337,770,438
106500,Tikipunga South,Northland,448,862,520
106600,Kensington (Whangarei District),Northland,294,526,559
106700,Abbey Caves-Glenbervie,Northland,56,100,560
106800,Mairtown,Northland,247,397,622
106900,Maunu-Horahora,Northland,230,381,604
107000,Woodhill-Vinetown,Northland,276,486,568
107100,Whang?rei Central,Northland,103,193,534
107200,Riverside,Northland,168,308,545
107300,Raumanga,Northland,410,912,450
107400,Tarewa,Northland,294,571,515
107500,Morningside (Whangarei District),Northland,283,548,516
107600,Ngunguru,Northland,74,121,612
107700,Otaika-Portland,Northland,123,198,621
107800,Oakleigh-Mangapai,Northland,85,159,535
107900,Port-Limeburners,Northland,Masked,Masked,Masked
108000,Pataua,Northland,61,126,484
108100,Onerahi Park,Northland,125,198,631
108200,Sherwood Rise,Northland,225,434,518
108300,Onerahi,Northland,185,387,478
108500,Parua Bay,Northland,145,216,671
108600,Bream Bay,Northland,140,242,579
108700,Marsden Bay,Northland,148,241,614
108800,Ruak?k?,Northland,229,436,525
108900,Bream Head,Northland,55,77,714
109000,Waipu,Northland,127,212,599
109100,Kaipara Coastal,Northland,268,523,512
109200,Maungaru,Northland,91,181,503
109300,Dargaville,Northland,397,875,454
109400,Ruawai-Matakohe,Northland,193,326,592
109500,Otamatea (Kaipara District),Northland,65,110,591
109600,Maungaturoto,Northland,66,131,504
109700,Kaiwaka,Northland,141,255,553
109800,Mangawhai Rural,Northland,62,118,525
109900,Mangawhai Heads,Northland,72,118,610
110100,Mangawhai,Northland,30,49,612
110200,Okahukura Peninsula,Waitemata,46,112,411
110400,Cape Rodney,Waitemata,156,275,567
110500,Wellsford,Waitemata,91,189,481
110700,South Head,Waitemata,137,275,498
110800,Kaipara Hills,Waitemata,85,182,467
110900,Dome Valley-Matakana,Waitemata,26,55,473
111100,Warkworth West,Waitemata,53,107,495
111200,Puhoi Valley,Waitemata,66,138,478
111300,Warkworth East,Waitemata,69,144,479
111400,Sandspit,Waitemata,Masked,Masked,Masked
111500,Tawharanui Peninsula,Waitemata,47,66,712
111600,Te Kuru,Waitemata,62,119,521
111700,Snells Beach,Waitemata,108,175,617
111800,Barrier Islands,Auckland,87,126,690
111900,Algies Bay-Scotts Landing,Waitemata,21,35,600
112100,Wainui-Waiwera,Waitemata,51,83,614
112200,Parakai,Waitemata,58,127,457
112300,Helensville Rural,Waitemata,59,92,641
112400,Helensville,Waitemata,158,292,541
112500,Waitoki,Waitemata,27,46,587
112600,Waikoukou Valley,Waitemata,34,63,540
112700,Orewa North,Waitemata,87,148,588
112800,Hatfields Beach,Waitemata,51,82,622
112900,Orewa South,Waitemata,62,107,579
113000,Orewa Central,Waitemata,80,120,667
113100,Millwater North,Waitemata,37,52,712
113200,Waipatukahu,Waitemata,80,126,635
113300,Millwater South,Waitemata,55,89,618
113400,Dairy Flat North,Waitemata,45,112,402
113500,Dairy Flat West,Waitemata,22,37,595
113600,Kingsway,Waitemata,39,74,527
113800,Silverdale Central (Auckland),Waitemata,14,35,400
113900,Red Beach West,Waitemata,52,79,658
114000,Red Beach East,Waitemata,98,154,636
114100,Silverdale South (Auckland),Waitemata,36,69,522
114200,Waimauku,Waitemata,39,65,600
114300,Gulf Islands,Auckland,Masked,Masked,Masked
114400,Vipond,Waitemata,80,126,635
114500,Muriwai,Waitemata,42,71,592
114600,Stanmore Bay West,Waitemata,80,147,544
