sa2_code,sa2_name,dhb,booster_count,eligible_booster_pop,booster_uptake
Unknown,Unknown,Unknown,3794,7587,500
100100,North Cape,Northland,409,658,622
100200,Rangaunu Harbour,Northland,383,722,530
100300,Inlets Far North District,Northland,Masked,Masked,Masked
100400,Karikari Peninsula,Northland,202,356,567
100500,Tangonge,Northland,228,404,564
100600,Ahipara,Northland,251,419,599
100700,Kaitaia East,Northland,437,896,488
100800,Kaitaia West,Northland,601,1229,489
100900,Rangitihi,Northland,135,271,498
101000,Oruru-Parapara,Northland,99,204,485
101100,Taumarumaru,Northland,235,416,565
101200,Herekino-Takahue,Northland,150,282,532
101300,Peria,Northland,105,211,498
101400,Taemaro-Oruaiti,Northland,103,183,563
101500,Whakapaku,Northland,96,175,549
101600,Hokianga North,Northland,315,469,672
101700,Kohukohu-Broadwood,Northland,167,257,650
101800,Whakarara,Northland,260,405,642
101900,Kaeo,Northland,180,296,608
102000,Omahuta Forest-Horeke,Northland,215,378,569
102100,Hokianga South,Northland,263,433,607
102200,Lake Manuwai-Kapiro,Northland,87,162,537
102300,?kaihau,Northland,111,221,502
102400,Rangitane-Purerua,Northland,140,247,567
102500,Waipapa,Northland,42,89,472
102600,Puketotara,Northland,96,167,575
102700,Waim? Forest,Northland,254,484,525
102800,Riverview,Northland,99,168,589
102900,Waipoua Forest,Northland,289,449,644
103000,Kerikeri Central,Northland,154,322,478
103100,Kerikeri South,Northland,97,168,577
103200,?haeawai-Waimate North,Northland,172,288,597
103300,Puketona-Waitangi,Northland,129,212,608
103400,Ngapuhi,Northland,321,621,517
103500,Kaikohe,Northland,896,1736,516
103600,Pakaraka,Northland,63,109,578
103700,Haruru,Northland,83,159,522
103800,Russell,Northland,81,115,704
103900,Paihia,Northland,176,340,518
104000,Mataraua Forest,Northland,114,201,567
104100,Matawaia-Taumarere,Northland,269,502,536
104200,Russell Peninsula,Northland,40,54,741
104300,Opua (Far North District),Northland,63,111,568
104400,Russell Forest-Rawhiti,Northland,182,288,632
104500,Moerewa,Northland,421,808,521
104600,Kawakawa,Northland,297,573,518
104700,Maromaku,Northland,85,153,556
104800,Mangakahia-H?kerenui,Northland,232,434,535
104900,Whangaruru,Northland,266,476,559
105100,Matarau,Northland,144,266,541
105200,Hikurangi,Northland,165,325,508
105300,Kauri,Northland,108,177,610
105400,Maungatapere,Northland,199,325,612
105500,Kamo West,Northland,173,292,592
105600,Matapouri-Tutukaka,Northland,101,165,612
105700,Kiripaka,Northland,71,132,538
105800,Kamo East,Northland,303,663,457
105900,Granfield Reserve,Northland,197,353,558
106000,Kamo Central,Northland,175,323,542
106100,Whau Valley,Northland,254,471,539
106200,Tikipunga North,Northland,336,689,488
106300,Pukenui,Northland,86,128,672
106400,Otangarei,Northland,340,800,425
106500,Tikipunga South,Northland,452,870,520
106600,Kensington (Whangarei District),Northland,296,537,551
106700,Abbey Caves-Glenbervie,Northland,57,104,548
106800,Mairtown,Northland,245,398,616
106900,Maunu-Horahora,Northland,232,394,589
107000,Woodhill-Vinetown,Northland,287,502,572
107100,Whang?rei Central,Northland,101,192,526
107200,Riverside,Northland,169,316,535
107300,Raumanga,Northland,411,938,438
107400,Tarewa,Northland,294,586,502
107500,Morningside (Whangarei District),Northland,287,560,512
107600,Ngunguru,Northland,72,120,600
107700,Otaika-Portland,Northland,124,203,611
107800,Oakleigh-Mangapai,Northland,88,164,537
107900,Port-Limeburners,Northland,Masked,Masked,Masked
108000,Pataua,Northland,65,134,485
108100,Onerahi Park,Northland,124,198,626
108200,Sherwood Rise,Northland,224,445,503
108300,Onerahi,Northland,185,404,458
108500,Parua Bay,Northland,146,219,667
108600,Bream Bay,Northland,143,245,584
