Week ending,Group,DHB of service,Dose number,# doses administered
2021-07-11,Group 1,Capital & Coast and Hutt Valley,2,98
2021-07-11,Group 1,Hawke's Bay,2,10
2021-07-11,Group 1,Lakes,1,15
2021-07-11,Group 1,Lakes,2,79
2021-07-11,Group 1,MidCentral,2,16
2021-07-11,Group 1,Nelson Marlborough,1,10
2021-07-11,Group 1,Nelson Marlborough,2,18
2021-07-11,Group 1,Northland,2,8
2021-07-11,Group 1,Other Sites,1,7
2021-07-11,Group 1,Other Sites,2,89
2021-07-11,Group 1,South Canterbury,1,10
2021-07-11,Group 1,Southern,1,14
2021-07-11,Group 1,Southern,2,67
2021-07-11,Group 1,Waikato,1,23
2021-07-11,Group 1,Waikato,2,30
2021-07-11,Group 2,Auckland Metro,1,8683
2021-07-11,Group 2,Auckland Metro,2,11888
2021-07-11,Group 2,Bay of Plenty,1,397
2021-07-11,Group 2,Bay of Plenty,2,599
2021-07-11,Group 2,Canterbury,1,607
2021-07-11,Group 2,Canterbury,2,3209
2021-07-11,Group 2,Capital & Coast and Hutt Valley,1,380
2021-07-11,Group 2,Capital & Coast and Hutt Valley,2,539
2021-07-11,Group 2,Hawke's Bay,1,102
2021-07-11,Group 2,Hawke's Bay,2,340
2021-07-11,Group 2,Lakes,1,112
2021-07-11,Group 2,Lakes,2,307
2021-07-11,Group 2,MidCentral,1,433
2021-07-11,Group 2,MidCentral,2,663
2021-07-11,Group 2,Nelson Marlborough,1,142
2021-07-11,Group 2,Nelson Marlborough,2,213
2021-07-11,Group 2,Northland,1,333
2021-07-11,Group 2,Northland,2,784
2021-07-11,Group 2,Other Sites,1,875
2021-07-11,Group 2,Other Sites,2,1008
2021-07-11,Group 2,South Canterbury,1,30
2021-07-11,Group 2,South Canterbury,2,48
2021-07-11,Group 2,Southern,1,1020
2021-07-11,Group 2,Southern,2,1127
2021-07-11,Group 2,Tairawhiti,1,35
2021-07-11,Group 2,Tairawhiti,2,331
2021-07-11,Group 2,Taranaki,1,114
2021-07-11,Group 2,Taranaki,2,737
2021-07-11,Group 2,Waikato,1,1499
2021-07-11,Group 2,Waikato,2,1917
2021-07-11,Group 2,Wairarapa,1,77
2021-07-11,Group 2,Wairarapa,2,460
2021-07-11,Group 2,West Coast,1,101
2021-07-11,Group 2,West Coast,2,130
2021-07-11,Group 2,Whanganui,1,25
2021-07-11,Group 2,Whanganui,2,34
2021-07-11,Group 3,Auckland Metro,1,11100
2021-07-11,Group 3,Auckland Metro,2,6566
2021-07-11,Group 3,Bay of Plenty,1,2136
2021-07-11,Group 3,Bay of Plenty,2,2809
2021-07-11,Group 3,Canterbury,1,4894
2021-07-11,Group 3,Canterbury,2,613
2021-07-11,Group 3,Capital & Coast and Hutt Valley,1,3110
2021-07-11,Group 3,Capital & Coast and Hutt Valley,2,1830
2021-07-11,Group 3,Hawke's Bay,1,729
2021-07-11,Group 3,Hawke's Bay,2,1166
2021-07-11,Group 3,Lakes,1,932
2021-07-11,Group 3,Lakes,2,1702
2021-07-11,Group 3,MidCentral,1,3127
2021-07-11,Group 3,MidCentral,2,3243
2021-07-11,Group 3,Nelson Marlborough,1,2462
2021-07-11,Group 3,Nelson Marlborough,2,1845
2021-07-11,Group 3,Northland,1,1068
2021-07-11,Group 3,Northland,2,1651
2021-07-11,Group 3,Other Sites,1,28
2021-07-11,Group 3,Other Sites,2,67
2021-07-11,Group 3,South Canterbury,1,281
2021-07-11,Group 3,South Canterbury,2,1315
2021-07-11,Group 3,Southern,1,2077
2021-07-11,Group 3,Southern,2,3657
2021-07-11,Group 3,Tairawhiti,1,417
2021-07-11,Group 3,Tairawhiti,2,646
2021-07-11,Group 3,Taranaki,1,728
2021-07-11,Group 3,Taranaki,2,193
2021-07-11,Group 3,Waikato,1,2077
2021-07-11,Group 3,Waikato,2,1527
2021-07-11,Group 3,Wairarapa,1,1356
2021-07-11,Group 3,Wairarapa,2,595
2021-07-11,Group 3,West Coast,1,467
2021-07-11,Group 3,West Coast,2,404
2021-07-11,Group 3,Whanganui,1,442
2021-07-11,Group 3,Whanganui,2,253
2021-07-11,Group 4,Auckland Metro,1,8000
2021-07-11,Group 4,Auckland Metro,2,4814
2021-07-11,Group 4,Bay of Plenty,1,123
2021-07-11,Group 4,Bay of Plenty,2,83
2021-07-11,Group 4,Canterbury,1,843
2021-07-11,Group 4,Canterbury,2,137
2021-07-11,Group 4,Capital & Coast and Hutt Valley,1,500
2021-07-11,Group 4,Capital & Coast and Hutt Valley,2,314
2021-07-11,Group 4,Hawke's Bay,1,371
2021-07-11,Group 4,Hawke's Bay,2,250
2021-07-11,Group 4,Lakes,1,358
2021-07-11,Group 4,Lakes,2,144
2021-07-11,Group 4,MidCentral,1,363
2021-07-11,Group 4,MidCentral,2,337
2021-07-11,Group 4,Nelson Marlborough,1,301
2021-07-11,Group 4,Nelson Marlborough,2,10
2021-07-11,Group 4,Northland,1,498
2021-07-11,Group 4,Northland,2,648
2021-07-11,Group 4,Other Sites,1,111
2021-07-11,Group 4,Other Sites,2,263
2021-07-11,Group 4,South Canterbury,1,8
2021-07-11,Group 4,South Canterbury,2,144
2021-07-11,Group 4,Southern,1,559
2021-07-11,Group 4,Southern,2,108
2021-07-11,Group 4,Tairawhiti,1,41
2021-07-11,Group 4,Tairawhiti,2,58
2021-07-11,Group 4,Taranaki,1,120
2021-07-11,Group 4,Taranaki,2,119
2021-07-11,Group 4,Waikato,1,263
2021-07-11,Group 4,Waikato,2,216
2021-07-11,Group 4,Wairarapa,1,280
2021-07-11,Group 4,Wairarapa,2,45
2021-07-11,Group 4,West Coast,1,261
2021-07-11,Group 4,West Coast,2,73
2021-07-11,Group 4,Whanganui,1,190
2021-07-18,Group 1,Auckland Metro,1,244
2021-07-18,Group 1,Auckland Metro,2,333
2021-07-18,Group 1,Bay of Plenty,1,27
2021-07-18,Group 1,Bay of Plenty,2,40
2021-07-18,Group 1,Canterbury,1,82
2021-07-18,Group 1,Canterbury,2,272
2021-07-18,Group 1,Capital & Coast and Hutt Valley,1,66
2021-07-18,Group 1,Capital & Coast and Hutt Valley,2,82
2021-07-18,Group 1,Hawke's Bay,1,7
2021-07-18,Group 1,Hawke's Bay,2,10
2021-07-18,Group 1,Lakes,1,5
2021-07-18,Group 1,Lakes,2,36
2021-07-18,Group 1,MidCentral,2,6
2021-07-18,Group 1,Nelson Marlborough,1,10
2021-07-18,Group 1,Nelson Marlborough,2,12
2021-07-18,Group 1,Northland,1,6
2021-07-18,Group 1,Northland,2,8
2021-07-18,Group 1,Other Sites,2,25
2021-07-18,Group 1,Southern,1,12
2021-07-18,Group 1,Southern,2,48
2021-07-18,Group 1,Waikato,1,9
2021-07-18,Group 1,Waikato,2,34
2021-07-18,Group 2,Auckland Metro,1,8541
2021-07-18,Group 2,Auckland Metro,2,13689
2021-07-18,Group 2,Bay of Plenty,1,958
2021-07-18,Group 2,Bay of Plenty,2,771
2021-07-18,Group 2,Canterbury,1,450
2021-07-18,Group 2,Canterbury,2,3017
2021-07-18,Group 2,Capital & Coast and Hutt Valley,1,283
2021-07-18,Group 2,Capital & Coast and Hutt Valley,2,406
2021-07-18,Group 2,Hawke's Bay,1,115
2021-07-18,Group 2,Hawke's Bay,2,312
2021-07-18,Group 2,Lakes,1,165
2021-07-18,Group 2,Lakes,2,252
2021-07-18,Group 2,MidCentral,1,416
2021-07-18,Group 2,MidCentral,2,507
2021-07-18,Group 2,Nelson Marlborough,1,96
2021-07-18,Group 2,Nelson Marlborough,2,443
2021-07-18,Group 2,Northland,1,226
2021-07-18,Group 2,Northland,2,709
2021-07-18,Group 2,Other Sites,1,918
2021-07-18,Group 2,Other Sites,2,388
2021-07-18,Group 2,South Canterbury,1,32
2021-07-18,Group 2,South Canterbury,2,20
2021-07-18,Group 2,Southern,1,177
2021-07-18,Group 2,Southern,2,1570
2021-07-18,Group 2,Tairawhiti,1,40
2021-07-18,Group 2,Tairawhiti,2,31
2021-07-18,Group 2,Taranaki,1,141
2021-07-18,Group 2,Taranaki,2,616
2021-07-18,Group 2,Waikato,1,1294
2021-07-18,Group 2,Waikato,2,1483
2021-07-18,Group 2,Wairarapa,1,35
2021-07-18,Group 2,Wairarapa,2,811
2021-07-18,Group 2,West Coast,1,68
2021-07-18,Group 2,West Coast,2,72
2021-07-18,Group 2,Whanganui,1,31
2021-07-18,Group 2,Whanganui,2,15
2021-07-18,Group 3,Auckland Metro,1,12717
2021-07-18,Group 3,Auckland Metro,2,7342
2021-07-18,Group 3,Bay of Plenty,1,1637
2021-07-18,Group 3,Bay of Plenty,2,2165
2021-07-18,Group 3,Canterbury,1,4789
2021-07-18,Group 3,Canterbury,2,1231
2021-07-18,Group 3,Capital & Coast and Hutt Valley,1,2924
2021-07-18,Group 3,Capital & Coast and Hutt Valley,2,1927
2021-07-18,Group 3,Hawke's Bay,1,1180
2021-07-18,Group 3,Hawke's Bay,2,1328
2021-07-18,Group 3,Lakes,1,1980
2021-07-18,Group 3,Lakes,2,871
2021-07-18,Group 3,MidCentral,1,2750
2021-07-18,Group 3,MidCentral,2,3785
2021-07-18,Group 3,Nelson Marlborough,1,1536
2021-07-18,Group 3,Nelson Marlborough,2,1703
2021-07-18,Group 3,Northland,1,1479
2021-07-18,Group 3,Northland,2,1536
2021-07-18,Group 3,Other Sites,1,8
2021-07-18,Group 3,Other Sites,2,26
2021-07-18,Group 3,South Canterbury,1,1328
2021-07-18,Group 3,South Canterbury,2,381
2021-07-18,Group 3,Southern,1,856
2021-07-18,Group 3,Southern,2,1758
2021-07-18,Group 3,Tairawhiti,1,542
2021-07-18,Group 3,Tairawhiti,2,466
2021-07-18,Group 3,Taranaki,1,976
2021-07-18,Group 3,Taranaki,2,173
2021-07-18,Group 3,Waikato,1,3709
2021-07-18,Group 3,Waikato,2,1185
2021-07-18,Group 3,Wairarapa,1,843
2021-07-18,Group 3,Wairarapa,2,373
2021-07-18,Group 3,West Coast,1,403
2021-07-18,Group 3,West Coast,2,422
2021-07-18,Group 3,Whanganui,1,673
2021-07-18,Group 3,Whanganui,2,185
2021-07-18,Group 4,Auckland Metro,1,12875
2021-07-18,Group 4,Auckland Metro,2,5565
2021-07-18,Group 4,Bay of Plenty,1,282
2021-07-18,Group 4,Bay of Plenty,2,82
2021-07-18,Group 4,Canterbury,1,872
2021-07-18,Group 4,Canterbury,2,246
2021-07-18,Group 4,Capital & Coast and Hutt Valley,1,362
2021-07-18,Group 4,Capital & Coast and Hutt Valley,2,286
2021-07-18,Group 4,Hawke's Bay,1,379
2021-07-18,Group 4,Hawke's Bay,2,365
2021-07-18,Group 4,Lakes,1,820
2021-07-18,Group 4,Lakes,2,59
2021-07-18,Group 4,MidCentral,1,564
2021-07-18,Group 4,MidCentral,2,270
2021-07-18,Group 4,Nelson Marlborough,1,247
2021-07-18,Group 4,Nelson Marlborough,2,8
2021-07-18,Group 4,Northland,1,1162
2021-07-18,Group 4,Northland,2,546
2021-07-18,Group 4,Other Sites,1,26
2021-07-18,Group 4,Other Sites,2,286
2021-07-18,Group 4,South Canterbury,1,207
2021-07-18,Group 4,South Canterbury,2,39
2021-07-18,Group 4,Southern,1,386
2021-07-18,Group 4,Southern,2,42
2021-07-18,Group 4,Tairawhiti,1,50
2021-07-18,Group 4,Tairawhiti,2,25
2021-07-18,Group 4,Taranaki,1,221
2021-07-18,Group 4,Taranaki,2,95
2021-07-18,Group 4,Waikato,1,739
2021-07-18,Group 4,Waikato,2,154
2021-07-18,Group 4,Wairarapa,1,308
2021-07-18,Group 4,Wairarapa,2,42
2021-07-18,Group 4,West Coast,1,372
2021-07-18,Group 4,West Coast,2,24
2021-07-18,Group 4,Whanganui,1,311
2021-07-18,Group 4,Whanganui,2,8
2021-07-25,Group 1,Auckland Metro,1,255
2021-07-25,Group 1,Auckland Metro,2,319
2021-07-25,Group 1,Bay of Plenty,1,50
2021-07-25,Group 1,Bay of Plenty,2,30
2021-07-25,Group 1,Canterbury,1,153
2021-07-25,Group 1,Canterbury,2,182
2021-07-25,Group 1,Capital & Coast and Hutt Valley,1,78
2021-07-25,Group 1,Capital & Coast and Hutt Valley,2,79
2021-07-25,Group 1,Hawke's Bay,1,5
2021-07-25,Group 1,Hawke's Bay,2,14
2021-07-25,Group 1,Lakes,1,5
2021-07-25,Group 1,Lakes,2,14
2021-07-25,Group 1,MidCentral,1,11
2021-07-25,Group 1,MidCentral,2,10
2021-07-25,Group 1,Nelson Marlborough,1,46
2021-07-25,Group 1,Nelson Marlborough,2,19
2021-07-25,Group 1,Northland,1,15
2021-07-25,Group 1,South Canterbury,1,11
2021-07-25,Group 1,Southern,1,75
2021-07-25,Group 1,Southern,2,83
2021-07-25,Group 1,Taranaki,1,24
2021-07-25,Group 1,Taranaki,2,6
2021-07-25,Group 1,Waikato,1,12
2021-07-25,Group 1,Waikato,2,29
2021-07-25,Group 2,Auckland Metro,1,9004
2021-07-25,Group 2,Auckland Metro,2,12491
2021-07-25,Group 2,Bay of Plenty,1,403
2021-07-25,Group 2,Bay of Plenty,2,563
2021-07-25,Group 2,Canterbury,1,787
2021-07-25,Group 2,Canterbury,2,2759
2021-07-25,Group 2,Capital & Coast and Hutt Valley,1,512
2021-07-25,Group 2,Capital & Coast and Hutt Valley,2,555
2021-07-25,Group 2,Hawke's Bay,1,165
2021-07-25,Group 2,Hawke's Bay,2,393
2021-07-25,Group 2,Lakes,1,216
2021-07-25,Group 2,Lakes,2,208
2021-07-25,Group 2,MidCentral,1,486
2021-07-25,Group 2,MidCentral,2,626
2021-07-25,Group 2,Nelson Marlborough,1,323
2021-07-25,Group 2,Nelson Marlborough,2,338
2021-07-25,Group 2,Northland,1,350
2021-07-25,Group 2,Northland,2,703
2021-07-25,Group 2,Other Sites,1,178
2021-07-25,Group 2,Other Sites,2,730
2021-07-25,Group 2,South Canterbury,1,36
2021-07-25,Group 2,South Canterbury,2,40
2021-07-25,Group 2,Southern,1,524
2021-07-25,Group 2,Southern,2,1679
2021-07-25,Group 2,Tairawhiti,1,16
2021-07-25,Group 2,Tairawhiti,2,267
2021-07-25,Group 2,Taranaki,1,201
2021-07-25,Group 2,Taranaki,2,333
2021-07-25,Group 2,Waikato,1,1636
2021-07-25,Group 2,Waikato,2,2325
2021-07-25,Group 2,Wairarapa,1,21
2021-07-25,Group 2,Wairarapa,2,123
2021-07-25,Group 2,West Coast,1,11
2021-07-25,Group 2,West Coast,2,50
2021-07-25,Group 2,Whanganui,1,24
2021-07-25,Group 2,Whanganui,2,43
2021-07-25,Group 3,Auckland Metro,1,12803
2021-07-25,Group 3,Auckland Metro,2,8937
2021-07-25,Group 3,Bay of Plenty,1,3314
2021-07-25,Group 3,Bay of Plenty,2,2883
2021-07-25,Group 3,Canterbury,1,10213
2021-07-25,Group 3,Canterbury,2,2746
2021-07-25,Group 3,Capital & Coast and Hutt Valley,1,8745
2021-07-25,Group 3,Capital & Coast and Hutt Valley,2,2392
2021-07-25,Group 3,Hawke's Bay,1,2759
2021-07-25,Group 3,Hawke's Bay,2,1488
2021-07-25,Group 3,Lakes,1,1208
2021-07-25,Group 3,Lakes,2,987
2021-07-25,Group 3,MidCentral,1,3087
2021-07-25,Group 3,MidCentral,2,3480
2021-07-25,Group 3,Nelson Marlborough,1,3632
2021-07-25,Group 3,Nelson Marlborough,2,2355
2021-07-25,Group 3,Northland,1,1365
2021-07-25,Group 3,Northland,2,1093
2021-07-25,Group 3,Other Sites,1,21
2021-07-25,Group 3,Other Sites,2,106
2021-07-25,Group 3,South Canterbury,1,1025
2021-07-25,Group 3,South Canterbury,2,277
2021-07-25,Group 3,Southern,1,5334
2021-07-25,Group 3,Southern,2,3337
2021-07-25,Group 3,Tairawhiti,1,569
2021-07-25,Group 3,Tairawhiti,2,549
2021-07-25,Group 3,Taranaki,1,2861
2021-07-25,Group 3,Taranaki,2,924
2021-07-25,Group 3,Waikato,1,6256
2021-07-25,Group 3,Waikato,2,2177
2021-07-25,Group 3,Wairarapa,1,753
2021-07-25,Group 3,Wairarapa,2,1041
2021-07-25,Group 3,West Coast,1,223
2021-07-25,Group 3,West Coast,2,455
2021-07-25,Group 3,Whanganui,1,1385
2021-07-25,Group 3,Whanganui,2,287
2021-07-25,Group 4,Auckland Metro,1,19504
2021-07-25,Group 4,Auckland Metro,2,6274
2021-07-25,Group 4,Bay of Plenty,1,674
2021-07-25,Group 4,Bay of Plenty,2,109
2021-07-25,Group 4,Canterbury,1,2515
2021-07-25,Group 4,Canterbury,2,587
2021-07-25,Group 4,Capital & Coast and Hutt Valley,1,1622
2021-07-25,Group 4,Capital & Coast and Hutt Valley,2,419
2021-07-25,Group 4,Hawke's Bay,1,838
2021-07-25,Group 4,Hawke's Bay,2,547
2021-07-25,Group 4,Lakes,1,2118
2021-07-25,Group 4,Lakes,2,471
2021-07-25,Group 4,MidCentral,1,890
2021-07-25,Group 4,MidCentral,2,367
2021-07-25,Group 4,Nelson Marlborough,1,860
2021-07-25,Group 4,Nelson Marlborough,2,29
2021-07-25,Group 4,Northland,1,1494
2021-07-25,Group 4,Northland,2,382
2021-07-25,Group 4,Other Sites,1,113
2021-07-25,Group 4,Other Sites,2,317
2021-07-25,Group 4,South Canterbury,1,459
2021-07-25,Group 4,South Canterbury,2,11
2021-07-25,Group 4,Southern,1,1513
2021-07-25,Group 4,Southern,2,129
2021-07-25,Group 4,Tairawhiti,1,261
2021-07-25,Group 4,Tairawhiti,2,50
2021-07-25,Group 4,Taranaki,1,424
2021-07-25,Group 4,Taranaki,2,60
2021-07-25,Group 4,Waikato,1,2957
2021-07-25,Group 4,Waikato,2,246
2021-07-25,Group 4,Wairarapa,1,534
2021-07-25,Group 4,Wairarapa,2,91
2021-07-25,Group 4,West Coast,1,132
2021-07-25,Group 4,West Coast,2,74
2021-07-25,Group 4,Whanganui,1,405
2021-07-25,Group 4,Whanganui,2,9
2021-08-01,Group 1,Auckland Metro,1,312
2021-08-01,Group 1,Auckland Metro,2,315
2021-08-01,Group 1,Bay of Plenty,1,47
2021-08-01,Group 1,Bay of Plenty,2,18
2021-08-01,Group 1,Canterbury,1,156
2021-08-01,Group 1,Canterbury,2,181
2021-08-01,Group 1,Capital & Coast and Hutt Valley,1,88
2021-08-01,Group 1,Capital & Coast and Hutt Valley,2,94
2021-08-01,Group 1,Hawke's Bay,1,16
2021-08-01,Group 1,Hawke's Bay,2,7
2021-08-01,Group 1,Lakes,1,7
2021-08-01,Group 1,Lakes,2,15
2021-08-01,Group 1,MidCentral,2,5
2021-08-01,Group 1,Nelson Marlborough,1,33
2021-08-01,Group 1,Nelson Marlborough,2,9
2021-08-01,Group 1,Northland,1,5
2021-08-01,Group 1,Northland,2,5
2021-08-01,Group 1,Other Sites,1,17
2021-08-01,Group 1,Other Sites,2,36
2021-08-01,Group 1,South Canterbury,1,13
2021-08-01,Group 1,South Canterbury,2,6
2021-08-01,Group 1,Southern,1,195
2021-08-01,Group 1,Southern,2,46
2021-08-01,Group 1,Tairawhiti,1,5
2021-08-01,Group 1,Taranaki,1,8
2021-08-01,Group 1,Taranaki,2,9
2021-08-01,Group 1,Waikato,1,7
2021-08-01,Group 1,Waikato,2,34
2021-08-01,Group 2,Auckland Metro,1,10607
2021-08-01,Group 2,Auckland Metro,2,10514
2021-08-01,Group 2,Bay of Plenty,1,385
2021-08-01,Group 2,Bay of Plenty,2,450
2021-08-01,Group 2,Canterbury,1,535
2021-08-01,Group 2,Canterbury,2,1474
2021-08-01,Group 2,Capital & Coast and Hutt Valley,1,553
2021-08-01,Group 2,Capital & Coast and Hutt Valley,2,487
2021-08-01,Group 2,Hawke's Bay,1,221
2021-08-01,Group 2,Hawke's Bay,2,354
2021-08-01,Group 2,Lakes,1,39
2021-08-01,Group 2,Lakes,2,145
2021-08-01,Group 2,MidCentral,1,409
2021-08-01,Group 2,MidCentral,2,472
2021-08-01,Group 2,Nelson Marlborough,1,349
2021-08-01,Group 2,Nelson Marlborough,2,259
2021-08-01,Group 2,Northland,1,291
2021-08-01,Group 2,Northland,2,648
2021-08-01,Group 2,Other Sites,1,439
2021-08-01,Group 2,Other Sites,2,809
2021-08-01,Group 2,South Canterbury,1,118
2021-08-01,Group 2,South Canterbury,2,44
2021-08-01,Group 2,Southern,1,748
2021-08-01,Group 2,Southern,2,1028
2021-08-01,Group 2,Tairawhiti,1,105
2021-08-01,Group 2,Tairawhiti,2,38
2021-08-01,Group 2,Taranaki,1,157
2021-08-01,Group 2,Taranaki,2,227
2021-08-01,Group 2,Waikato,1,1732
2021-08-01,Group 2,Waikato,2,1608
2021-08-01,Group 2,Wairarapa,1,35
2021-08-01,Group 2,Wairarapa,2,142
2021-08-01,Group 2,West Coast,1,6
2021-08-01,Group 2,West Coast,2,99
2021-08-01,Group 2,Whanganui,1,30
2021-08-01,Group 2,Whanganui,2,111
2021-08-01,Group 3,Auckland Metro,1,12121
2021-08-01,Group 3,Auckland Metro,2,10001
2021-08-01,Group 3,Bay of Plenty,1,4127
2021-08-01,Group 3,Bay of Plenty,2,2414
2021-08-01,Group 3,Canterbury,1,12976
2021-08-01,Group 3,Canterbury,2,4281
2021-08-01,Group 3,Capital & Coast and Hutt Valley,1,15079
2021-08-01,Group 3,Capital & Coast and Hutt Valley,2,3134
2021-08-01,Group 3,Hawke's Bay,1,6494
2021-08-01,Group 3,Hawke's Bay,2,990
2021-08-01,Group 3,Lakes,1,957
2021-08-01,Group 3,Lakes,2,1030
2021-08-01,Group 3,MidCentral,1,3670
2021-08-01,Group 3,MidCentral,2,3119
2021-08-01,Group 3,Nelson Marlborough,1,4637
2021-08-01,Group 3,Nelson Marlborough,2,2241
2021-08-01,Group 3,Northland,1,2139
2021-08-01,Group 3,Northland,2,2070
2021-08-01,Group 3,Other Sites,1,29
2021-08-01,Group 3,Other Sites,2,34
2021-08-01,Group 3,South Canterbury,1,1886
2021-08-01,Group 3,South Canterbury,2,312
2021-08-01,Group 3,Southern,1,9670
2021-08-01,Group 3,Southern,2,1781
2021-08-01,Group 3,Tairawhiti,1,609
2021-08-01,Group 3,Tairawhiti,2,399
2021-08-01,Group 3,Taranaki,1,2711
2021-08-01,Group 3,Taranaki,2,828
2021-08-01,Group 3,Waikato,1,9146
2021-08-01,Group 3,Waikato,2,2146
2021-08-01,Group 3,Wairarapa,1,969
2021-08-01,Group 3,Wairarapa,2,1365
2021-08-01,Group 3,West Coast,1,224
2021-08-01,Group 3,West Coast,2,426
2021-08-01,Group 3,Whanganui,1,1806
2021-08-01,Group 3,Whanganui,2,1021
2021-08-01,Group 4,Auckland Metro,1,40264
2021-08-01,Group 4,Auckland Metro,2,7296
2021-08-01,Group 4,Bay of Plenty,1,2026
2021-08-01,Group 4,Bay of Plenty,2,146
2021-08-01,Group 4,Canterbury,1,3873
2021-08-01,Group 4,Canterbury,2,664
2021-08-01,Group 4,Capital & Coast and Hutt Valley,1,3911
2021-08-01,Group 4,Capital & Coast and Hutt Valley,2,491
2021-08-01,Group 4,Hawke's Bay,1,2522
2021-08-01,Group 4,Hawke's Bay,2,776
2021-08-01,Group 4,Lakes,1,2047
2021-08-01,Group 4,Lakes,2,588
2021-08-01,Group 4,MidCentral,1,1265
2021-08-01,Group 4,MidCentral,2,331
2021-08-01,Group 4,Nelson Marlborough,1,2692
2021-08-01,Group 4,Nelson Marlborough,2,116
2021-08-01,Group 4,Northland,1,1957
2021-08-01,Group 4,Northland,2,677
2021-08-01,Group 4,Other Sites,1,124
2021-08-01,Group 4,Other Sites,2,220
2021-08-01,Group 4,South Canterbury,1,1375
2021-08-01,Group 4,South Canterbury,2,18
2021-08-01,Group 4,Southern,1,5034
2021-08-01,Group 4,Southern,2,295
2021-08-01,Group 4,Tairawhiti,1,966
2021-08-01,Group 4,Tairawhiti,2,8
2021-08-01,Group 4,Taranaki,1,778
2021-08-01,Group 4,Taranaki,2,107
2021-08-01,Group 4,Waikato,1,7147
2021-08-01,Group 4,Waikato,2,270
2021-08-01,Group 4,Wairarapa,1,830
2021-08-01,Group 4,Wairarapa,2,265
2021-08-01,Group 4,West Coast,1,173
2021-08-01,Group 4,West Coast,2,161
2021-08-01,Group 4,Whanganui,1,929
2021-08-01,Group 4,Whanganui,2,54
2021-08-08,Group 1,Auckland Metro,1,287
2021-08-08,Group 1,Auckland Metro,2,311
2021-08-08,Group 1,Bay of Plenty,1,59
2021-08-08,Group 1,Bay of Plenty,2,18
2021-08-08,Group 1,Canterbury,1,152
2021-08-08,Group 1,Canterbury,2,166
2021-08-08,Group 1,Capital & Coast and Hutt Valley,1,232
2021-08-08,Group 1,Capital & Coast and Hutt Valley,2,64
2021-08-08,Group 1,Hawke's Bay,1,5
2021-08-08,Group 1,Hawke's Bay,2,7
2021-08-08,Group 1,Lakes,1,6
2021-08-08,Group 1,Lakes,2,9
2021-08-08,Group 1,MidCentral,1,7
2021-08-08,Group 1,Nelson Marlborough,1,29
2021-08-08,Group 1,Nelson Marlborough,2,9
2021-08-08,Group 1,Northland,1,15
2021-08-08,Group 1,Northland,2,8
2021-08-08,Group 1,Other Sites,2,6
2021-08-08,Group 1,South Canterbury,1,12
2021-08-08,Group 1,South Canterbury,2,6
2021-08-08,Group 1,Southern,1,142
2021-08-08,Group 1,Southern,2,26
2021-08-08,Group 1,Tairawhiti,1,8
2021-08-08,Group 1,Taranaki,1,13
2021-08-08,Group 1,Waikato,1,14
2021-08-08,Group 1,Waikato,2,11
2021-08-08,Group 2,Auckland Metro,1,9981
2021-08-08,Group 2,Auckland Metro,2,8679
2021-08-08,Group 2,Bay of Plenty,1,477
2021-08-08,Group 2,Bay of Plenty,2,447
2021-08-08,Group 2,Canterbury,1,728
2021-08-08,Group 2,Canterbury,2,1055
2021-08-08,Group 2,Capital & Coast and Hutt Valley,1,972
2021-08-08,Group 2,Capital & Coast and Hutt Valley,2,391
2021-08-08,Group 2,Hawke's Bay,1,80
2021-08-08,Group 2,Hawke's Bay,2,144
2021-08-08,Group 2,Lakes,1,42
2021-08-08,Group 2,Lakes,2,167
2021-08-08,Group 2,MidCentral,1,444
2021-08-08,Group 2,MidCentral,2,349
2021-08-08,Group 2,Nelson Marlborough,1,399
2021-08-08,Group 2,Nelson Marlborough,2,170
2021-08-08,Group 2,Northland,1,397
2021-08-08,Group 2,Northland,2,639
2021-08-08,Group 2,Other Sites,1,1187
2021-08-08,Group 2,Other Sites,2,694
2021-08-08,Group 2,South Canterbury,1,89
2021-08-08,Group 2,South Canterbury,2,42
2021-08-08,Group 2,Southern,1,920
2021-08-08,Group 2,Southern,2,1218
2021-08-08,Group 2,Tairawhiti,1,651
2021-08-08,Group 2,Tairawhiti,2,51
2021-08-08,Group 2,Taranaki,1,124
2021-08-08,Group 2,Taranaki,2,141
2021-08-08,Group 2,Waikato,1,1127
2021-08-08,Group 2,Waikato,2,1468
2021-08-08,Group 2,Wairarapa,1,35
2021-08-08,Group 2,Wairarapa,2,58
2021-08-08,Group 2,West Coast,1,11
2021-08-08,Group 2,West Coast,2,82
2021-08-08,Group 2,Whanganui,1,89
2021-08-08,Group 2,Whanganui,2,58
2021-08-08,Group 3,Auckland Metro,1,11341
2021-08-08,Group 3,Auckland Metro,2,10649
2021-08-08,Group 3,Bay of Plenty,1,4969
2021-08-08,Group 3,Bay of Plenty,2,1872
2021-08-08,Group 3,Canterbury,1,13949
2021-08-08,Group 3,Canterbury,2,4520
2021-08-08,Group 3,Capital & Coast and Hutt Valley,1,15979
2021-08-08,Group 3,Capital & Coast and Hutt Valley,2,2974
2021-08-08,Group 3,Hawke's Bay,1,3591
2021-08-08,Group 3,Hawke's Bay,2,1197
2021-08-08,Group 3,Lakes,1,523
2021-08-08,Group 3,Lakes,2,1779
2021-08-08,Group 3,MidCentral,1,2639
2021-08-08,Group 3,MidCentral,2,2854
