Date,Cumulative vaccinations planned,Cumulative vaccinations administered,Cumulative stock received,Original cumulative vaccinations model
2021-02-21,0,165,65520,NA
2021-02-28,4491,6711,141570,NA
2021-03-07,14420,15617,207090,NA
2021-03-14,21715,23160,271440,NA
2021-03-21,35595,36604,325260,NA
2021-03-28,56290,56349,396630,NA
2021-04-04,84595,84933,450450,NA
2021-04-11,117992,121486,528840,NA
2021-04-18,164107,171209,607230,NA
2021-04-25,216158,226763,685620,NA
2021-05-02,273749,284916,685620,NA
2021-05-09,338813,366587,746460,NA
2021-05-16,414824,451326,807300,NA
2021-05-23,493606,535457,868140,NA
2021-05-30,581932,637540,928980,NA
2021-06-06,680290,751318,1055790,NA
2021-06-13,793013,854159,1103760,NA
2021-06-20,909422,982465,1252900,NA
2021-06-27,1033848,1115570,1302040,NA
2021-07-04,1161952,1238002,1351180,1161952
2021-07-11,1289999,1367501,1502110,1369338
2021-07-18,1425371,1503570,1682290,1576724
2021-07-25,1633071,1692864,2032290,1750577
2021-08-01,1887555,1947611,2411370,2063064
2021-08-08,2164231,2212824,2769390,2375551
2021-08-15,2451622,2513021,3157830,2654505
2021-08-22,2754616,2797554,3602430,2932955
2021-08-29,3056599,3350513,3985020,3226921
2021-09-05,NA,3903655,4630860,3520887
2021-09-12,NA,4335885,5228730,3814853
2021-09-19,NA,4720880,5729490,4348809
2021-09-26,NA,5053869,6150690,4882765
2021-10-03,NA,5353269,6577740,5416721
2021-10-10,NA,5838527,6800430,5950677
2021-10-17,NA,6350636,7101120,6484633
2021-10-24,NA,6628701,7801560,7018589
2021-10-31,NA,6873706,9396270,7552545
2021-11-07,NA,7062532,9396270,7707286
2021-11-14,NA,7219433,9648990,7862027
2021-11-21,NA,7360875,9956142,8016768
2021-11-28,NA,7498357,10096110,8016768
2021-12-05,NA,7741218,10252170,8016768
2021-12-12,NA,7880777,10292490,8016768
2021-12-19,NA,8007061,10818990,NA
2021-12-26,NA,8110074,10877490,NA
