Date,First doses,Second doses,Third primary doses,Boosters
2021-04-28,7303,3673,0,0
2021-04-29,7526,4958,0,0
2021-04-30,8374,5035,0,0
2021-05-01,3490,1992,0,0
2021-05-02,1624,1921,0,0
2021-05-03,6253,4490,0,0
2021-05-04,8344,5303,0,0
2021-05-05,9209,5559,0,0
2021-05-06,9200,5832,0,0
2021-05-07,10133,6758,0,0
2021-05-08,4402,2856,0,0
2021-05-09,1733,1616,0,0
2021-05-10,6884,5121,0,0
2021-05-11,9224,5901,0,0
2021-05-12,9524,5773,1,0
2021-05-13,9776,6017,0,0
2021-05-14,8957,7118,0,0
2021-05-15,3417,2818,0,0
2021-05-16,2414,1807,0,0
2021-05-17,7295,3759,0,0
2021-05-18,9273,5518,0,0
2021-05-19,9057,6402,1,0
2021-05-20,8728,6753,0,0
2021-05-21,8263,7301,0,0
2021-05-22,4407,3567,0,0
2021-05-23,2265,1544,2,0
2021-05-24,7230,5776,0,0
2021-05-25,9842,7484,0,0
2021-05-26,10958,7768,0,0
2021-05-27,9869,7032,0,0
2021-05-28,10827,9871,0,0
2021-05-29,5942,4296,0,0
2021-05-30,3320,1884,0,0
2021-05-31,8901,5568,1,0
2021-06-01,12018,7925,1,0
2021-06-02,12559,8421,1,0
2021-06-03,14135,9032,2,0
2021-06-04,12098,8357,0,0
2021-06-05,6198,3351,0,0
2021-06-06,3534,1683,0,0
2021-06-07,3936,1373,0,0
2021-06-08,13100,8758,0,0
2021-06-09,7109,4320,1,0
2021-06-10,13939,9476,0,0
2021-06-11,11977,9590,0,0
2021-06-12,7448,4496,0,0
2021-06-13,4404,2906,2,0
2021-06-14,10353,7564,0,0
2021-06-15,13079,9159,1,0
2021-06-16,14400,10033,0,0
2021-06-17,12981,10312,0,0
2021-06-18,11354,9469,0,0
2021-06-19,7378,4911,0,0
2021-06-20,3962,3347,0,0
2021-06-21,9068,8450,0,0
2021-06-22,11443,11290,0,0
2021-06-23,13109,11895,0,0
2021-06-24,11438,13002,0,0
2021-06-25,10019,11721,0,0
2021-06-26,8355,6288,0,0
2021-06-27,3592,3444,0,0
2021-06-28,9927,6459,0,0
2021-06-29,10932,10047,0,0
2021-06-30,12938,9960,0,0
2021-07-01,13106,9858,0,0
2021-07-02,9768,10317,0,0
2021-07-03,7384,5332,0,0
2021-07-04,3490,2926,0,0
2021-07-05,7779,7970,1,0
2021-07-06,9586,11337,0,0
2021-07-07,11282,11876,0,0
2021-07-08,12714,11901,1,0
2021-07-09,11084,10524,0,0
2021-07-10,9325,6488,0,0
2021-07-11,4394,3243,0,0
2021-07-12,9543,8107,0,0
2021-07-13,12069,10491,1,0
2021-07-14,13420,11448,1,0
2021-07-15,12864,10916,1,0
2021-07-16,11940,9921,0,0
2021-07-17,9457,7081,0,0
2021-07-18,5655,3075,0,0
2021-07-19,13154,9190,0,0
2021-07-20,18758,11928,0,1
2021-07-21,20806,13188,0,0
2021-07-22,19836,12523,0,0
2021-07-23,19763,11319,0,0
2021-07-24,17112,7739,0,0
2021-07-25,9051,4932,0,0
2021-07-26,20556,9982,1,0
2021-07-27,27611,11383,0,0
2021-07-28,29427,12177,0,0
2021-07-29,28235,11996,0,0
2021-07-30,31521,10652,1,0
2021-07-31,29518,9082,1,0
2021-08-01,17980,4679,0,0
2021-08-02,25705,9442,3,0
2021-08-03,30305,12544,0,0
2021-08-04,32562,12937,1,0
2021-08-05,29270,13035,0,0
2021-08-06,30390,11711,1,1
2021-08-07,27932,8899,1,0
2021-08-08,15870,4637,1,0
2021-08-09,26899,11660,1,0
2021-08-10,31118,15967,1,1
2021-08-11,32047,16942,1,0
2021-08-12,32506,16558,1,0
2021-08-13,31407,15667,1,0
2021-08-14,30425,13336,1,0
2021-08-15,18286,7408,0,0
2021-08-16,30368,16066,0,1
2021-08-17,35858,20439,2,0
2021-08-18,411,102,0,0
2021-08-19,21590,8782,0,0
2021-08-20,38815,20231,0,0
2021-08-21,38399,15908,1,2
2021-08-22,28494,9102,1,0
2021-08-23,46793,19581,3,1
2021-08-24,59411,23689,3,0
2021-08-25,63442,26519,2,2
2021-08-26,67918,25533,1,0
2021-08-27,67409,24746,1,2
2021-08-28,56877,22418,0,4
2021-08-29,37106,11490,1,0
2021-08-30,54927,23786,3,0
2021-08-31,59337,27515,4,0
2021-09-01,63601,27728,2,1
2021-09-02,65254,25346,0,1
2021-09-03,61966,25927,1,0
2021-09-04,56145,22601,3,1
2021-09-05,27042,12029,0,1
2021-09-06,45330,21841,0,2
2021-09-07,50023,23487,3,0
2021-09-08,48862,18594,3,2
2021-09-09,46552,15640,2,0
2021-09-10,44190,21206,2,5
2021-09-11,39053,23342,1,0
2021-09-12,20675,13480,0,0
2021-09-13,34540,20998,3,2
2021-09-14,39760,22906,5,1
2021-09-15,40028,23246,7,2
2021-09-16,37291,24186,8,1
2021-09-17,33388,27725,8,5
2021-09-18,29337,24652,0,1
2021-09-19,14312,12608,4,0
2021-09-20,24802,25962,4,5
2021-09-21,27799,26624,6,3
2021-09-22,24559,25598,3,2
2021-09-23,21260,28582,3,0
2021-09-24,19164,31842,1,5
2021-09-25,19531,32348,1,0
2021-09-26,8281,16632,1,0
2021-09-27,12741,28314,3,2
2021-09-28,13621,31299,8,2
2021-09-29,14059,27169,2,1
2021-09-30,14175,32446,5,3
2021-10-01,12404,35530,4,1
2021-10-02,12937,37490,3,2
2021-10-03,7133,20070,2,0
2021-10-04,15001,41264,2,4
2021-10-05,17756,46438,3,3
2021-10-06,19096,51716,9,6
2021-10-07,19870,63100,4,7
2021-10-08,18749,67632,2,6
2021-10-09,18456,63845,6,1
2021-10-10,9102,33279,3,1
2021-10-11,15338,54405,4,3
2021-10-12,17677,55817,2,1
2021-10-13,15868,53540,5,4
2021-10-14,15211,53160,3,5
2021-10-15,14114,55831,4,6
2021-10-16,39700,91755,13,18
2021-10-17,6286,23507,2,0
2021-10-18,10065,32898,5,4
2021-10-19,10518,32549,4,5
2021-10-20,10522,32867,8,4
2021-10-21,10163,31490,23,13
2021-10-22,11518,33547,40,12
2021-10-23,11897,30839,24,7
2021-10-24,5373,13744,6,4
2021-10-25,3529,7206,4,4
2021-10-26,10918,31407,100,21
2021-10-27,10920,28482,136,5
2021-10-28,12843,32459,231,11
2021-10-29,11117,32090,251,9
2021-10-30,10803,32114,118,4
2021-10-31,4900,15374,17,1
2021-11-01,7207,20408,231,4
2021-11-02,7594,21496,306,10
2021-11-03,6768,20581,359,6
2021-11-04,6636,19674,429,10
2021-11-05,6454,21673,430,5
2021-11-06,7435,26616,149,5
2021-11-07,3288,11039,39,4
2021-11-08,5172,16295,348,7
2021-11-09,5923,16498,479,7
2021-11-10,6087,16088,522,7
2021-11-11,6407,16664,531,27
2021-11-12,6391,16853,434,18
2021-11-13,7224,20046,189,8
2021-11-14,4670,10021,42,9
2021-11-15,7797,13756,472,12
2021-11-16,6691,14509,504,25
2021-11-17,6228,14310,540,28
2021-11-18,6702,14165,570,19
2021-11-19,6819,15865,548,32
2021-11-20,6052,15620,168,23
2021-11-21,3110,6789,48,118
2021-11-22,4813,10557,445,183
2021-11-23,6576,12502,520,157
2021-11-24,6623,12146,580,262
2021-11-25,6432,11888,577,297
2021-11-26,5747,12300,658,4524
2021-11-27,6430,14550,209,4510
2021-11-28,3713,8089,83,2256
2021-11-29,6256,11954,644,23002
2021-11-30,7572,14456,593,19223
2021-12-01,7939,14357,630,17286
2021-12-02,8709,16766,633,13983
2021-12-03,7449,17453,637,13950
2021-12-04,5680,14064,190,7325
2021-12-05,2737,6761,64,2419
2021-12-06,4620,10714,416,9547
2021-12-07,4416,10204,518,9237
2021-12-08,3817,9428,561,9457
2021-12-09,3394,9253,575,8642
2021-12-10,2896,9286,542,8408
2021-12-11,2771,8524,172,4767
2021-12-12,1190,4264,64,2003
2021-12-13,2422,6898,526,8980
2021-12-14,2497,7901,605,9637
2021-12-15,2442,8216,601,9698
2021-12-16,2448,8347,635,10152
2021-12-17,2056,7632,682,11214
2021-12-18,1755,6664,171,6972
2021-12-19,786,3372,65,3019
2021-12-20,1864,6304,500,11873
2021-12-21,1752,7292,619,12291
2021-12-22,1577,7314,623,13666
2021-12-23,1404,7172,462,12422
2021-12-24,708,4478,160,8216
2021-12-25,5,52,1,51
2021-12-26,99,741,2,913
2021-12-27,199,1562,17,2359
2021-12-28,275,1915,28,2920
2021-12-29,1137,6643,215,15995
2021-12-30,958,4920,214,17357
2021-12-31,666,3539,120,13374
2022-01-01,55,357,8,1016
2022-01-02,134,625,7,2223
2022-01-03,363,1316,22,4500
2022-01-04,404,1414,20,5320
2022-01-05,1297,4626,195,41655
2022-01-06,1366,4105,229,44081
2022-01-07,1286,3951,212,45117
2022-01-08,752,2362,73,21919
2022-01-09,460,1386,22,10790
2022-01-10,1402,4000,247,48407
2022-01-11,1507,3839,281,46742
2022-01-12,1448,3853,230,42599
2022-01-13,1422,3600,223,42152
2022-01-14,1462,3350,231,41283
2022-01-15,929,1952,109,22351
2022-01-16,563,1090,44,9658
2022-01-17,15748,2489,166,37519
2022-01-18,14315,2331,189,39434
2022-01-19,13339,2471,217,36843
2022-01-20,12988,2328,208,38345
2022-01-21,13533,2185,193,42760
2022-01-22,10789,1429,76,28405
2022-01-23,6933,859,48,21291
2022-01-24,15690,1898,182,57122
2022-01-25,16628,2201,258,57378
2022-01-26,15474,2338,239,51507
2022-01-27,14447,2340,196,47387
2022-01-28,14137,2231,216,46681
2022-01-29,9885,1301,87,30297
2022-01-30,4618,711,31,13399
2022-01-31,6542,1150,97,22628
2022-02-01,9888,2262,156,38738
2022-02-02,6860,2041,149,36539
2022-02-03,5406,1839,155,46433
2022-02-04,5334,1797,115,67324
2022-02-05,5374,1107,38,49201
2022-02-06,1995,519,13,24997
2022-02-07,1683,561,11,18703
2022-02-08,3042,1906,106,60832
2022-02-09,2779,1666,97,56830
2022-02-10,2755,1632,99,50832
2022-02-11,3165,1631,96,57612
2022-02-12,4822,1335,33,50133
2022-02-13,1520,545,50,20829
2022-02-14,2053,1363,52,47750
2022-02-15,2392,1558,94,46416
2022-02-16,2365,1502,91,40812
2022-02-17,2302,1411,80,36167
2022-02-18,2859,1520,61,39633
2022-02-19,3718,1258,34,33447
2022-02-20,1349,650,11,15460
2022-02-21,1753,1105,43,27840
2022-02-22,1947,1378,122,25679
2022-02-23,1932,1317,47,24824
2022-02-24,2192,1295,69,25725
2022-02-25,2754,1462,61,31440
2022-02-26,3249,1234,24,28958
2022-02-27,1353,619,7,13744
2022-02-28,1844,963,44,23559
2022-03-01,1837,1095,61,19124
2022-03-02,1808,1151,33,18173
2022-03-03,1497,976,54,15371
2022-03-04,1532,974,29,16408
2022-03-05,2301,1127,21,14735
2022-03-06,750,516,1,5776
2022-03-07,877,923,28,10563
2022-03-08,874,1239,43,9320
2022-03-09,921,1135,36,9099
2022-03-10,907,1058,33,7933
2022-03-11,852,1171,42,8670
2022-03-12,1205,1329,17,7714
2022-03-13,408,751,6,3224
2022-03-14,586,4023,27,6005
2022-03-15,713,4473,27,5508
2022-03-16,790,4641,22,6050
2022-03-17,664,4803,31,5393
2022-03-18,650,6100,27,5605
2022-03-19,772,7999,6,5217
2022-03-20,331,3325,5,2251
2022-03-21,382,4046,21,3794
2022-03-22,404,4443,24,4008
2022-03-23,427,4599,18,3747
2022-03-24,321,4305,20,3027
2022-03-25,336,5658,25,3392
2022-03-26,459,7341,3,2932
2022-03-27,146,2845,2,1102
2022-03-28,178,3111,17,2209
2022-03-29,207,3084,23,2360
2022-03-30,280,2657,30,2133
2022-03-31,267,2844,24,2255
2022-04-01,178,3016,21,2150
2022-04-02,301,4021,7,1980
2022-04-03,117,1543,2,868
2022-04-04,131,1400,25,1746
2022-04-05,181,1430,24,1642
2022-04-06,190,1482,16,1720
2022-04-07,165,1414,24,2278
2022-04-08,158,1758,25,2271
2022-04-09,236,2429,6,2102
2022-04-10,61,927,1,860
2022-04-11,115,976,21,1645
2022-04-12,127,928,26,1714
2022-04-13,109,953,33,1698
2022-04-14,166,1330,32,2178
2022-04-15,10,64,2,71
2022-04-16,71,627,1,826
2022-04-17,17,70,0,119
2022-04-18,9,175,0,237
2022-04-19,134,1221,24,1807
2022-04-20,144,1195,22,1624
2022-04-21,121,1035,29,1526
2022-04-22,130,1153,29,1661
2022-04-23,111,1054,4,1204
2022-04-24,54,488,1,581
2022-04-25,21,152,0,182
2022-04-26,176,1245,25,1734
