DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Asian,12-17,Female,4507,4456,"1,403",171,4302
Auckland,Asian,12-17,Male,4780,4703,"1,464",138,4464
Auckland,Asian,12-17,Unknown/Other,17,16,13,<5,7
Auckland,Asian,18-24,Female,7631,7596,"7,552","5,132",6671
Auckland,Asian,18-24,Male,7889,7825,"7,767","4,557",6297
Auckland,Asian,18-24,Unknown/Other,92,89,89,44,16
Auckland,Asian,25-29,Female,7800,7772,"7,730","5,404",8392
Auckland,Asian,25-29,Male,8955,8883,"8,836","5,303",7740
Auckland,Asian,25-29,Unknown/Other,122,120,119,70,25
Auckland,Asian,30-34,Female,9100,9047,"8,991","6,379",9316
Auckland,Asian,30-34,Male,9135,9052,"8,999","6,028",8382
Auckland,Asian,30-34,Unknown/Other,88,87,86,42,19
Auckland,Asian,35-39,Female,7771,7718,"7,662","5,598",8154
Auckland,Asian,35-39,Male,7888,7820,"7,778","5,437",7336
Auckland,Asian,35-39,Unknown/Other,64,64,64,38,14
Auckland,Asian,40-44,Female,5948,5915,"5,876","4,451",5623
Auckland,Asian,40-44,Male,5946,5881,"5,843","4,262",5231
Auckland,Asian,40-44,Unknown/Other,41,39,39,27,15
Auckland,Asian,45-49,Female,4724,4697,"4,669","3,602",4861
Auckland,Asian,45-49,Male,4351,4303,"4,276","3,266",3985
Auckland,Asian,5-11,Female,4834,2424,NA,NA,6528
Auckland,Asian,5-11,Male,4843,2398,NA,NA,6688
Auckland,Asian,50-54,Female,4431,4406,"4,385","3,451",4411
Auckland,Asian,50-54,Male,3565,3540,"3,520","2,777",3467
Auckland,Asian,55-59,Female,4042,4019,"3,993","3,184",4228
Auckland,Asian,55-59,Male,3411,3379,"3,365","2,712",3468
Auckland,Asian,60-64,Female,3284,3269,"3,248","2,687",3608
Auckland,Asian,60-64,Male,2734,2721,"2,709","2,301",2922
Auckland,Asian,60-64,Unknown/Other,5,5,5,<5,5
Auckland,Asian,65-69,Female,2867,2859,"2,836","2,357",2935
Auckland,Asian,65-69,Male,2387,2375,"2,360","1,989",2584
Auckland,Asian,70-74,Female,1858,1850,"1,835","1,593",1918
Auckland,Asian,70-74,Male,1749,1742,"1,725","1,526",1743
Auckland,Asian,75-79,Female,1130,1127,"1,114",983,1240
Auckland,Asian,75-79,Male,982,974,970,857,1080
Auckland,Asian,80-84,Female,876,867,858,753,943
Auckland,Asian,80-84,Male,718,715,709,636,819
Auckland,Asian,85-89,Female,431,423,419,357,441
Auckland,Asian,85-89,Male,431,428,424,377,420
Auckland,Asian,90+,Female,193,193,187,170,179
Auckland,Asian,90+,Male,122,121,119,102,126
Auckland,European or Other,12-17,Female,7033,6983,"2,263",257,7315
Auckland,European or Other,12-17,Male,7242,7158,"2,306",223,7448
Auckland,European or Other,12-17,Unknown/Other,8,8,<5,<5,8
Auckland,European or Other,18-24,Female,10667,10616,"10,555","7,626",11536
