DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Asian,12-17,Female,4508,4449,"1,760",372,4302
Auckland,Asian,12-17,Male,4769,4696,"1,856",325,4464
Auckland,Asian,12-17,Unknown/Other,18,17,16,<5,7
Auckland,Asian,18-24,Female,7748,7707,"7,703","5,441",6671
Auckland,Asian,18-24,Male,7989,7916,"7,905","4,828",6297
Auckland,Asian,18-24,Unknown/Other,89,86,86,46,16
Auckland,Asian,25-29,Female,7772,7746,"7,736","5,593",8392
Auckland,Asian,25-29,Male,8936,8857,"8,845","5,515",7740
Auckland,Asian,25-29,Unknown/Other,109,107,107,64,25
Auckland,Asian,30-34,Female,9052,9005,"8,988","6,632",9316
Auckland,Asian,30-34,Male,9094,9004,"8,993","6,232",8382
Auckland,Asian,30-34,Unknown/Other,80,80,79,40,19
Auckland,Asian,35-39,Female,7771,7723,"7,710","5,813",8154
Auckland,Asian,35-39,Male,7895,7818,"7,807","5,650",7336
Auckland,Asian,35-39,Unknown/Other,63,63,63,41,14
Auckland,Asian,40-44,Female,5947,5913,"5,910","4,574",5623
Auckland,Asian,40-44,Male,5948,5878,"5,865","4,430",5231
Auckland,Asian,40-44,Unknown/Other,38,36,36,24,15
Auckland,Asian,45-49,Female,4700,4670,"4,668","3,675",4861
Auckland,Asian,45-49,Male,4341,4289,"4,284","3,379",3985
Auckland,Asian,5-11,Female,4911,3107,NA,NA,6528
Auckland,Asian,5-11,Male,4908,3072,NA,NA,6688
Auckland,Asian,50-54,Female,4455,4433,"4,422","3,575",4411
Auckland,Asian,50-54,Male,3572,3543,"3,534","2,846",3467
Auckland,Asian,55-59,Female,4012,3989,"3,984","3,247",4228
Auckland,Asian,55-59,Male,3408,3376,"3,373","2,773",3468
Auckland,Asian,60-64,Female,3289,3276,"3,269","2,757",3608
Auckland,Asian,60-64,Male,2725,2715,"2,707","2,338",2922
Auckland,Asian,60-64,Unknown/Other,5,5,5,<5,5
Auckland,Asian,65-69,Female,2882,2875,"2,868","2,416",2935
Auckland,Asian,65-69,Male,2398,2383,"2,378","2,030",2584
Auckland,Asian,70-74,Female,1862,1853,"1,851","1,630",1918
Auckland,Asian,70-74,Male,1755,1747,"1,745","1,558",1743
Auckland,Asian,75-79,Female,1136,1134,"1,127","1,008",1240
Auckland,Asian,75-79,Male,984,976,972,873,1080
Auckland,Asian,80-84,Female,875,865,862,769,943
Auckland,Asian,80-84,Male,727,723,720,651,819
Auckland,Asian,85-89,Female,440,432,430,376,441
Auckland,Asian,85-89,Male,428,425,425,384,420
Auckland,Asian,90+,Female,181,181,181,165,179
Auckland,Asian,90+,Male,120,119,119,106,126
Auckland,European or Other,12-17,Female,7039,6995,"2,755",647,7315
Auckland,European or Other,12-17,Male,7260,7190,"2,908",598,7448
Auckland,European or Other,12-17,Unknown/Other,10,10,5,<5,8
Auckland,European or Other,18-24,Female,11048,11002,"10,992","8,129",11536
Auckland,European or Other,18-24,Male,10200,10121,"10,112","6,439",10369
Auckland,European or Other,18-24,Unknown/Other,51,50,50,36,38
Auckland,European or Other,25-29,Female,10367,10312,"10,302","7,684",11855
Auckland,European or Other,25-29,Male,10440,10369,"10,360","6,740",10769
Auckland,European or Other,25-29,Unknown/Other,49,49,49,31,23
Auckland,European or Other,30-34,Female,9554,9508,"9,497","7,205",10714
Auckland,European or Other,30-34,Male,10344,10258,"10,238","6,930",10361
Auckland,European or Other,30-34,Unknown/Other,32,32,32,25,22
Auckland,European or Other,35-39,Female,7586,7533,"7,519","5,923",8521
Auckland,European or Other,35-39,Male,8284,8224,"8,211","5,987",8574
Auckland,European or Other,35-39,Unknown/Other,14,13,13,9,15
Auckland,European or Other,40-44,Female,7073,7028,"7,020","5,804",8032
Auckland,European or Other,40-44,Male,7431,7382,"7,362","5,731",8027
Auckland,European or Other,45-49,Female,7855,7822,"7,813","6,693",8961
Auckland,European or Other,45-49,Male,7973,7914,"7,906","6,457",8951
Auckland,European or Other,5-11,Female,5370,3642,NA,NA,7739
Auckland,European or Other,5-11,Male,5740,3816,NA,NA,8273
Auckland,European or Other,50-54,Female,8119,8085,"8,067","7,104",8362
Auckland,European or Other,50-54,Male,8558,8512,"8,497","7,266",8858
Auckland,European or Other,50-54,Unknown/Other,8,8,8,7,5
Auckland,European or Other,55-59,Female,7327,7291,"7,267","6,512",8093
Auckland,European or Other,55-59,Male,8032,7986,"7,971","6,930",8644
Auckland,European or Other,60-64,Female,6716,6688,"6,662","6,088",6988
Auckland,European or Other,60-64,Male,7168,7134,"7,106","6,368",7440
Auckland,European or Other,65-69,Female,5625,5605,"5,561","5,171",5985
Auckland,European or Other,65-69,Male,5828,5811,"5,777","5,321",6084
Auckland,European or Other,70-74,Female,5085,5067,"5,012","4,714",5399
Auckland,European or Other,70-74,Male,4971,4961,"4,921","4,664",5182
Auckland,European or Other,75-79,Female,3991,3979,"3,941","3,777",3829
Auckland,European or Other,75-79,Male,3476,3470,"3,430","3,293",3442
Auckland,European or Other,80-84,Female,2981,2976,"2,941","2,842",2825
Auckland,European or Other,80-84,Male,2408,2403,"2,377","2,304",2219
Auckland,European or Other,85-89,Female,1772,1764,"1,751","1,707",1874
Auckland,European or Other,85-89,Male,1166,1163,"1,147","1,126",1257
Auckland,European or Other,90+,Female,1453,1451,"1,446","1,395",1629
Auckland,European or Other,90+,Male,711,710,707,691,782
Auckland,Maori,12-17,Female,1681,1613,639,59,1659
Auckland,Maori,12-17,Male,1673,1611,634,69,1747
Auckland,Maori,18-24,Female,2408,2361,"2,354","1,093",2396
Auckland,Maori,18-24,Male,2197,2125,"2,120",787,2260
Auckland,Maori,25-29,Female,1510,1478,"1,475",776,1774
Auckland,Maori,25-29,Male,1624,1577,"1,571",705,1611
Auckland,Maori,30-34,Female,1320,1282,"1,280",713,1398
Auckland,Maori,30-34,Male,1272,1239,"1,234",571,1265
Auckland,Maori,35-39,Female,1006,978,975,580,1101
Auckland,Maori,35-39,Male,956,932,927,485,1003
Auckland,Maori,40-44,Female,889,872,869,561,1032
Auckland,Maori,40-44,Male,956,928,923,551,997
Auckland,Maori,45-49,Female,995,988,986,716,1169
Auckland,Maori,45-49,Male,977,954,954,649,1053
Auckland,Maori,5-11,Female,952,487,NA,NA,2068
Auckland,Maori,5-11,Male,1045,530,NA,NA,2253
Auckland,Maori,50-54,Female,1024,1016,"1,015",775,1055
Auckland,Maori,50-54,Male,911,893,887,646,911
Auckland,Maori,55-59,Female,915,906,906,747,988
Auckland,Maori,55-59,Male,900,890,888,716,915
Auckland,Maori,60-64,Female,756,748,746,644,744
Auckland,Maori,60-64,Male,673,670,669,580,607
Auckland,Maori,65-69,Female,525,523,522,476,520
Auckland,Maori,65-69,Male,392,392,392,356,421
Auckland,Maori,70-74,Female,305,304,303,283,304
Auckland,Maori,70-74,Male,289,289,289,274,261
Auckland,Maori,75-79,Female,165,163,163,152,158
Auckland,Maori,75-79,Male,137,137,136,127,138
Auckland,Maori,80-84,Female,113,113,111,110,122
Auckland,Maori,80-84,Male,75,75,75,72,74
Auckland,Maori,85-89,Female,46,46,46,43,53
Auckland,Maori,85-89,Male,26,26,26,24,27
Auckland,Maori,90+,Female,26,26,26,23,22
Auckland,Pacific Peoples,12-17,Female,2752,2666,"1,112",93,2957
Auckland,Pacific Peoples,12-17,Male,2774,2680,"1,079",74,3058
Auckland,Pacific Peoples,18-24,Female,3599,3546,"3,540","1,598",3766
Auckland,Pacific Peoples,18-24,Male,3393,3299,"3,292","1,165",3536
Auckland,Pacific Peoples,18-24,Unknown/Other,17,17,17,5,6
Auckland,Pacific Peoples,25-29,Female,2412,2365,"2,353","1,094",2713
Auckland,Pacific Peoples,25-29,Male,2408,2333,"2,327",865,2582
Auckland,Pacific Peoples,30-34,Female,2050,2010,"2,003","1,080",2120
Auckland,Pacific Peoples,30-34,Male,2036,1977,"1,968",878,1958
Auckland,Pacific Peoples,35-39,Female,1611,1585,"1,582",984,1819
Auckland,Pacific Peoples,35-39,Male,1628,1595,"1,588",817,1791
Auckland,Pacific Peoples,40-44,Female,1610,1588,"1,581","1,066",1764
Auckland,Pacific Peoples,40-44,Male,1592,1563,"1,557",955,1630
