SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
Unknown,Unknown,Unknown,Maori,12+,"9,665","8,046","7,585","6,856","3,223","1,468",458,83%,78%,47%,31%
Unknown,Unknown,Unknown,Maori,5-11,"1,790",532,221,NA,NA,NA,NA,30%,12%,NA,NA
Unknown,Unknown,Unknown,Pacific Peoples,12+,"3,434",Masked,Masked,"3,310","1,851",427,107,>95%,>95%,56%,25%
Unknown,Unknown,Unknown,Pacific Peoples,5-11,337,148,55,NA,NA,NA,NA,44%,16%,NA,NA
100100,North Cape,Northland,Maori,12+,914,786,769,703,431,274,99,86%,84%,61%,36%
100100,North Cape,Northland,Maori,5-11,142,44,16,NA,NA,NA,NA,31%,11%,NA,NA
100200,Rangaunu Harbour,Northland,Maori,12+,"1,051",884,850,792,404,255,46,84%,81%,51%,18%
100200,Rangaunu Harbour,Northland,Maori,5-11,190,34,14,NA,NA,NA,NA,18%,7%,NA,NA
100400,Karikari Peninsula,Northland,Maori,12+,555,465,451,426,235,163,41,84%,81%,55%,25%
100400,Karikari Peninsula,Northland,Maori,5-11,88,20,Masked,NA,NA,NA,NA,23%,6%,NA,NA
100500,Tangonge,Northland,Maori,12+,601,506,494,449,259,153,28,84%,82%,58%,18%
100500,Tangonge,Northland,Maori,5-11,98,20,Masked,NA,NA,NA,NA,20%,<5%,NA,NA
100600,Ahipara,Northland,Maori,12+,601,491,476,449,263,175,23,82%,79%,59%,13%
100600,Ahipara,Northland,Maori,5-11,106,36,9,NA,NA,NA,NA,34%,8%,NA,NA
100700,Kaitaia East,Northland,Maori,12+,"1,326","1,129","1,063",965,456,236,51,85%,80%,47%,22%
100700,Kaitaia East,Northland,Maori,5-11,298,83,24,NA,NA,NA,NA,28%,8%,NA,NA
100700,Kaitaia East,Northland,Pacific Peoples,12+,61,55,54,51,27,8,Masked,90%,89%,53%,12%
100800,Kaitaia West,Northland,Maori,12+,"1,935","1,601","1,511","1,359",639,371,78,83%,78%,47%,21%
100800,Kaitaia West,Northland,Maori,5-11,370,82,29,NA,NA,NA,NA,22%,8%,NA,NA
100800,Kaitaia West,Northland,Pacific Peoples,12+,106,97,94,89,46,22,7,92%,89%,52%,32%
100900,Rangitihi,Northland,Maori,12+,411,340,328,298,148,81,12,83%,80%,50%,15%
100900,Rangitihi,Northland,Maori,5-11,56,8,Masked,NA,NA,NA,NA,14%,5%,NA,NA
101000,Oruru-Parapara,Northland,Maori,12+,320,243,230,213,105,69,13,76%,72%,49%,19%
101000,Oruru-Parapara,Northland,Maori,5-11,66,14,6,NA,NA,NA,NA,21%,9%,NA,NA
101100,Taumarumaru,Northland,Maori,12+,586,493,469,434,246,158,39,84%,80%,57%,25%
101100,Taumarumaru,Northland,Maori,5-11,136,33,13,NA,NA,NA,NA,24%,10%,NA,NA
