SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
Unknown,Unknown,Unknown,Maori,12+,"9,865",Masked,"9,134","7,440","3,885",>95%,93%,52%
Unknown,Unknown,Unknown,Maori,5-11,"1,650",481,140,NA,NA,29%,8%,NA
Unknown,Unknown,Unknown,Pacific Peoples,12+,"2,527",Masked,Masked,"3,286","1,728",>95%,>95%,53%
Unknown,Unknown,Unknown,Pacific Peoples,5-11,356,136,28,NA,NA,38%,8%,NA
100100,North Cape,Northland,Maori,12+,860,773,753,641,408,90%,88%,64%
100100,North Cape,Northland,Maori,5-11,162,45,Masked,NA,NA,28%,<5%,NA
100200,Rangaunu Harbour,Northland,Maori,12+,"1,021",874,836,694,376,86%,82%,54%
100200,Rangaunu Harbour,Northland,Maori,5-11,193,38,8,NA,NA,20%,<5%,NA
100400,Karikari Peninsula,Northland,Maori,12+,524,439,422,338,201,84%,81%,59%
100400,Karikari Peninsula,Northland,Maori,5-11,85,20,Masked,NA,NA,24%,<5%,NA
100500,Tangonge,Northland,Maori,12+,553,477,466,385,224,86%,84%,58%
100500,Tangonge,Northland,Maori,5-11,95,22,Masked,NA,NA,23%,<5%,NA
100600,Ahipara,Northland,Maori,12+,581,492,475,412,251,85%,82%,61%
100600,Ahipara,Northland,Maori,5-11,108,35,7,NA,NA,32%,6%,NA
100700,Kaitaia East,Northland,Maori,12+,"1,314","1,153","1,083",866,423,88%,82%,49%
100700,Kaitaia East,Northland,Maori,5-11,290,80,13,NA,NA,28%,<5%,NA
100700,Kaitaia East,Northland,Pacific Peoples,12+,54,Masked,Masked,48,26,>95%,>95%,54%
100800,Kaitaia West,Northland,Maori,12+,"1,851","1,629","1,531","1,184",588,88%,83%,50%
100800,Kaitaia West,Northland,Maori,5-11,406,72,16,NA,NA,18%,<5%,NA
100800,Kaitaia West,Northland,Pacific Peoples,12+,103,96,93,79,39,93%,90%,49%
100900,Rangitihi,Northland,Maori,12+,395,335,322,259,132,85%,82%,51%
100900,Rangitihi,Northland,Maori,5-11,58,7,Masked,NA,NA,12%,<5%,NA
101000,Oruru-Parapara,Northland,Maori,12+,313,253,240,200,99,81%,77%,50%
101000,Oruru-Parapara,Northland,Maori,5-11,65,15,Masked,NA,NA,23%,8%,NA
101100,Taumarumaru,Northland,Maori,12+,573,507,481,403,235,88%,84%,58%
101100,Taumarumaru,Northland,Maori,5-11,140,29,Masked,NA,NA,21%,<5%,NA
101200,Herekino-Takahue,Northland,Maori,12+,425,349,331,273,151,82%,78%,55%
101200,Herekino-Takahue,Northland,Maori,5-11,81,24,Masked,NA,NA,30%,<5%,NA
101300,Peria,Northland,Maori,12+,331,261,247,196,102,79%,75%,52%
101300,Peria,Northland,Maori,5-11,85,13,Masked,NA,NA,15%,<5%,NA
101400,Taemaro-Oruaiti,Northland,Maori,12+,307,243,229,177,105,79%,75%,59%
101400,Taemaro-Oruaiti,Northland,Maori,5-11,69,20,Masked,NA,NA,29%,6%,NA
101500,Whakapaku,Northland,Maori,12+,268,218,205,163,97,81%,76%,60%
101500,Whakapaku,Northland,Maori,5-11,61,18,Masked,NA,NA,30%,<5%,NA
101600,Hokianga North,Northland,Maori,12+,649,544,527,449,314,84%,81%,70%
101600,Hokianga North,Northland,Maori,5-11,124,34,Masked,NA,NA,27%,<5%,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,364,297,290,237,165,82%,80%,70%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,48,10,Masked,NA,NA,21%,<5%,NA
101800,Whakarara,Northland,Maori,12+,541,472,452,390,253,87%,84%,65%
101800,Whakarara,Northland,Maori,5-11,74,29,Masked,NA,NA,39%,7%,NA
101900,Kaeo,Northland,Maori,12+,460,367,343,282,181,80%,75%,64%
101900,Kaeo,Northland,Maori,5-11,107,36,14,NA,NA,34%,13%,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,638,464,433,358,205,73%,68%,57%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,120,10,Masked,NA,NA,8%,<5%,NA
102100,Hokianga South,Northland,Maori,12+,702,536,503,407,260,76%,72%,64%
102100,Hokianga South,Northland,Maori,5-11,112,28,Masked,NA,NA,25%,<5%,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,250,209,201,155,88,84%,80%,57%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,54,18,Masked,NA,NA,33%,<5%,NA
102300,Okaihau,Northland,Maori,12+,307,264,251,214,110,86%,82%,51%
102300,Okaihau,Northland,Maori,5-11,55,12,Masked,NA,NA,22%,<5%,NA
102400,Rangitane-Purerua,Northland,Maori,12+,345,310,291,241,139,90%,84%,58%
102400,Rangitane-Purerua,Northland,Maori,5-11,62,11,Masked,NA,NA,18%,<5%,NA
102500,Waipapa,Northland,Maori,12+,128,111,106,87,45,87%,83%,52%
102600,Puketotara,Northland,Maori,12+,231,200,196,157,91,87%,85%,58%
102600,Puketotara,Northland,Maori,5-11,50,22,Masked,NA,NA,44%,<5%,NA
102700,Waima Forest,Northland,Maori,12+,767,590,563,463,254,77%,73%,55%
102700,Waima Forest,Northland,Maori,5-11,125,17,Masked,NA,NA,14%,<5%,NA
102800,Riverview,Northland,Maori,12+,216,Masked,200,160,97,>95%,93%,61%
102800,Riverview,Northland,Maori,5-11,57,21,Masked,NA,NA,37%,<5%,NA
102900,Waipoua Forest,Northland,Maori,12+,627,514,493,430,279,82%,79%,65%
102900,Waipoua Forest,Northland,Maori,5-11,90,13,Masked,NA,NA,14%,<5%,NA
103000,Kerikeri Central,Northland,Maori,12+,450,401,384,302,152,89%,85%,50%
103000,Kerikeri Central,Northland,Maori,5-11,104,28,7,NA,NA,27%,7%,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,57,Masked,Masked,90,29,>95%,>95%,32%
103100,Kerikeri South,Northland,Maori,12+,233,203,194,162,97,87%,83%,60%
103100,Kerikeri South,Northland,Maori,5-11,49,17,Masked,NA,NA,35%,<5%,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,404,346,328,281,171,86%,81%,61%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,69,14,Masked,NA,NA,20%,6%,NA
103300,Puketona-Waitangi,Northland,Maori,12+,265,233,231,206,128,88%,87%,62%
103400,Ngapuhi,Northland,Maori,12+,931,764,724,586,313,82%,78%,53%
103400,Ngapuhi,Northland,Maori,5-11,177,29,6,NA,NA,16%,<5%,NA
103500,Kaikohe,Northland,Maori,12+,"2,734","2,218","2,096","1,660",885,81%,77%,53%
103500,Kaikohe,Northland,Maori,5-11,616,143,28,NA,NA,23%,<5%,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,99,88,86,71,34,89%,87%,48%
103600,Pakaraka,Northland,Maori,12+,150,136,130,107,62,91%,87%,58%
103700,Haruru,Northland,Maori,12+,213,191,188,151,82,90%,88%,54%
103700,Haruru,Northland,Maori,5-11,66,29,Masked,NA,NA,44%,<5%,NA
103800,Russell,Northland,Maori,12+,134,126,125,115,80,94%,93%,70%
103900,Paihia,Northland,Maori,12+,498,417,398,328,177,84%,80%,54%
103900,Paihia,Northland,Maori,5-11,81,19,6,NA,NA,23%,7%,NA
104000,Mataraua Forest,Northland,Maori,12+,322,257,240,195,114,80%,75%,58%
104000,Mataraua Forest,Northland,Maori,5-11,61,11,Masked,NA,NA,18%,<5%,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,808,654,627,475,270,81%,78%,57%
104100,Matawaia-Taumarere,Northland,Maori,5-11,162,43,6,NA,NA,27%,<5%,NA
104200,Russell Peninsula,Northland,Maori,12+,76,61,61,53,40,80%,80%,75%
104300,Opua (Far North District),Northland,Maori,12+,176,139,132,115,66,79%,75%,57%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,395,339,325,282,180,86%,82%,64%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,65,11,Masked,NA,NA,17%,<5%,NA
104500,Moerewa,Northland,Maori,12+,"1,175",998,952,778,418,85%,81%,54%
104500,Moerewa,Northland,Maori,5-11,255,32,8,NA,NA,13%,<5%,NA
104600,Kawakawa,Northland,Maori,12+,807,716,674,533,297,89%,84%,56%
104600,Kawakawa,Northland,Maori,5-11,168,33,Masked,NA,NA,20%,<5%,NA
104700,Maromaku,Northland,Maori,12+,244,192,184,149,86,79%,75%,58%
104700,Maromaku,Northland,Maori,5-11,61,21,Masked,NA,NA,34%,<5%,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,596,542,517,407,232,91%,87%,57%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,125,26,Masked,NA,NA,21%,<5%,NA
104900,Whangaruru,Northland,Maori,12+,654,568,552,452,262,87%,84%,58%
104900,Whangaruru,Northland,Maori,5-11,125,46,Masked,NA,NA,37%,<5%,NA
105100,Matarau,Northland,Maori,12+,358,319,311,256,142,89%,87%,55%
105100,Matarau,Northland,Maori,5-11,87,25,7,NA,NA,29%,8%,NA
105200,Hikurangi,Northland,Maori,12+,471,421,400,318,165,89%,85%,52%
105200,Hikurangi,Northland,Maori,5-11,135,42,10,NA,NA,31%,7%,NA
105300,Kauri,Northland,Maori,12+,238,207,204,175,110,87%,86%,63%
105300,Kauri,Northland,Maori,5-11,57,16,Masked,NA,NA,28%,9%,NA
105400,Maungatapere,Northland,Maori,12+,432,397,383,315,201,92%,89%,64%
105400,Maungatapere,Northland,Maori,5-11,102,37,12,NA,NA,36%,12%,NA
105500,Kamo West,Northland,Maori,12+,387,354,349,275,170,91%,90%,62%
105500,Kamo West,Northland,Maori,5-11,94,37,11,NA,NA,39%,12%,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,223,205,196,162,101,92%,88%,62%
