DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Asian,12-17,Female,4504,4446,"1,068",52,4302
Auckland,Asian,12-17,Male,4776,4699,"1,126",46,4464
Auckland,Asian,12-17,Unknown/Other,17,16,10,<5,7
Auckland,Asian,18-24,Female,7613,7576,"7,514","5,054",6671
Auckland,Asian,18-24,Male,7854,7790,"7,690","4,481",6297
Auckland,Asian,18-24,Unknown/Other,92,89,89,42,16
Auckland,Asian,25-29,Female,7803,7776,"7,710","5,373",8392
Auckland,Asian,25-29,Male,8949,8873,"8,803","5,256",7740
Auckland,Asian,25-29,Unknown/Other,125,123,121,70,25
Auckland,Asian,30-34,Female,9099,9043,"8,960","6,319",9316
Auckland,Asian,30-34,Male,9133,9049,"8,964","5,979",8382
Auckland,Asian,30-34,Unknown/Other,90,89,87,42,19
Auckland,Asian,35-39,Female,7777,7727,"7,636","5,560",8154
Auckland,Asian,35-39,Male,7887,7819,"7,758","5,392",7336
Auckland,Asian,35-39,Unknown/Other,63,63,61,37,14
Auckland,Asian,40-44,Female,5946,5910,"5,851","4,421",5623
Auckland,Asian,40-44,Male,5945,5878,"5,832","4,240",5231
Auckland,Asian,40-44,Unknown/Other,41,39,39,25,15
Auckland,Asian,45-49,Female,4722,4694,"4,651","3,572",4861
Auckland,Asian,45-49,Male,4350,4302,"4,265","3,238",3985
Auckland,Asian,5-11,Female,4805,2124,NA,NA,6528
Auckland,Asian,5-11,Male,4814,2083,NA,NA,6688
Auckland,Asian,50-54,Female,4430,4406,"4,367","3,427",4411
Auckland,Asian,50-54,Male,3559,3533,"3,501","2,746",3467
Auckland,Asian,55-59,Female,4041,4019,"3,976","3,157",4228
Auckland,Asian,55-59,Male,3415,3383,"3,359","2,678",3468
Auckland,Asian,60-64,Female,3284,3266,"3,238","2,671",3608
Auckland,Asian,60-64,Male,2727,2716,"2,696","2,287",2922
Auckland,Asian,60-64,Unknown/Other,5,5,5,<5,5
Auckland,Asian,65-69,Female,2862,2853,"2,822","2,341",2935
Auckland,Asian,65-69,Male,2381,2368,"2,346","1,974",2584
Auckland,Asian,70-74,Female,1859,1849,"1,828","1,587",1918
Auckland,Asian,70-74,Male,1750,1743,"1,723","1,522",1743
Auckland,Asian,75-79,Female,1133,1128,"1,116",978,1240
Auckland,Asian,75-79,Male,976,967,960,851,1080
Auckland,Asian,80-84,Female,877,868,858,749,943
Auckland,Asian,80-84,Male,716,713,707,631,819
Auckland,Asian,85-89,Female,430,421,414,355,441
Auckland,Asian,85-89,Male,431,428,420,373,420
Auckland,Asian,90+,Female,193,193,187,170,179
Auckland,Asian,90+,Male,122,121,118,101,126
Auckland,European or Other,12-17,Female,7022,6970,"1,775",117,7315
Auckland,European or Other,12-17,Male,7236,7148,"1,798",92,7448
Auckland,European or Other,12-17,Unknown/Other,8,8,<5,<5,8
Auckland,European or Other,18-24,Female,10607,10561,"10,463","7,550",11536
Auckland,European or Other,18-24,Male,9935,9860,"9,742","6,067",10369
Auckland,European or Other,18-24,Unknown/Other,42,41,41,29,38
Auckland,European or Other,25-29,Female,10420,10359,"10,276","7,492",11855
Auckland,European or Other,25-29,Male,10441,10367,"10,227","6,467",10769
Auckland,European or Other,25-29,Unknown/Other,48,48,48,30,23
Auckland,European or Other,30-34,Female,9635,9584,"9,466","7,027",10714
Auckland,European or Other,30-34,Male,10414,10324,"10,200","6,721",10361
Auckland,European or Other,30-34,Unknown/Other,37,37,37,24,22
Auckland,European or Other,35-39,Female,7658,7604,"7,513","5,821",8521
Auckland,European or Other,35-39,Male,8326,8263,"8,160","5,843",8574
Auckland,European or Other,35-39,Unknown/Other,15,14,14,10,15
Auckland,European or Other,40-44,Female,7126,7084,"7,014","5,723",8032
Auckland,European or Other,40-44,Male,7489,7432,"7,362","5,659",8027
Auckland,European or Other,45-49,Female,7876,7837,"7,779","6,599",8961
Auckland,European or Other,45-49,Male,8018,7963,"7,877","6,364",8951
Auckland,European or Other,5-11,Female,5360,2718,NA,NA,7739
Auckland,European or Other,5-11,Male,5734,2873,NA,NA,8273
Auckland,European or Other,50-54,Female,8139,8106,"8,045","7,007",8362
Auckland,European or Other,50-54,Male,8563,8517,"8,443","7,141",8858
Auckland,European or Other,50-54,Unknown/Other,8,8,8,7,5
Auckland,European or Other,55-59,Female,7416,7380,"7,301","6,493",8093
Auckland,European or Other,55-59,Male,8098,8052,"7,983","6,864",8644
Auckland,European or Other,60-64,Female,6746,6715,"6,669","6,036",6988
Auckland,European or Other,60-64,Male,7260,7219,"7,164","6,361",7440
Auckland,European or Other,65-69,Female,5711,5690,"5,640","5,170",5985
Auckland,European or Other,65-69,Male,5890,5873,"5,838","5,295",6084
Auckland,European or Other,70-74,Female,5118,5099,"5,048","4,678",5399
Auckland,European or Other,70-74,Male,5002,4985,"4,961","4,634",5182
Auckland,European or Other,75-79,Female,3960,3948,"3,921","3,698",3829
Auckland,European or Other,75-79,Male,3474,3467,"3,446","3,258",3442
Auckland,European or Other,80-84,Female,2940,2932,"2,919","2,767",2825
Auckland,European or Other,80-84,Male,2396,2391,"2,382","2,254",2219
Auckland,European or Other,85-89,Female,1791,1782,"1,768","1,701",1874
Auckland,European or Other,85-89,Male,1174,1173,"1,165","1,118",1257
Auckland,European or Other,90+,Female,1514,1511,"1,495","1,437",1629
Auckland,European or Other,90+,Male,745,745,739,719,782
Auckland,Maori,12-17,Female,1662,1587,285,15,1659
Auckland,Maori,12-17,Male,1659,1592,275,9,1747
Auckland,Maori,18-24,Female,2323,2274,"2,162",985,2396
Auckland,Maori,18-24,Male,2156,2083,"1,963",712,2260
Auckland,Maori,25-29,Female,1522,1490,"1,408",729,1774
Auckland,Maori,25-29,Male,1616,1562,"1,459",649,1611
Auckland,Maori,30-34,Female,1319,1286,"1,215",669,1398
Auckland,Maori,30-34,Male,1263,1229,"1,159",525,1265
Auckland,Maori,35-39,Female,999,968,932,552,1101
Auckland,Maori,35-39,Male,955,929,869,453,1003
Auckland,Maori,40-44,Female,897,880,830,536,1032
Auckland,Maori,40-44,Male,942,915,869,516,997
Auckland,Maori,45-49,Female,993,985,952,686,1169
Auckland,Maori,45-49,Male,979,955,924,611,1053
Auckland,Maori,5-11,Female,935,355,NA,NA,2068
Auckland,Maori,5-11,Male,1028,361,NA,NA,2253
Auckland,Maori,50-54,Female,1020,1012,983,748,1055
Auckland,Maori,50-54,Male,904,882,853,618,911
Auckland,Maori,55-59,Female,922,916,891,739,988
Auckland,Maori,55-59,Male,892,879,863,690,915
Auckland,Maori,60-64,Female,762,755,747,636,744
Auckland,Maori,60-64,Male,675,671,657,573,607
Auckland,Maori,65-69,Female,517,515,508,453,520
Auckland,Maori,65-69,Male,394,394,387,350,421
Auckland,Maori,70-74,Female,307,306,303,279,304
Auckland,Maori,70-74,Male,281,281,278,257,261
Auckland,Maori,75-79,Female,161,159,159,141,158
Auckland,Maori,75-79,Male,145,145,143,129,138
Auckland,Maori,80-84,Female,111,111,111,107,122
Auckland,Maori,80-84,Male,75,75,74,69,74
Auckland,Maori,85-89,Female,49,49,48,43,53
Auckland,Maori,85-89,Male,25,25,25,23,27
Auckland,Maori,90+,Female,28,28,28,24,22
Auckland,Pacific Peoples,12-17,Female,2748,2666,521,13,2957
Auckland,Pacific Peoples,12-17,Male,2783,2681,542,9,3058
Auckland,Pacific Peoples,18-24,Female,3539,3485,"3,337","1,436",3766
Auckland,Pacific Peoples,18-24,Male,3381,3286,"3,057","1,071",3536
Auckland,Pacific Peoples,18-24,Unknown/Other,18,18,18,6,6
Auckland,Pacific Peoples,25-29,Female,2433,2379,"2,268","1,019",2713
Auckland,Pacific Peoples,25-29,Male,2405,2326,"2,183",794,2582
Auckland,Pacific Peoples,30-34,Female,2030,1991,"1,910",980,2120
Auckland,Pacific Peoples,30-34,Male,2051,1988,"1,883",815,1958
Auckland,Pacific Peoples,35-39,Female,1621,1591,"1,543",914,1819
Auckland,Pacific Peoples,35-39,Male,1630,1589,"1,521",767,1791
Auckland,Pacific Peoples,40-44,Female,1608,1584,"1,543","1,014",1764
Auckland,Pacific Peoples,40-44,Male,1609,1575,"1,528",910,1630
Auckland,Pacific Peoples,45-49,Female,1613,1605,"1,574","1,088",1728
Auckland,Pacific Peoples,45-49,Male,1557,1531,"1,485",986,1671
Auckland,Pacific Peoples,5-11,Female,1567,410,NA,NA,3532
Auckland,Pacific Peoples,5-11,Male,1752,443,NA,NA,3720
Auckland,Pacific Peoples,50-54,Female,1661,1650,"1,629","1,190",1810
Auckland,Pacific Peoples,50-54,Male,1593,1574,"1,538","1,139",1678
Auckland,Pacific Peoples,55-59,Female,1555,1547,"1,526","1,194",1566
Auckland,Pacific Peoples,55-59,Male,1410,1396,"1,378","1,091",1431
Auckland,Pacific Peoples,60-64,Female,1263,1258,"1,239","1,027",1274
Auckland,Pacific Peoples,60-64,Male,1155,1152,"1,137",926,1187
Auckland,Pacific Peoples,65-69,Female,938,932,920,777,974
Auckland,Pacific Peoples,65-69,Male,890,883,872,771,915
Auckland,Pacific Peoples,70-74,Female,679,678,673,558,666
Auckland,Pacific Peoples,70-74,Male,557,553,549,479,559
Auckland,Pacific Peoples,75-79,Female,450,448,441,370,482
Auckland,Pacific Peoples,75-79,Male,301,299,297,251,336
Auckland,Pacific Peoples,80-84,Female,311,304,301,242,326
Auckland,Pacific Peoples,80-84,Male,171,169,168,148,185
Auckland,Pacific Peoples,85-89,Female,149,145,145,118,185
Auckland,Pacific Peoples,85-89,Male,75,74,74,63,79
Auckland,Pacific Peoples,90+,Female,76,73,73,59,81
Auckland,Pacific Peoples,90+,Male,22,22,22,17,24
Auckland,Unknown,12-17,Female,230,224,39,<5,29
Auckland,Unknown,12-17,Male,235,215,36,<5,21
Auckland,Unknown,18-24,Female,412,405,390,190,33
Auckland,Unknown,18-24,Male,455,442,426,189,30
Auckland,Unknown,25-29,Female,733,714,698,409,50
Auckland,Unknown,25-29,Male,676,656,639,335,46
